"genes","cluster"
"K00094",15
"K00125",15
"K00367",15
"K00373",15
"K00547",15
"K00573",15
"K00612",15
"K00872",15
"K00879",15
"K01293",15
"K01669",15
"K01763",15
"K01857",15
"K01995",15
"K01999",15
"K02032",15
"K02062",15
"K02167",15
"K02237",15
"K02357",15
"K02600",15
"K02611",15
"K02654",15
"K02773",15
"K02847",15
"K02926",15
"K02952",15
"K02996",15
"K03040",15
"K03117",15
"K03151",15
"K03324",15
"K03475",15
"K03570",15
"K03603",15
"K03819",15
"K03821",15
"K03892",15
"K03919",15
"K03980",15
"K05649",15
"K05799",15
"K06114",15
"K06159",15
"K06290",15
"K06310",15
"K06393",15
"K06821",15
"K07286",15
"K07311",15
"K07532",15
"K07637",15
"K07705",15
"K07816",15
"K07979",15
"K08716",15
"K08726",15
"K08744",15
"K08793",15
"K08838",15
"K08994",15
"K09138",15
"K09479",15
"K09695",15
"K09762",15
"K09767",15
"K09812",15
"K09822",15
"K09846",15
"K10015",15
"K10118",15
"K10539",15
"K10543",15
"K10544",15
"K10595",15
"K11082",15
"K11553",15
"K11727",15
"K11733",15
"K11736",15
"K11753",15
"K11901",15
"K12308",15
"K12369",15
"K12883",15
"K12990",15
"K13005",15
"K13244",15
"K13920",15
"K15108",15
"K15525",15
"K16435",15
"K16560",15
"K16563",15
"K17195",15
"K17413",15
"K17624",15
"K18234",15
"K18534",15
"K18988",15
"K19155",15
"K19265",15
"K19273",15
"K19420",15
"K19427",15
"K19569",15
"K19654",15
"K19804",15
"K19967",15
"K21085",15
"K21307",15
"K21480",15
"K21602",15
"K21637",15
"K21972",15
"K22168",15
"K22390",15
"K22704",15
"K22732",15
"K22969",15
"K23016",15
"K23777",15
"K24040",15
"K24943",15
"K25919",15
"K26112",15
"K26518",15
"K26739",15
"K26870",15
