"genes","cluster"
"K00278",15
"K00567",15
"K00595",15
"K00691",15
"K00836",15
"K00912",15
"K01284",15
"K01546",15
"K01608",15
"K01672",15
"K01940",15
"K01953",15
"K01963",15
"K02016",15
"K02205",15
"K02394",15
"K02395",15
"K02448",15
"K02467",15
"K02538",15
"K02841",15
"K02852",15
"K03008",15
"K03190",15
"K03272",15
"K03403",15
"K03430",15
"K03532",15
"K03739",15
"K03742",15
"K03770",15
"K03805",15
"K03833",15
"K03923",15
"K04520",15
"K04654",15
"K04734",15
"K05041",15
"K05359",15
"K05602",15
"K05800",15
"K05886",15
"K06042",15
"K06075",15
"K06203",15
"K06337",15
"K06603",15
"K06904",15
"K07031",15
"K07062",15
"K07129",15
"K07287",15
"K07316",15
"K07369",15
"K07459",15
"K07521",15
"K07603",15
"K07645",15
"K08068",15
"K08484",15
"K08726",15
"K08956",15
"K09527",15
"K09561",15
"K09702",15
"K09777",15
"K09802",15
"K09897",15
"K10549",15
"K10872",15
"K11194",15
"K11214",15
"K11640",15
"K11745",15
"K11809",15
"K11941",15
"K12503",15
"K13018",15
"K13419",15
"K13497",15
"K13500",15
"K13581",15
"K13654",15
"K13683",15
"K13815",15
"K13925",15
"K14645",15
"K14656",15
"K14664",15
"K14978",15
"K15019",15
"K15396",15
"K15586",15
"K15619",15
"K15669",15
"K15689",15
"K16076",15
"K16531",15
"K16703",15
"K16704",15
"K16784",15
"K17081",15
"K17625",15
"K18197",15
"K18221",15
"K18459",15
"K18574",15
"K18652",15
"K19064",15
"K19187",15
"K19269",15
"K19280",15
"K19418",15
"K19721",15
"K20363",15
"K20450",15
"K20457",15
"K21530",15
"K21911",15
"K22105",15
"K23253",15
"K23896",15
"K24750",15
"K25135",15
"K25282",15
"K25658",15
"K25673",15
"K26765",15
"K26766",15
"K26951",15
"K27323",15
