"genes","cluster"
"K00002",2
"K00008",2
"K00090",2
"K00108",2
"K00121",2
"K00131",2
"K00133",2
"K00158",2
"K00241",2
"K00362",2
"K00383",2
"K00432",2
"K00463",2
"K00526",2
"K00537",2
"K00571",2
"K00603",2
"K00607",2
"K00627",2
"K00661",2
"K00674",2
"K00760",2
"K00765",2
"K00867",2
"K00868",2
"K00869",2
"K00882",2
"K00892",2
"K00906",2
"K00948",2
"K01000",2
"K01005",2
"K01041",2
"K01056",2
"K01104",2
"K01114",2
"K01229",2
"K01251",2
"K01256",2
"K01261",2
"K01269",2
"K01355",2
"K01429",2
"K01460",2
"K01462",2
"K01500",2
"K01510",2
"K01519",2
"K01533",2
"K01534",2
"K01539",2
"K01582",2
"K01595",2
"K01649",2
"K01652",2
"K01671",2
"K01677",2
"K01696",2
"K01708",2
"K01710",2
"K01735",2
"K01738",2
"K01739",2
"K01740",2
"K01756",2
"K01861",2
"K01869",2
"K01870",2
"K01875",2
"K01892",2
"K01915",2
"K01925",2
"K01937",2
"K01938",2
"K01956",2
"K02020",2
"K02037",2
"K02048",2
"K02076",2
"K02255",2
"K02313",2
"K02335",2
"K02336",2
"K02358",2
"K02363",2
"K02402",2
"K02425",2
"K02462",2
"K02483",2
"K02504",2
"K02552",2
"K02553",2
"K02564",2
"K02568",2
"K02616",2
"K02759",2
"K02836",2
"K02853",2
"K03025",2
"K03043",2
"K03060",2
"K03070",2
"K03078",2
"K03093",2
"K03111",2
"K03132",2
"K03135",2
"K03146",2
"K03181",2
"K03184",2
"K03197",2
"K03214",2
"K03251",2
"K03254",2
"K03290",2
"K03304",2
"K03346",2
"K03459",2
"K03466",2
"K03468",2
"K03472",2
"K03478",2
"K03481",2
"K03495",2
"K03502",2
"K03504",2
"K03531",2
"K03556",2
"K03567",2
"K03575",2
"K03586",2
"K03590",2
"K03618",2
"K03632",2
"K03633",2
"K03647",2
"K03697",2
"K03703",2
"K03713",2
"K03721",2
"K03731",2
"K03755",2
"K03757",2
"K03761",2
"K03764",2
"K03777",2
"K03800",2
"K03810",2
"K03834",2
"K03835",2
"K03837",2
"K03838",2
"K03894",2
"K03896",2
"K03897",2
"K03946",2
"K03949",2
"K03974",2
"K03979",2
"K04008",2
"K04063",2
"K04064",2
"K04067",2
"K04074",2
"K04080",2
"K04086",2
"K04091",2
"K04094",2
"K04125",2
"K04416",2
"K04450",2
"K04553",2
"K04567",2
"K04653",2
"K04727",2
"K04750",2
"K04763",2
"K04775",2
"K04882",2
"K05025",2
"K05339",2
"K05362",2
"K05366",2
"K05391",2
"K05463",2
"K05517",2
"K05520",2
"K05523",2
"K05596",2
"K05699",2
"K05738",2
"K05761",2
"K05775",2
"K05782",2
"K05820",2
"K05823",2
"K05835",2
"K05858",2
"K05876",2
"K05894",2
"K06023",2
"K06048",2
"K06113",2
"K06141",2
"K06144",2
"K06158",2
"K06167",2
"K06191",2
"K06216",2
"K06222",2
"K06286",2
"K06316",2
"K06329",2
"K06392",2
"K06434",2
"K06535",2
"K06537",2
"K06618",2
"K06649",2
"K06709",2
"K06778",2
"K06820",2
"K06842",2
"K06875",2
"K06881",2
"K06884",2
"K06899",2
"K06916",2
"K06918",2
"K06942",2
"K06968",2
"K07002",2
"K07039",2
"K07042",2
"K07109",2
"K07140",2
"K07156",2
"K07173",2
"K07186",2
"K07229",2
"K07245",2
"K07251",2
"K07261",2
"K07269",2
"K07285",2
"K07289",2
"K07290",2
"K07350",2
"K07357",2
"K07358",2
"K07390",2
"K07447",2
"K07470",2
"K07478",2
"K07570",2
"K07592",2
"K07652",2
"K07661",2
"K07680",2
"K07700",2
"K07702",2
"K07703",2
"K07711",2
"K07726",2
"K07738",2
"K07758",2
"K07772",2
"K07859",2
"K07910",2
"K07970",2
"K08080",2
"K08117",2
"K08162",2
"K08172",2
"K08229",2
"K08242",2
"K08243",2
"K08244",2
"K08280",2
"K08291",2
"K08303",2
"K08315",2
"K08324",2
"K08354",2
"K08485",2
"K08643",2
"K08671",2
"K08682",2
"K08826",2
"K08851",2
"K08970",2
