"genes","cluster"
"K00024",9
"K00029",9
"K00082",9
"K00127",9
"K00140",9
"K00276",9
"K00426",9
"K00454",9
"K00548",9
"K00651",9
"K00680",9
"K00798",9
"K00843",9
"K00930",9
"K00958",9
"K00979",9
"K01043",9
"K01094",9
"K01181",9
"K01187",9
"K01188",9
"K01196",9
"K01216",9
"K01412",9
"K01424",9
"K01440",9
"K01547",9
"K01585",9
"K01610",9
"K01661",9
"K01755",9
"K01767",9
"K01779",9
"K01896",9
"K01960",9
"K02009",9
"K02190",9
"K02194",9
"K02320",9
"K02391",9
"K02407",9
"K02408",9
"K02494",9
"K02498",9
"K02536",9
"K02594",9
"K02666",9
"K02831",9
"K02858",9
"K03016",9
"K03029",9
"K03061",9
"K03133",9
"K03147",9
"K03216",9
"K03286",9
"K03408",9
"K03453",9
"K03537",9
"K03546",9
"K03694",9
"K03719",9
"K03791",9
"K03818",9
"K03839",9
"K03910",9
"K04082",9
"K04352",9
"K04467",9
"K04761",9
"K04767",9
"K05284",9
"K05394",9
"K05568",9
"K05616",9
"K05643",9
"K05714",9
"K05787",9
"K05818",9
"K05877",9
"K05881",9
"K05934",9
"K05994",9
"K06200",9
"K06211",9
"K06281",9
"K06282",9
"K06322",9
"K06492",9
"K06652",9
"K06659",9
"K06662",9
"K06752",9
"K06792",9
"K06972",9
"K06994",9
"K07265",9
"K07320",9
"K07335",9
"K07457",9
"K07493",9
"K07530",9
"K07561",9
"K07576",9
"K07675",9
"K07766",9
"K07789",9
"K07811",9
"K08138",9
"K08190",9
"K08245",9
"K08289",9
"K08343",9
"K08504",9
"K08511",9
"K08574",9
"K09132",9
"K09159",9
"K09283",9
"K09408",9
"K09506",9
"K10111",9
"K10536",9
"K10599",9
"K10667",9
"K10734",9
"K10837",9
"K10873",9
"K10902",9
"K11085",9
"K11127",9
"K11141",9
"K11188",9
"K11196",9
"K11217",9
"K11249",9
"K11360",9
"K11406",9
"K11446",9
"K11472",9
"K11473",9
"K11541",9
"K11647",9
"K11808",9
"K11953",9
"K12306",9
"K12323",9
"K12683",9
"K12784",9
"K12816",9
"K12817",9
"K13067",9
"K13319",9
"K13357",9
"K13783",9
"K13884",9
"K13930",9
"K14154",9
"K14275",9
"K14313",9
"K14415",9
"K14559",9
"K14560",9
"K14688",9
"K14775",9
"K14780",9
"K14821",9
"K14837",9
"K15151",9
"K15223",9
"K15443",9
"K15444",9
"K15518",9
"K15587",9
"K15831",9
"K15922",9
"K16090",9
"K16126",9
"K16857",9
"K16917",9
"K16932",9
"K16959",9
"K17362",9
"K17707",9
"K17988",9
"K18029",9
"K18176",9
"K18179",9
"K18456",9
"K18649",9
"K18671",9
"K18853",9
"K18944",9
"K18946",9
"K18948",9
"K19411",9
"K19479",9
"K19690",9
"K19838",9
"K19880",9
"K20047",9
"K20181",9
"K20368",9
"K20446",9
"K20475",9
"K20717",9
"K20867",9
"K20906",9
"K20907",9
"K21079",9
"K21217",9
"K21252",9
"K21308",9
"K21397",9
"K21398",9
"K21619",9
"K21686",9
"K21880",9
"K21903",9
"K21919",9
"K21988",9
"K22205",9
"K22214",9
"K22430",9
"K22444",9
"K22883",9
"K22928",9
"K22933",9
"K23271",9
"K23309",9
"K23398",9
"K23676",9
"K23794",9
"K23829",9
"K24483",9
"K24526",9
"K24872",9
"K24974",9
"K25028",9
"K25136",9
"K25317",9
"K25801",9
"K26029",9
"K26036",9
"K26042",9
"K26244",9
"K26730",9
"K26766",9
"K26771",9
"K26943",9
"K27502",9
"K27542",9
