"genes","cluster"
"K00087",14
"K00117",14
"K00197",14
"K00322",14
"K00333",14
"K00336",14
"K00522",14
"K00532",14
"K00619",14
"K00738",14
"K00753",14
"K00799",14
"K00804",14
"K00817",14
"K00913",14
"K00928",14
"K00998",14
"K01076",14
"K01089",14
"K01206",14
"K01259",14
"K01372",14
"K01467",14
"K01487",14
"K01638",14
"K01673",14
"K01745",14
"K01813",14
"K01818",14
"K01825",14
"K01961",14
"K02002",14
"K02055",14
"K02063",14
"K02120",14
"K02124",14
"K02171",14
"K02197",14
"K02257",14
"K02380",14
"K02431",14
"K02532",14
"K02547",14
"K02669",14
"K02857",14
"K03269",14
"K03310",14
"K03523",14
"K03746",14
"K03788",14
"K03796",14
"K03803",14
"K03824",14
"K03851",14
"K03885",14
"K04016",14
"K04069",14
"K04104",14
"K04477",14
"K04498",14
"K04652",14
"K04712",14
"K05011",14
"K05141",14
"K05306",14
"K05311",14
"K05642",14
"K05708",14
"K05712",14
"K05790",14
"K05819",14
"K06196",14
"K06198",14
"K06203",14
"K06212",14
"K06405",14
"K06412",14
"K06445",14
"K06696",14
"K06790",14
"K06866",14
"K06946",14
"K07084",14
"K07110",14
"K07160",14
"K07271",14
"K07323",14
"K07639",14
"K07640",14
"K07710",14
"K07783",14
"K07786",14
"K08055",14
"K08240",14
"K08279",14
"K08297",14
"K08298",14
"K08304",14
"K08308",14
"K08312",14
"K08680",14
"K08700",14
"K08770",14
"K08968",14
"K09253",14
"K09422",14
"K09457",14
"K09696",14
"K09769",14
"K09823",14
"K10001",14
"K10046",14
"K10216",14
"K10697",14
"K10794",14
"K10829",14
"K11164",14
"K11179",14
"K11419",14
"K11448",14
"K11534",14
"K11629",14
"K11632",14
"K11750",14
"K11925",14
"K11931",14
"K12371",14
"K12382",14
"K12737",14
"K13252",14
"K13280",14
"K13641",14
"K13648",14
"K13919",14
"K13921",14
"K13934",14
"K13979",14
"K14056",14
"K14162",14
"K14445",14
"K14509",14
"K14539",14
"K15071",14
"K15383",14
"K15528",14
"K15654",14
"K15735",14
"K15974",14
"K16088",14
"K16305",14
"K16712",14
"K17095",14
"K17319",14
"K17870",14
"K17938",14
"K17943",14
"K18356",14
"K18441",14
"K18608",14
"K19008",14
"K19055",14
"K19416",14
"K19425",14
"K19575",14
"K20261",14
"K20888",14
"K20896",14
"K20910",14
"K20912",14
"K21610",14
"K21746",14
"K21747",14
"K22015",14
"K22130",14
"K22164",14
"K22278",14
"K22545",14
"K22650",14
"K23149",14
"K23241",14
"K23269",14
"K23351",14
"K23356",14
"K23430",14
"K23557",14
"K24967",14
"K25759",14
"K25875",14
"K26039",14
"K26139",14
"K26148",14
"K26510",14
"K26941",14
"K26942",14
"K26944",14
"K27070",14
"K27605",14
"K27655",14
"K27680",14
