"genes","cluster"
"K00006",5
"K00009",5
"K00021",5
"K00078",5
"K00100",5
"K00142",5
"K00223",5
"K00227",5
"K00235",5
"K00286",5
"K00326",5
"K00415",5
"K00559",5
"K00609",5
"K00654",5
"K00658",5
"K00764",5
"K00931",5
"K00965",5
"K01067",5
"K01154",5
"K01202",5
"K01222",5
"K01338",5
"K01490",5
"K01535",5
"K01549",5
"K01616",5
"K01625",5
"K01758",5
"K01811",5
"K01835",5
"K01975",5
"K02111",5
"K02114",5
"K02173",5
"K02212",5
"K02266",5
"K02646",5
"K02745",5
"K02782",5
"K02875",5
"K02882",5
"K02891",5
"K02912",5
"K02915",5
"K02930",5
"K02938",5
"K02949",5
"K02951",5
"K02955",5
"K02974",5
"K02998",5
"K03028",5
"K03064",5
"K03243",5
"K03255",5
"K03283",5
"K03438",5
"K03441",5
"K03442",5
"K03486",5
"K03564",5
"K03737",5
"K03844",5
"K03846",5
"K03856",5
"K03969",5
"K04076",5
"K04513",5
"K05681",5
"K05759",5
"K05863",5
"K05864",5
"K06185",5
"K06213",5
"K06630",5
"K06874",5
"K06974",5
"K07005",5
"K07126",5
"K07284",5
"K07300",5
"K07393",5
"K07953",5
"K09464",5
"K09485",5
"K09503",5
"K09540",5
"K09562",5
"K09700",5
"K09786",5
"K09831",5
"K09935",5
"K10038",5
"K10356",5
"K10699",5
"K10808",5
"K10976",5
"K11121",5
"K11518",5
"K11684",5
"K11746",5
"K11886",5
"K12404",5
"K12580",5
"K12854",5
"K13721",5
"K13929",5
"K13987",5
"K14004",5
"K14005",5
"K14389",5
"K14441",5
"K14950",5
"K15040",5
"K15102",5
"K15414",5
"K15600",5
"K15711",5
"K17275",5
"K17550",5
"K17757",5
"K17784",5
"K17944",5
"K18097",5
"K18584",5
"K18670",5
"K19227",5
"K19244",5
"K19798",5
"K20222",5
"K20306",5
"K20471",5
"K20521",5
"K21478",5
"K21572",5
"K21961",5
"K22210",5
"K22300",5
"K22522",5
"K23181",5
"K23358",5
"K23490",5
"K23678",5
"K23999",5
"K24205",5
"K25288",5
"K26216",5
"K26245",5
"K26246",5
"K26544",5
"K27043",5
"K27163",5
"K27385",5
