"genes","cluster"
"K00023",8
"K00055",8
"K00060",8
"K00096",8
"K00129",8
"K00150",8
"K00156",8
"K00180",8
"K00185",8
"K00215",8
"K00247",8
"K00335",8
"K00355",8
"K00390",8
"K00556",8
"K00606",8
"K00648",8
"K00669",8
"K00677",8
"K00695",8
"K00696",8
"K00797",8
"K00806",8
"K00827",8
"K00854",8
"K00970",8
"K00978",8
"K00990",8
"K01051",8
"K01077",8
"K01143",8
"K01227",8
"K01270",8
"K01389",8
"K01438",8
"K01448",8
"K01449",8
"K01451",8
"K01479",8
"K01512",8
"K01531",8
"K01540",8
"K01560",8
"K01630",8
"K01633",8
"K01639",8
"K01647",8
"K01658",8
"K01665",8
"K01683",8
"K01815",8
"K01886",8
"K01894",8
"K01947",8
"K01952",8
"K01953",8
"K01993",8
"K02013",8
"K02015",8
"K02016",8
"K02026",8
"K02122",8
"K02123",8
"K02182",8
"K02233",8
"K02243",8
"K02315",8
"K02319",8
"K02338",8
"K02339",8
"K02387",8
"K02393",8
"K02396",8
"K02510",8
"K02535",8
"K02551",8
"K02647",8
"K02712",8
"K02848",8
"K02854",8
"K02881",8
"K03148",8
"K03149",8
"K03153",8
"K03154",8
"K03208",8
"K03308",8
"K03321",8
"K03328",8
"K03340",8
"K03424",8
"K03517",8
"K03527",8
"K03572",8
"K03577",8
"K03583",8
"K03593",8
"K03600",8
"K03634",8
"K03639",8
"K03656",8
"K03660",8
"K03665",8
"K03676",8
"K03718",8
"K03752",8
"K03771",8
"K03779",8
"K03801",8
"K03816",8
"K03827",8
"K03924",8
"K04041",8
"K04087",8
"K04088",8
"K04096",8
"K04373",8
"K04456",8
"K04491",8
"K04573",8
"K04720",8
"K04772",8
"K04780",8
"K05133",8
"K05338",8
"K05363",8
"K05367",8
"K05519",8
"K05612",8
"K05689",8
"K05711",8
"K05777",8
"K05824",8
"K05834",8
"K05847",8
"K05853",8
"K05946",8
"K06016",8
"K06075",8
"K06143",8
"K06182",8
"K06202",8
"K06244",8
"K06328",8
"K06373",8
"K06374",8
"K06438",8
"K06811",8
"K06894",8
"K06967",8
"K07033",8
"K07040",8
"K07041",8
"K07056",8
"K07105",8
"K07218",8
"K07226",8
"K07287",8
"K07310",8
"K07315",8
"K07326",8
"K07341",8
"K07404",8
"K07636",8
"K07645",8
"K07662",8
"K07673",8
"K07696",8
"K07698",8
"K07722",8
"K07769",8
"K07775",8
"K07952",8
"K08062",8
"K08131",8
"K08167",8
"K08202",8
"K08234",8
"K08316",8
"K08358",8
"K08384",8
"K08803",8
"K08848",8
"K08964",8
"K08998",8
"K09001",8
"K09005",8
"K09131",8
"K09158",8
"K09181",8
"K09536",8
"K09681",8
"K09684",8
"K09694",8
"K09798",8
"K09801",8
"K09825",8
"K09899",8
"K09946",8
"K09970",8
"K10022",8
"K10360",8
"K10439",8
"K10526",8
"K10711",8
"K10742",8
"K10947",8
"K11004",8
"K11136",8
"K11145",8
"K11250",8
"K11449",8
"K11701",8
"K11720",8
"K11903",8
"K11991",8
"K12243",8
"K12257",8
"K12303",8
"K12405",8
"K12527",8
"K12908",8
"K12973",8
"K13274",8
"K13302",8
"K13328",8
"K13431",8
"K13477",8
"K13634",8
"K13643",8
"K13735",8
"K13853",8
"K13888",8
"K13941",8
"K13983",8
"K14051",8
"K14106",8
"K14187",8
"K14195",8
"K14208",8
"K14623",8
"K14640",8
"K14683",8
"K14742",8
"K15271",8
"K15582",8
"K15585",8
"K15664",8
"K15669",8
"K15914",8
"K16002",8
"K16191",8
"K16214",8
"K16250",8
"K16291",8
"K16328",8
"K16329",8
"K16363",8
"K16695",8
"K16870",8
"K16958",8
"K17103",8
"K17231",8
"K17249",8
"K17399",8
"K17487",8
"K18138",8
"K18140",8
"K18197",8
"K18218",8
"K18337",8
"K18345",8
"K18347",8
"K18574",8
"K18606",8
"K18677",8
"K18856",8
"K18907",8
"K18908",8
"K18938",8
"K18967",8
"K19157",8
"K19178",8
"K19185",8
"K19191",8
"K19269",8
"K19280",8
"K19299",8
"K19302",8
"K19304",8
"K19311",8
"K19334",8
"K19354",8
"K19431",8
"K19527",8
"K19545",8
"K19567",8
"K19610",8
"K19710",8
"K19817",8
"K19820",8
"K20158",8
"K20447",8
"K20457",8
"K20534",8
"K20846",8
"K20866",8
"K20989",8
"K21103",8
"K21344",8
"K21561",8
"K21721",8
"K21756",8
"K21837",8
"K21900",8
"K22042",8
"K22153",8
"K22162",8
"K22222",8
"K22292",8
"K22309",8
"K22446",8
"K22450",8
"K22615",8
"K22925",8
"K23124",8
"K23238",8
"K23353",8
"K23465",8
"K23685",8
"K23876",8
"K24566",8
"K24654",8
"K24697",8
"K24727",8
"K24733",8
"K24873",8
"K25144",8
"K25195",8
"K25574",8
"K25760",8
"K25774",8
"K25996",8
"K26045",8
"K26057",8
"K26689",8
"K26907",8
"K26937",8
"K26938",8
"K26947",8
"K26996",8
"K27084",8
"K27374",8
"K27546",8
"K27612",8
"K27681",8
"K27684",8
