"genes","cluster"
"K00067",11
"K00121",11
"K00131",11
"K00161",11
"K00241",11
"K00264",11
"K00560",11
"K00571",11
"K00784",11
"K00867",11
"K00868",11
"K00869",11
"K00882",11
"K00927",11
"K00937",11
"K01056",11
"K01104",11
"K01142",11
"K01209",11
"K01210",11
"K01215",11
"K01261",11
"K01269",11
"K01361",11
"K01462",11
"K01488",11
"K01533",11
"K01539",11
"K01595",11
"K01756",11
"K01823",11
"K01834",11
"K01870",11
"K01915",11
"K02036",11
"K02038",11
"K02040",11
"K02071",11
"K02108",11
"K02109",11
"K02434",11
"K02470",11
"K02483",11
"K02564",11
"K02759",11
"K02836",11
"K02851",11
"K02902",11
"K03093",11
"K03471",11
"K03481",11
"K03553",11
"K03575",11
"K03589",11
"K03590",11
"K03647",11
"K03697",11
"K03698",11
"K03699",11
"K03702",11
"K03703",11
"K03713",11
"K04075",11
"K04083",11
"K04086",11
"K05339",11
"K05362",11
"K05823",11
"K06158",11
"K06191",11
"K06217",11
"K06286",11
"K06416",11
"K06901",11
"K07447",11
"K07478",11
"K07497",11
"K07586",11
"K07707",11
"K07742",11
"K08987",11
"K09814",11
"K09815",11
"K09817",11
"K10041",11
"K11594",11
"K11630",11
"K11633",11
"K15986",11
"K16013",11
"K16087",11
"K16235",11
"K16323",11
"K17462",11
"K18672",11
"K18941",11
"K20074",11
"K20373",11
"K20534",11
"K22416",11
"K22457",11
"K24699",11
"K25578",11
"K25641",11
"K26847",11
"K27260",11
