"genes","cluster"
"K00137",16
"K00214",16
"K00568",16
"K00590",16
"K00682",16
"K00983",16
"K01322",16
"K01902",16
"K02033",16
"K02344",16
"K02569",16
"K02933",16
"K03390",16
"K03688",16
"K04028",16
"K04371",16
"K05602",16
"K05605",16
"K05768",16
"K05874",16
"K06896",16
"K07053",16
"K07121",16
"K07317",16
"K08335",16
"K09902",16
"K09994",16
"K10942",16
"K11068",16
"K11330",16
"K11531",16
"K11604",16
"K11806",16
"K13041",16
"K14472",16
"K14659",16
"K14962",16
"K15462",16
"K15828",16
"K15953",16
"K16199",16
"K16509",16
"K16627",16
"K17670",16
"K17717",16
"K17738",16
"K18131",16
"K18920",16
"K19066",16
"K19672",16
"K19814",16
"K20025",16
"K21348",16
"K21613",16
"K22131",16
"K22538",16
"K25600",16
"K27751",16
