"genes","cluster"
"K00142",17
"K00320",17
"K00413",17
"K00598",17
"K00658",17
"K00700",17
"K00815",17
"K00916",17
"K00939",17
"K01220",17
"K01387",17
"K01507",17
"K01549",17
"K01619",17
"K01637",17
"K01703",17
"K01792",17
"K01835",17
"K02043",17
"K02071",17
"K02114",17
"K02297",17
"K02337",17
"K03046",17
"K03486",17
"K03615",17
"K03738",17
"K04076",17
"K04508",17
"K04691",17
"K05536",17
"K05540",17
"K05609",17
"K05827",17
"K06063",17
"K06134",17
"K06197",17
"K06334",17
"K06387",17
"K06674",17
"K06718",17
"K06959",17
"K07030",17
"K07178",17
"K07204",17
"K07240",17
"K07642",17
"K07667",17
"K07686",17
"K08157",17
"K08313",17
"K08497",17
"K08992",17
"K09265",17
"K09424",17
"K09912",17
"K10014",17
"K10112",17
"K10236",17
"K10418",17
"K10849",17
"K11263",17
"K11375",17
"K11474",17
"K11518",17
"K11574",17
"K11805",17
"K11817",17
"K11885",17
"K12197",17
"K12200",17
"K12856",17
"K13205",17
"K13480",17
"K13721",17
"K13936",17
"K13987",17
"K14009",17
"K14052",17
"K14293",17
"K14515",17
"K14766",17
"K15446",17
"K15711",17
"K15773",17
"K16578",17
"K16945",17
"K17637",17
"K17846",17
"K17942",17
"K18173",17
"K18192",17
"K18430",17
"K18578",17
"K18610",17
"K19227",17
"K19589",17
"K19798",17
"K19836",17
"K20456",17
"K20469",17
"K20523",17
"K21991",17
"K22051",17
"K22210",17
"K22382",17
"K22834",17
"K24611",17
"K24736",17
"K26403",17
"K26752",17
"K27266",17
"K27699",17
