"genes","cluster"
"K00030",11
"K00063",11
"K00098",11
"K00122",11
"K00167",11
"K00189",11
"K00209",11
"K00216",11
"K00237",11
"K00259",11
"K00324",11
"K00349",11
"K00380",11
"K00430",11
"K00455",11
"K00565",11
"K00664",11
"K00685",11
"K00702",11
"K00728",11
"K00766",11
"K00782",11
"K00791",11
"K00821",11
"K00826",11
"K00874",11
"K00909",11
"K00912",11
"K00946",11
"K00953",11
"K00984",11
"K00988",11
"K01046",11
"K01098",11
"K01138",11
"K01150",11
"K01164",11
"K01173",11
"K01182",11
"K01185",11
"K01195",11
"K01230",11
"K01235",11
"K01245",11
"K01262",11
"K01309",11
"K01342",11
"K01356",11
"K01395",11
"K01400",11
"K01415",11
"K01447",11
"K01452",11
"K01546",11
"K01581",11
"K01609",11
"K01631",11
"K01653",11
"K01657",11
"K01663",11
"K01720",11
"K01725",11
"K01793",11
"K01796",11
"K01812",11
"K01817",11
"K01847",11
"K01858",11
"K01885",11
"K01897",11
"K01899",11
"K01908",11
"K02049",11
"K02050",11
"K02052",11
"K02079",11
"K02100",11
"K02151",11
"K02180",11
"K02216",11
"K02219",11
"K02232",11
"K02259",11
"K02265",11
"K02295",11
"K02304",11
"K02328",11
"K02334",11
"K02381",11
"K02388",11
"K02389",11
"K02415",11
"K02422",11
"K02455",11
"K02496",11
"K02523",11
"K02607",11
"K02610",11
"K02612",11
"K02731",11
"K02806",11
"K02898",11
"K02924",11
"K03001",11
"K03019",11
"K03024",11
"K03037",11
"K03105",11
"K03138",11
"K03194",11
"K03203",11
"K03219",11
"K03228",11
"K03236",11
"K03237",11
"K03241",11
"K03267",11
"K03281",11
"K03332",11
"K03415",11
"K03427",11
"K03496",11
"K03526",11
"K03551",11
"K03611",11
"K03614",11
"K03641",11
"K03654",11
"K03661",11
"K03678",11
"K03679",11
"K03687",11
"K03742",11
"K03748",11
"K03756",11
"K03760",11
"K03840",11
"K03842",11
"K03847",11
"K03860",11
"K03861",11
"K03929",11
"K03954",11
"K04033",11
"K04037",11
"K04079",11
"K04114",11
"K04480",11
"K04485",11
"K04497",11
"K04506",11
"K04532",11
"K04565",11
"K04649",11
"K04655",11
"K04706",11
"K04709",11
"K04752",11
"K04758",11
"K04770",11
"K04933",11
"K05135",11
"K05286",11
"K05302",11
"K05310",11
"K05522",11
"K05530",11
"K05537",11
"K05571",11
"K05593",11
"K05606",11
"K05613",11
"K05702",11
"K05928",11
"K05955",11
"K06047",11
"K06067",11
"K06087",11
"K06089",11
"K06110",11
"K06146",11
"K06178",11
"K06208",11
"K06210",11
"K06215",11
"K06269",11
"K06295",11
"K06311",11
"K06400",11
"K06411",11
"K06423",11
"K06641",11
"K06648",11
"K06665",11
"K06671",11
"K06678",11
"K06689",11
"K06859",11
"K06897",11
"K06910",11
"K06979",11
"K07055",11
"K07075",11
"K07085",11
"K07179",11
"K07208",11
"K07250",11
"K07252",11
"K07342",11
"K07458",11
"K07475",11
"K07482",11
"K07484",11
"K07496",11
"K07583",11
"K07588",11
"K07713",11
"K07751",11
"K07760",11
"K07792",11
"K07836",11
"K07901",11
"K07968",11
"K07975",11
"K08066",11
"K08098",11
"K08197",11
"K08223",11
"K08225",11
"K08239",11
"K08284",11
"K08332",11
"K08465",11
"K08484",11
