"genes","cluster"
"K08513",11
"K08515",11
"K08539",11
"K08736",11
"K08739",11
"K08762",11
"K08876",11
"K09007",11
"K09137",11
"K09141",11
"K09187",11
"K09202",11
"K09242",11
"K09246",11
"K09275",11
"K09285",11
"K09287",11
"K09466",11
"K09468",11
"K09477",11
"K09486",11
"K09539",11
"K09553",11
"K09584",11
"K09598",11
"K09648",11
"K09810",11
"K09824",11
"K09885",11
"K09960",11
"K09961",11
"K09969",11
"K09975",11
"K10011",11
"K10054",11
"K10060",11
"K10089",11
"K10125",11
"K10231",11
"K10413",11
"K10577",11
"K10579",11
"K10643",11
"K10646",11
"K10684",11
"K10750",11
"K10752",11
"K10807",11
"K10839",11
"K10842",11
"K10864",11
"K10868",11
"K10877",11
"K10949",11
"K10992",11
"K10999",11
"K11088",11
"K11092",11
"K11123",11
"K11130",11
"K11168",11
"K11173",11
"K11201",11
"K11233",11
"K11241",11
"K11264",11
"K11267",11
"K11268",11
"K11273",11
"K11293",11
"K11344",11
"K11369",11
"K11378",11
"K11390",11
"K11401",11
"K11457",11
"K11484",11
"K11530",11
"K11535",11
"K11548",11
"K11562",11
"K11567",11
"K11569",11
"K11570",11
"K11575",11
"K11583",11
"K11663",11
"K11667",11
"K11683",11
"K11685",11
"K11756",11
"K11759",11
"K11763",11
"K11772",11
"K11776",11
"K11870",11
"K11933",11
"K12080",11
"K12137",11
"K12149",11
"K12175",11
"K12191",11
"K12193",11
"K12238",11
"K12240",11
"K12245",11
"K12262",11
"K12288",11
"K12355",11
"K12428",11
"K12585",11
"K12586",11
"K12587",11
"K12591",11
"K12602",11
"K12624",11
"K12691",11
"K12782",11
"K12836",11
"K12844",11
"K12847",11
"K12855",11
"K12880",11
"K12947",11
"K12957",11
"K13072",11
"K13102",11
"K13172",11
"K13199",11
"K13216",11
"K13224",11
"K13237",11
"K13243",11
"K13306",11
"K13327",11
"K13341",11
"K13343",11
"K13379",11
"K13479",11
"K13511",11
"K13577",11
"K13582",11
"K13628",11
"K13682",11
"K13800",11
"K13899",11
"K13962",11
"K13993",11
"K14017",11
"K14022",11
"K14168",11
"K14284",11
"K14288",11
"K14298",11
"K14299",11
"K14304",11
"K14311",11
"K14429",11
"K14430",11
"K14442",11
"K14443",11
"K14447",11
"K14524",11
"K14528",11
"K14541",11
"K14546",11
"K14547",11
"K14550",11
"K14556",11
"K14570",11
"K14573",11
"K14621",11
"K14655",11
"K14677",11
"K14681",11
"K14708",11
"K14765",11
"K14767",11
"K14773",11
"K14807",11
"K14823",11
"K14828",11
"K14838",11
"K14842",11
"K14854",11
"K14861",11
"K14863",11
"K14864",11
"K14967",11
"K14969",11
"K14997",11
"K15027",11
"K15053",11
"K15081",11
"K15103",11
"K15116",11
"K15117",11
"K15118",11
"K15134",11
"K15146",11
"K15147",11
"K15165",11
"K15198",11
"K15217",11
"K15262",11
"K15265",11
"K15280",11
"K15338",11
"K15364",11
"K15440",11
"K15447",11
"K15542",11
"K15544",11
"K15551",11
"K15577",11
"K15579",11
"K15627",11
"K15680",11
"K15732",11
"K15921",11
"K16055",11
"K16060",11
"K16097",11
"K16212",11
"K16294",11
"K16314",11
"K16569",11
"K16652",11
"K16794",11
"K16846",11
"K17050",11
"K17217",11
"K17262",11
"K17284",11
"K17363",11
"K17382",11
"K17417",11
"K17469",11
"K17497",11
"K17508",11
"K17583",11
"K17617",11
"K17673",11
"K17676",11
"K17679",11
"K17680",11
"K17765",11
"K17778",11
"K17793",11
"K17806",11
"K17881",11
"K17906",11
"K17917",11
"K17945",11
"K17948",11
"K17971",11
"K17976",11
"K17983",11
"K18118",11
"K18127",11
"K18133",11
"K18183",11
"K18202",11
"K18328",11
"K18400",11
"K18422",11
"K18466",11
"K18467",11
"K18469",11
"K18561",11
"K18593",11
"K18657",11
"K18703",11
"K18717",11
"K18798",11
"K18852",11
"K19242",11
"K19266",11
"K19307",11
"K19323",11
"K19366",11
"K19543",11
"K19559",11
"K19624",11
"K19785",11
"K19788",11
"K19801",11
"K19803",11
"K19816",11
"K19825",11
"K19829",11
"K19841",11
"K19845",11
"K19881",11
"K19940",11
"K19998",11
"K20035",11
"K20048",11
"K20064",11
"K20183",11
"K20221",11
"K20290",11
"K20295",11
"K20299",11
"K20301",11
"K20305",11
"K20311",11
"K20312",11
"K20371",11
"K20372",11
"K20410",11
"K20463",11
"K20526",11
"K20810",11
"K20815",11
"K20938",11
"K20964",11
"K21055",11
"K21084",11
"K21197",11
"K21238",11
"K21313",11
"K21456",11
"K21502",11
"K21511",11
"K21512",11
"K21525",11
"K21527",11
"K21530",11
"K21566",11
"K21573",11
"K21611",11
"K21641",11
"K21644",11
"K21767",11
"K21848",11
"K21936",11
"K21948",11
"K21971",11
"K22066",11
"K22103",11
"K22110",11
"K22116",11
"K22132",11
"K22133",11
"K22138",11
"K22146",11
"K22186",11
"K22240",11
"K22255",11
"K22311",11
"K22315",11
"K22336",11
"K22386",11
"K22415",11
"K22438",11
"K22443",11
"K22524",11
"K22531",11
"K22540",11
"K22597",11
"K22685",11
"K22696",11
"K22721",11
"K22837",11
"K23147",11
"K23254",11
"K23362",11
"K23387",11
"K23460",11
"K23563",11
"K23714",11
"K23775",11
"K23788",11
"K23861",11
"K23894",11
"K23905",11
"K24069",11
"K24116",11
"K24147",11
"K24357",11
"K24456",11
"K24550",11
"K24700",11
"K24755",11
"K24927",11
"K24946",11
"K24971",11
"K24998",11
"K25142",11
"K25203",11
"K25379",11
"K25669",11
"K25689",11
"K25747",11
"K25878",11
"K26124",11
"K26240",11
"K26768",11
"K26783",11
"K26797",11
"K26935",11
"K26945",11
"K26951",11
"K26963",11
"K27320",11
"K27321",11
"K27398",11
"K27413",11
