"genes","cluster"
"K00406",21
"K00638",21
"K00681",21
"K00697",21
"K00825",21
"K01087",21
"K01093",21
"K01194",21
"K01407",21
"K02179",21
"K02398",21
"K02639",21
"K03165",21
"K03187",21
"K03245",21
"K03444",21
"K03720",21
"K03808",21
"K03883",21
"K03943",21
"K04025",21
"K04029",21
"K04070",21
"K04568",21
"K04692",21
"K05103",21
"K05297",21
"K05570",21
"K05590",21
"K05690",21
"K05796",21
"K05851",21
"K05954",21
"K05997",21
"K05998",21
"K06074",21
"K06084",21
"K06219",21
"K06395",21
"K06409",21
"K06410",21
"K06505",21
"K06563",21
"K06566",21
"K06609",21
"K06683",21
"K07146",21
"K07197",21
"K07336",21
"K07471",21
"K08697",21
"K08999",21
"K09020",21
"K09429",21
"K09470",21
"K09633",21
"K10002",21
"K10013",21
"K10038",21
"K10352",21
"K10521",21
"K10852",21
"K11140",21
"K11748",21
"K11766",21
"K11871",21
"K11942",21
"K12136",21
"K12144",21
"K12354",21
"K12398",21
"K12662",21
"K12909",21
"K12943",21
"K13052",21
"K13281",21
"K13345",21
"K13483",21
"K13529",21
"K13564",21
"K13655",21
"K13697",21
"K13811",21
"K14297",21
"K14407",21
"K14462",21
"K14537",21
"K14571",21
"K14588",21
"K14735",21
"K14762",21
"K14847",21
"K14979",21
"K15177",21
"K15268",21
"K15833",21
"K15850",21
"K16091",21
"K16280",21
"K16651",21
"K16939",21
"K16950",21
"K17277",21
"K17398",21
"K17550",21
"K17611",21
"K17769",21
"K17815",21
"K17850",21
"K17865",21
"K17989",21
"K18198",21
"K18281",21
"K18704",21
"K18849",21
"K18915",21
"K18939",21
"K19226",21
"K19796",21
"K20131",21
"K20609",21
"K20877",21
"K21017",21
"K21250",21
"K21493",21
"K21713",21
"K22018",21
"K22026",21
"K22231",21
"K22244",21
"K22656",21
"K22684",21
"K23009",21
"K23186",21
"K23256",21
"K24184",21
"K24412",21
"K24420",21
"K25399",21
"K25753",21
"K26230",21
"K26602",21
"K26784",21
"K27086",21
"K27191",21
