"genes","cluster"
"K00034",13
"K00093",13
"K00186",13
"K00249",13
"K00254",13
"K00278",13
"K00339",13
"K00428",13
"K00621",13
"K00653",13
"K00704",13
"K00801",13
"K00839",13
"K00940",13
"K00971",13
"K00982",13
"K01090",13
"K01103",13
"K01147",13
"K01177",13
"K01548",13
"K01565",13
"K01608",13
"K01629",13
"K01640",13
"K01672",13
"K01678",13
"K01690",13
"K01737",13
"K01785",13
"K01913",13
"K01930",13
"K01994",13
"K02007",13
"K02189",13
"K02394",13
"K02395",13
"K02397",13
"K02411",13
"K02427",13
"K02453",13
"K02466",13
"K02467",13
"K02507",13
"K02546",13
"K02636",13
"K02652",13
"K02697",13
"K02798",13
"K02852",13
"K03008",13
"K03110",13
"K03114",13
"K03204",13
"K03247",13
"K03278",13
"K03314",13
"K03325",13
"K03350",13
"K03405",13
"K03413",13
"K03417",13
"K03430",13
"K03462",13
"K03469",13
"K03503",13
"K03505",13
"K03511",13
"K03530",13
"K03532",13
"K03744",13
"K03769",13
"K03770",13
"K03776",13
"K03805",13
"K03833",13
"K03953",13
"K04039",13
"K04084",13
"K04123",13
"K04398",13
"K04520",13
"K04566",13
"K04728",13
"K04734",13
"K04755",13
"K04800",13
"K04884",13
"K04981",13
"K04989",13
"K05541",13
"K05607",13
"K05617",13
"K05866",13
"K05879",13
"K05916",13
"K06078",13
"K06139",13
"K06156",13
"K06186",13
"K06237",13
"K06370",13
"K06603",13
"K06815",13
"K06928",13
"K06937",13
"K07027",13
"K07129",13
"K07133",13
"K07172",13
"K07192",13
"K07257",13
"K07459",13
"K07542",13
"K07546",13
"K07559",13
"K07904",13
"K07942",13
"K08068",13
"K08156",13
"K08691",13
"K08791",13
"K08799",13
"K08829",13
"K08957",13
"K08965",13
"K09016",13
"K09251",13
"K09338",13
"K09487",13
"K09488",13
"K09527",13
"K09560",13
"K09791",13
"K09802",13
"K09854",13
"K09897",13
"K10004",13
"K10198",13
"K10375",13
"K10598",13
"K10638",13
"K10763",13
"K10772",13
"K10872",13
"K11014",13
"K11160",13
"K11214",13
"K11270",13
"K11353",13
"K11402",13
"K11539",13
"K11626",13
"K11703",13
"K11719",13
"K11745",13
"K11809",13
"K11846",13
"K11941",13
"K11982",13
"K11996",13
"K12314",13
"K12316",13
"K12450",13
"K12460",13
"K12503",13
"K12536",13
"K12616",13
"K12681",13
"K12733",13
"K12776",13
"K12825",13
"K12862",13
"K12872",13
"K12878",13
"K13091",13
"K13095",13
"K13116",13
"K13344",13
"K13484",13
"K13499",13
"K13514",13
"K13548",13
"K13588",13
"K13590",13
"K13626",13
"K13704",13
"K13719",13
"K13915",13
"K13926",13
"K14153",13
"K14197",13
"K14549",13
"K14607",13
"K14657",13
"K14986",13
"K14987",13
"K15425",13
"K15530",13
"K15576",13
"K15586",13
"K15603",13
"K15619",13
"K15632",13
"K15637",13
"K16011",13
"K16052",13
"K16076",13
"K16293",13
"K16307",13
"K16531",13
"K16803",13
"K16817",13
"K17107",13
"K17108",13
"K17530",13
"K17625",13
"K17734",13
"K17752",13
"K18061",13
"K18128",13
"K18151",13
"K18155",13
"K18205",13
"K18221",13
"K18355",13
"K18427",13
"K18459",13
"K18590",13
"K18652",13
"K18714",13
"K18880",13
"K18910",13
"K19036",13
"K19063",13
"K19098",13
"K19128",13
"K19187",13
"K19224",13
"K19312",13
"K19353",13
"K19659",13
"K19662",13
"K19666",13
"K19716",13
"K19721",13
"K19725",13
"K19978",13
"K20023",13
"K20039",13
"K20124",13
"K20363",13
"K20493",13
"K20533",13
"K20885",13
"K20917",13
"K21018",13
"K21087",13
"K21088",13
"K21345",13
"K21373",13
"K21420",13
"K21481",13
"K21526",13
"K21574",13
"K21675",13
"K21911",13
"K21944",13
"K22105",13
"K22277",13
"K22659",13
"K22683",13
"K22697",13
"K22754",13
"K22804",13
"K22926",13
"K23163",13
"K23253",13
"K23484",13
"K23650",13
"K23726",13
"K23922",13
"K23976",13
"K24135",13
"K24340",13
"K24514",13
"K24767",13
"K24816",13
"K24964",13
"K24970",13
"K25109",13
"K25111",13
"K25141",13
"K25183",13
"K25281",13
"K25594",13
"K25661",13
"K25701",13
"K26040",13
"K26558",13
"K26736",13
"K26778",13
"K26840",13
"K26940",13
"K27323",13
"K27349",13
"K27753",13
