"genes","cluster"
"K05801",3
"K05857",3
"K05863",3
"K05864",3
"K05898",3
"K05917",3
"K06009",3
"K06018",3
"K06030",3
"K06034",3
"K06047",3
"K06062",3
"K06080",3
"K06111",3
"K06125",3
"K06127",3
"K06171",3
"K06179",3
"K06185",3
"K06219",3
"K06270",3
"K06379",3
"K06383",3
"K06385",3
"K06391",3
"K06393",3
"K06406",3
"K06407",3
"K06413",3
"K06447",3
"K06558",3
"K06605",3
"K06608",3
"K06628",3
"K06631",3
"K06636",3
"K06639",3
"K06646",3
"K06653",3
"K06654",3
"K06663",3
"K06669",3
"K06672",3
"K06675",3
"K06682",3
"K06685",3
"K06699",3
"K06855",3
"K06867",3
"K06872",3
"K06874",3
"K06907",3
"K06910",3
"K06915",3
"K06925",3
"K06927",3
"K06943",3
"K06965",3
"K06966",3
"K06969",3
"K06970",3
"K06974",3
"K06990",3
"K07003",3
"K07034",3
"K07048",3
"K07054",3
"K07096",3
"K07117",3
"K07137",3
"K07151",3
"K07152",3
"K07153",3
"K07171",3
"K07178",3
"K07200",3
"K07266",3
"K07273",3
"K07307",3
"K07374",3
"K07375",3
"K07406",3
"K07451",3
"K07481",3
"K07485",3
"K07486",3
"K07494",3
"K07552",3
"K07562",3
"K07604",3
"K07638",3
"K07646",3
"K07650",3
"K07670",3
"K07677",3
"K07748",3
"K07756",3
"K07816",3
"K07874",3
"K07889",3
"K07893",3
"K07936",3
"K07937",3
"K07964",3
"K07973",3
"K08150",3
"K08163",3
"K08164",3
"K08170",3
"K08176",3
"K08192",3
"K08195",3
"K08197",3
"K08257",3
"K08259",3
"K08264",3
"K08269",3
"K08276",3
"K08286",3
"K08332",3
"K08335",3
"K08339",3
"K08341",3
"K08342",3
"K08348",3
"K08352",3
"K08360",3
"K08486",3
"K08507",3
"K08518",3
"K08592",3
"K08600",3
"K08658",3
"K08675",3
"K08711",3
"K08735",3
"K08755",3
"K08783",3
"K08794",3
"K08801",3
"K08852",3
"K08856",3
"K08869",3
"K08873",3
"K08874",3
"K08967",3
"K09030",3
"K09048",3
"K09051",3
"K09128",3
"K09142",3
"K09173",3
"K09184",3
"K09191",3
"K09249",3
"K09250",3
"K09259",3
"K09272",3
"K09423",3
"K09467",3
"K09474",3
"K09490",3
"K09495",3
"K09499",3
"K09510",3
"K09523",3
"K09562",3
"K09580",3
"K09610",3
"K09613",3
"K09700",3
"K09764",3
"K09775",3
"K09827",3
"K09862",3
"K09873",3
"K09907",3
"K09969",3
"K09979",3
"K10004",3
"K10014",3
"K10021",3
"K10037",3
"K10066",3
"K10080",3
"K10090",3
"K10144",3
"K10207",3
"K10245",3
"K10251",3
"K10356",3
"K10357",3
"K10364",3
"K10381",3
"K10398",3
"K10411",3
"K10436",3
"K10541",3
"K10542",3
"K10580",3
"K10590",3
"K10591",3
"K10597",3
"K10625",3
"K10632",3
"K10679",3
"K10682",3
"K10686",3
"K10689",3
"K10696",3
"K10703",3
"K10705",3
"K10709",3
"K10736",3
"K10743",3
"K10746",3
"K10747",3
"K10755",3
"K10756",3
"K10773",3
"K10777",3
"K10810",3
"K10838",3
"K10865",3
"K10866",3
"K10873",3
"K10884",3
"K10885",3
"K10907",3
"K10958",3
"K10961",3
"K10967",3
"K10969",3
"K10984",3
"K11070",3
"K11087",3
"K11095",3
"K11098",3
"K11103",3
"K11104",3
"K11122",3
"K11126",3
"K11128",3
"K11137",3
"K11147",3
"K11226",3
"K11227",3
"K11229",3
"K11236",3
"K11238",3
"K11240",3
"K11244",3
"K11245",3
"K11252",3
"K11254",3
"K11262",3
"K11269",3
"K11274",3
"K11292",3
"K11293",3
"K11294",3
"K11303",3
"K11314",3
"K11324",3
"K11339",3
"K11341",3
"K11359",3
"K11362",3
"K11364",3
"K11367",3
"K11369",3
"K11370",3
"K11371",3
"K11374",3
"K11376",3
"K11380",3
"K11396",3
"K11397",3
"K11422",3
"K11434",3
"K11482",3
"K11483",3
"K11493",3
"K11498",3
"K11547",3
"K11551",3
"K11560",3
"K11599",3
"K11600",3
"K11644",3
"K11648",3
"K11654",3
"K11665",3
"K11673",3
"K11675",3
"K11691",3
"K11693",3
"K11718",3
"K11750",3
"K11767",3
"K11768",3
"K11770",3
"K11775",3
"K11778",3
"K11786",3
"K11811",3
"K11815",3
"K11824",3
"K11835",3
"K11836",3
"K11841",3
"K11880",3
"K11979",3
"K12041",3
"K12047",3
"K12077",3
"K12184",3
"K12194",3
"K12195",3
"K12261",3
"K12264",3
"K12265",3
"K12273",3
"K12275",3
"K12317",3
"K12339",3
"K12346",3
"K12373",3
"K12391",3
"K12394",3
"K12399",3
"K12409",3
"K12410",3
"K12411",3
"K12462",3
"K12471",3
"K12472",3
"K12486",3
"K12493",3
"K12571",3
"K12573",3
"K12575",3
"K12578",3
"K12597",3
"K12600",3
"K12601",3
"K12603",3
"K12604",3
"K12609",3
"K12615",3
"K12618",3
"K12626",3
"K12659",3
"K12667",3
"K12668",3
"K12669",3
"K12670",3
"K12710",3
"K12761",3
"K12762",3
"K12763",3
"K12766",3
"K12771",3
"K12778",3
"K12779",3
"K12780",3
"K12796",3
"K12812",3
"K12815",3
"K12816",3
"K12819",3
"K12821",3
"K12830",3
"K12831",3
"K12845",3
"K12851",3
"K12853",3
"K12855",3
"K12880",3
"K12881",3
"K12940",3
"K12948",3
"K12956",3
"K13016",3
"K13051",3
"K13075",3
"K13100",3
"K13103",3
"K13201",3
"K13310",3
"K13333",3
"K13338",3
"K13342",3
"K13352",3
"K13367",3
"K13414",3
"K13428",3
"K13507",3
"K13515",3
"K13526",3
"K13566",3
"K13617",3
"K13628",3
"K13652",3
"K13704",3
"K13721",3
"K13730",3
"K13771",3
"K13797",3
"K13886",3
"K13892",3
"K13987",3
"K14001",3
"K14003",3
"K14005",3
"K14006",3
"K14016",3
"K14018",3
"K14024",3
"K14050",3
"K14081",3
"K14136",3
"K14171",3
"K14262",3
"K14272",3
"K14275",3
"K14286",3
"K14288",3
"K14289",3
"K14290",3
"K14300",3
"K14301",3
"K14303",3
"K14304",3
"K14307",3
"K14309",3
"K14311",3
"K14312",3
"K14319",3
"K14389",3
"K14399",3
"K14401",3
"K14411",3
"K14416",3
"K14429",3
"K14455",3
"K14457",3
"K14521",3
"K14526",3
"K14536",3
"K14545",3
"K14548",3
"K14553",3
"K14554",3
"K14555",3
"K14557",3
"K14558",3
"K14561",3
"K14563",3
"K14564",3
"K14565",3
"K14566",3
"K14570",3
"K14572",3
"K14575",3
"K14635",3
"K14649",3
"K14650",3
"K14659",3
"K14663",3
"K14675",3
"K14679",3
"K14686",3
"K14692",3
"K14709",3
"K14753",3
"K14758",3
"K14771",3
"K14772",3
"K14776",3
"K14781",3
"K14782",3
"K14783",3
"K14786",3
"K14787",3
"K14788",3
"K14789",3
"K14793",3
"K14794",3
"K14797",3
"K14799",3
"K14801",3
"K14802",3
"K14803",3
"K14810",3
"K14812",3
"K14825",3
"K14834",3
"K14835",3
"K14844",3
"K14851",3
"K14859",3
"K14960",3
"K14963",3
"K14998",3
"K15015",3
"K15026",3
"K15040",3
"K15073",3
"K15075",3
"K15082",3
"K15105",3
"K15113",3
"K15114",3
"K15115",3
"K15130",3
"K15145",3
"K15146",3
"K15152",3
"K15153",3
"K15155",3
"K15158",3
"K15161",3
"K15163",3
"K15171",3
"K15172",3
"K15176",3
"K15178",3
"K15192",3
"K15202",3
"K15204",3
"K15205",3
"K15216",3
"K15219",3
"K15222",3
"K15296",3
"K15305",3
"K15331",3
"K15334",3
"K15342",3
"K15364",3
"K15414",3
"K15427",3
"K15441",3
"K15442",3
"K15444",3
"K15448",3
"K15450",3
"K15455",3
"K15456",3
"K15457",3
"K15463",3
"K15504",3
"K15527",3
"K15541",3
"K15559",3
"K15560",3
"K15563",3
"K15564",3
"K15577",3
"K15620",3
"K15628",3
"K15629",3
"K15634",3
"K15704",3
"K15710",3
"K15721",3
"K15731",3
"K15778",3
"K15828",3
"K15835",3
"K15849",3
"K15903",3
"K15908",3
"K16043",3
"K16073",3
"K16230",3
"K16261",3
"K16308",3
"K16315",3
"K16326",3
"K16367",3
"K16371",3
"K16535",3
"K16593",3
"K16693",3
"K16808",3
"K16868",3
"K16946",3
"K16960",3
"K16962",3
"K17053",3
"K17086",3
"K17216",3
"K17261",3
"K17267",3
"K17275",3
"K17301",3
"K17411",3
"K17415",3
"K17417",3
"K17437",3
"K17498",3
"K17541",3
"K17545",3
"K17553",3
"K17600",3
"K17605",3
"K17607",3
"K17666",3
"K17669",3
"K17671",3
"K17714",3
"K17717",3
"K17761",3
"K17764",3
"K17781",3
"K17783",3
"K17787",3
"K17792",3
"K17795",3
"K17801",3
"K17804",3
"K17807",3
"K17817",3
"K17838",3
"K17891",3
"K17907",3
"K17908",3
"K17919",3
"K17945",3
"K17967",3
"K17972",3
"K17973",3
"K17974",3
"K17980",3
"K17997",3
"K18006",3
"K18020",3
"K18034",3
"K18044",3
"K18168",3
"K18182",3
"K18191",3
"K18208",3
"K18285",3
"K18430",3
"K18442",3
"K18443",3
"K18467",3
"K18468",3
"K18479",3
"K18550",3
"K18551",3
"K18578",3
"K18624",3
"K18669",3
"K18670",3
"K18688",3
"K18693",3
"K18720",3
"K18722",3
"K18723",3
"K18725",3
"K18732",3
"K18778",3
"K18798",3
"K18802",3
"K18803",3
"K18820",3
"K18889",3
"K18932",3
"K19030",3
"K19066",3
"K19115",3
"K19181",3
"K19222",3
"K19286",3
"K19294",3
"K19327",3
"K19372",3
"K19487",3
"K19578",3
"K19624",3
"K19676",3
"K19680",3
"K19685",3
"K19703",3
"K19704",3
"K19709",3
"K19717",3
"K19718",3
"K19791",3
"K19798",3
"K19800",3
"K19806",3
"K19833",3
"K19839",3
"K19840",3
"K19843",3
"K19851",3
"K19852",3
"K19870",3
"K19881",3
"K19898",3
"K19951",3
"K19955",3
"K19956",3
"K19984",3
"K19986",3
"K19997",3
"K20038",3
"K20040",3
"K20044",3
"K20046",3
"K20061",3
"K20063",3
"K20102",3
"K20168",3
"K20178",3
"K20179",3
"K20195",3
"K20222",3
"K20241",3
"K20242",3
"K20276",3
"K20280",3
"K20286",3
"K20303",3
"K20306",3
"K20318",3
"K20352",3
"K20366",3
"K20367",3
"K20369",3
"K20382",3
"K20407",3
"K20408",3
"K20409",3
"K20465",3
"K20466",3
"K20522",3
"K20524",3
"K20527",3
"K20608",3
"K20643",3
"K20680",3
"K20724",3
"K20791",3
"K20792",3
"K20823",3
"K20826",3
"K20827",3
"K20829",3
"K20872",3
"K20876",3
"K21017",3
"K21071",3
"K21110",3
"K21141",3
"K21156",3
"K21157",3
"K21197",3
"K21237",3
"K21453",3
"K21460",3
"K21621",3
"K21627",3
"K21642",3
"K21671",3
"K21696",3
"K21752",3
"K21797",3
"K21842",3
"K21845",3
"K21850",3
"K21936",3
"K21948",3
"K21960",3
"K21962",3
"K22013",3
"K22063",3
"K22102",3
"K22139",3
"K22140",3
"K22211",3
"K22227",3
"K22230",3
"K22264",3
"K22285",3
"K22294",3
"K22300",3
"K22336",3
"K22337",3
"K22381",3
"K22431",3
"K22451",3
"K22483",3
"K22485",3
"K22496",3
"K22530",3
"K22531",3
"K22686",3
"K22722",3
"K22723",3
"K22724",3
"K22758",3
"K22766",3
"K22836",3
"K22939",3
"K23039",3
"K23114",3
"K23333",3
"K23334",3
"K23335",3
"K23388",3
"K23412",3
"K23421",3
"K23451",3
"K23481",3
"K23490",3
"K23503",3
"K23518",3
"K23538",3
"K23541",3
"K23544",3
"K23566",3
"K23643",3
"K23678",3
"K23679",3
"K23700",3
"K23735",3
"K23741",3
"K23785",3
"K23788",3
"K23801",3
"K23802",3
"K23875",3
"K23960",3
"K23997",3
"K23999",3
"K24041",3
"K24114",3
"K24139",3
"K24155",3
"K24180",3
"K24194",3
"K24195",3
"K24206",3
"K24350",3
"K24364",3
"K24394",3
"K24469",3
"K24664",3
"K24670",3
"K24708",3
"K24730",3
"K24737",3
"K24781",3
"K24847",3
"K24939",3
"K24965",3
"K24971",3
"K24976",3
"K25072",3
"K25130",3
"K25133",3
"K25162",3
"K25166",3
"K25201",3
"K25227",3
"K25232",3
"K25283",3
"K25290",3
"K25308",3
"K25470",3
"K25517",3
"K25519",3
"K25532",3
"K25576",3
"K25579",3
"K25589",3
"K25639",3
"K25763",3
"K25815",3
"K25817",3
"K25861",3
"K25895",3
"K25900",3
"K26046",3
"K26171",3
"K26216",3
"K26246",3
"K26365",3
"K26392",3
"K26404",3
"K26544",3
"K26550",3
"K26597",3
"K26666",3
"K26680",3
"K26681",3
"K26709",3
"K26731",3
"K26905",3
"K26939",3
"K26979",3
"K27008",3
"K27055",3
"K27086",3
"K27163",3
"K27246",3
"K27267",3
"K27290",3
"K27383",3
"K27384",3
"K27387",3
"K27388",3
"K27407",3
"K27536",3
"K27540",3
"K27690",3
"K27692",3
"K27706",3
