"genes","cluster"
"K00004",3
"K00006",3
"K00009",3
"K00010",3
"K00015",3
"K00021",3
"K00026",3
"K00048",3
"K00049",3
"K00059",3
"K00074",3
"K00076",3
"K00077",3
"K00099",3
"K00100",3
"K00118",3
"K00123",3
"K00124",3
"K00128",3
"K00142",3
"K00146",3
"K00154",3
"K00167",3
"K00170",3
"K00171",3
"K00192",3
"K00211",3
"K00222",3
"K00223",3
"K00227",3
"K00236",3
"K00244",3
"K00248",3
"K00274",3
"K00275",3
"K00284",3
"K00287",3
"K00288",3
"K00311",3
"K00366",3
"K00370",3
"K00411",3
"K00414",3
"K00418",3
"K00427",3
"K00467",3
"K00507",3
"K00511",3
"K00523",3
"K00559",3
"K00587",3
"K00589",3
"K00590",3
"K00591",3
"K00626",3
"K00637",3
"K00641",3
"K00643",3
"K00671",3
"K00679",3
"K00697",3
"K00700",3
"K00703",3
"K00706",3
"K00728",3
"K00761",3
"K00809",3
"K00813",3
"K00814",3
"K00816",3
"K00831",3
"K00844",3
"K00847",3
"K00851",3
"K00856",3
"K00866",3
"K00877",3
"K00914",3
"K00965",3
"K00975",3
"K00983",3
"K00999",3
"K01006",3
"K01052",3
"K01070",3
"K01085",3
"K01101",3
"K01115",3
"K01126",3
"K01138",3
"K01151",3
"K01153",3
"K01154",3
"K01156",3
"K01183",3
"K01190",3
"K01192",3
"K01201",3
"K01202",3
"K01205",3
"K01207",3
"K01218",3
"K01238",3
"K01243",3
"K01250",3
"K01254",3
"K01255",3
"K01264",3
"K01265",3
"K01268",3
"K01301",3
"K01304",3
"K01318",3
"K01336",3
"K01337",3
"K01338",3
"K01349",3
"K01365",3
"K01372",3
"K01393",3
"K01405",3
"K01409",3
"K01428",3
"K01442",3
"K01443",3
"K01453",3
"K01456",3
"K01463",3
"K01466",3
"K01469",3
"K01484",3
"K01496",3
"K01497",3
"K01520",3
"K01527",3
"K01530",3
"K01536",3
"K01568",3
"K01597",3
"K01613",3
"K01620",3
"K01623",3
"K01625",3
"K01634",3
"K01643",3
"K01656",3
"K01663",3
"K01667",3
"K01668",3
"K01679",3
"K01684",3
"K01692",3
"K01694",3
"K01713",3
"K01715",3
"K01772",3
"K01784",3
"K01802",3
"K01809",3
"K01811",3
"K01812",3
"K01814",3
"K01835",3
"K01836",3
"K01885",3
"K01899",3
"K01904",3
"K01905",3
"K01922",3
"K01926",3
"K01942",3
"K01975",3
"K01989",3
"K01996",3
"K01997",3
"K01998",3
"K02004",3
"K02006",3
"K02010",3
"K02012",3
"K02072",3
"K02110",3
"K02126",3
"K02128",3
"K02133",3
"K02135",3
"K02139",3
"K02144",3
"K02146",3
"K02150",3
"K02183",3
"K02193",3
"K02206",3
"K02207",3
"K02208",3
"K02256",3
"K02261",3
"K02262",3
"K02263",3
"K02264",3
"K02265",3
"K02267",3
"K02272",3
"K02280",3
"K02324",3
"K02331",3
"K02337",3
"K02347",3
"K02350",3
"K02392",3
"K02404",3
"K02414",3
"K02444",3
"K02484",3
"K02495",3
"K02496",3
"K02498",3
"K02500",3
"K02516",3
"K02540",3
"K02543",3
"K02558",3
"K02567",3
"K02604",3
"K02608",3
"K02613",3
"K02614",3
"K02615",3
"K02646",3
"K02670",3
"K02677",3
"K02685",3
"K02726",3
"K02727",3
"K02728",3
"K02730",3
"K02732",3
"K02736",3
"K02739",3
"K02795",3
"K02800",3
"K02823",3
"K02834",3
"K02865",3
"K02866",3
"K02868",3
"K02870",3
"K02872",3
"K02882",3
"K02883",3
"K02885",3
"K02889",3
"K02900",3
"K02901",3
"K02905",3
"K02908",3
"K02910",3
"K02915",3
"K02917",3
"K02918",3
"K02920",3
"K02921",3
"K02925",3
"K02929",3
"K02930",3
"K02932",3
"K02934",3
"K02936",3
"K02937",3
"K02940",3
"K02941",3
"K02942",3
"K02943",3
"K02953",3
"K02957",3
"K02958",3
"K02960",3
"K02962",3
"K02964",3
"K02966",3
"K02969",3
"K02971",3
"K02973",3
"K02975",3
"K02976",3
"K02977",3
"K02978",3
"K02979",3
"K02980",3
"K02981",3
"K02983",3
"K02984",3
"K02985",3
"K02987",3
"K02991",3
"K02993",3
"K02995",3
"K02997",3
"K03005",3
"K03006",3
"K03007",3
"K03009",3
"K03010",3
"K03011",3
"K03015",3
"K03018",3
"K03020",3
"K03021",3
"K03028",3
"K03030",3
"K03032",3
"K03034",3
"K03061",3
"K03063",3
"K03064",3
"K03073",3
"K03087",3
"K03094",3
"K03097",3
"K03103",3
"K03108",3
"K03110",3
"K03113",3
"K03122",3
"K03123",3
"K03124",3
"K03128",3
"K03130",3
"K03131",3
"K03134",3
"K03140",3
"K03141",3
"K03144",3
"K03163",3
"K03189",3
"K03195",3
"K03196",3
"K03199",3
"K03231",3
"K03234",3
"K03238",3
"K03241",3
"K03242",3
"K03243",3
"K03252",3
"K03253",3
"K03259",3
"K03262",3
"K03265",3
"K03276",3
"K03300",3
"K03307",3
"K03327",3
"K03329",3
"K03335",3
"K03336",3
"K03360",3
"K03361",3
"K03364",3
"K03365",3
"K03386",3
"K03409",3
"K03436",3
"K03442",3
"K03456",3
"K03482",3
"K03483",3
"K03500",3
"K03521",3
"K03522",3
"K03525",3
"K03526",3
"K03528",3
"K03533",3
"K03539",3
"K03547",3
"K03568",3
"K03592",3
"K03613",3
"K03614",3
"K03617",3
"K03631",3
"K03635",3
"K03655",3
"K03680",3
"K03712",3
"K03737",3
"K03781",3
"K03782",3
"K03785",3
"K03828",3
"K03844",3
"K03845",3
"K03848",3
"K03850",3
"K03854",3
"K03859",3
"K03869",3
"K03872",3
"K03931",3
"K03969",3
"K04013",3
"K04026",3
"K04029",3
"K04345",3
"K04348",3
"K04354",3
"K04368",3
"K04393",3
"K04409",3
"K04464",3
"K04496",3
"K04499",3
"K04513",3
"K04536",3
"K04565",3
"K04627",3
"K04630",3
"K04705",3
"K04711",3
"K04770",3
"K04797",3
"K05020",3
"K05236",3
"K05283",3
"K05289",3
"K05291",3
"K05292",3
"K05293",3
"K05294",3
"K05310",3
"K05365",3
"K05389",3
"K05528",3
"K05529",3
"K05532",3
"K05534",3
"K05535",3
"K05544",3
"K05546",3
"K05565",3
"K05601",3
"K05637",3
"K05665",3
"K05667",3
"K05673",3
"K05758",3
"K05765",3
"K05766",3
"K05798",3
