"genes","cluster"
"K00057",14
"K00135",14
"K00245",14
"K00260",14
"K00382",14
"K00549",14
"K00554",14
"K00563",14
"K00564",14
"K00640",14
"K00750",14
"K00787",14
"K00823",14
"K00858",14
"K00886",14
"K00936",14
"K00943",14
"K00963",14
"K00974",14
"K00989",14
"K00991",14
"K01002",14
"K01068",14
"K01226",14
"K01247",14
"K01432",14
"K01501",14
"K01524",14
"K01537",14
"K01551",14
"K01575",14
"K01662",14
"K01809",14
"K01903",14
"K01972",14
"K02030",14
"K02041",14
"K02068",14
"K02113",14
"K02242",14
"K02392",14
"K02433",14
"K02434",14
"K02435",14
"K02438",14
"K02440",14
"K02484",14
"K02500",14
"K02519",14
"K02529",14
"K02565",14
"K02753",14
"K02774",14
"K02871",14
"K03095",14
"K03235",14
"K03293",14
"K03306",14
"K03320",14
"K03451",14
"K03484",14
"K03553",14
"K03579",14
"K03601",14
"K03624",14
"K03640",14
"K03701",14
"K03707",14
"K03724",14
"K03727",14
"K03763",14
"K03790",14
"K04066",14
"K04083",14
"K05343",14
"K05635",14
"K05636",14
"K05989",14
"K06037",14
"K06117",14
"K06199",14
"K06221",14
"K06223",14
"K06243",14
"K06307",14
"K06346",14
"K06877",14
"K06889",14
"K06919",14
"K06999",14
"K07006",14
"K07025",14
"K07031",14
"K07098",14
"K07124",14
"K07177",14
"K07400",14
"K07442",14
"K07443",14
"K07497",14
"K07503",14
"K07694",14
"K07736",14
"K08256",14
"K08369",14
"K08482",14
"K08591",14
"K08656",14
"K08659",14
"K08884",14
"K09692",14
"K09772",14
"K09809",14
"K09866",14
"K10006",14
"K10117",14
"K10805",14
"K10973",14
"K11071",14
"K11392",14
"K11633",14
"K11734",14
"K11992",14
"K12430",14
"K12982",14
"K13288",14
"K13378",14
"K13527",14
"K13571",14
"K13635",14
"K13955",14
"K14194",14
"K14254",14
"K14652",14
"K14696",14
"K15770",14
"K15772",14
"K16147",14
"K16650",14
"K16786",14
"K16911",14
"K16918",14
"K17234",14
"K17623",14
"K17816",14
"K18788",14
"K18857",14
"K18914",14
"K18926",14
"K19088",14
"K19123",14
"K19124",14
"K19166",14
"K19285",14
"K19360",14
"K20382",14
"K20535",14
"K20679",14
"K20814",14
"K21575",14
"K21682",14
"K21688",14
"K22010",14
"K22306",14
"K23258",14
"K23304",14
"K23562",14
"K23686",14
"K23866",14
"K23983",14
"K24017",14
"K24206",14
"K25617",14
"K26077",14
"K26365",14
"K26604",14
"K26605",14
"K26606",14
"K26607",14
"K27243",14
