"genes","cluster"
"K00788",24
"K00794",24
"K00907",24
"K01119",24
"K01198",24
"K01495",24
"K01760",24
"K02044",24
"K02904",24
"K02968",24
"K03566",24
"K03582",24
"K03625",24
"K04486",24
"K05655",24
"K05836",24
"K06042",24
"K07516",24
"K07603",24
"K08137",24
"K08152",24
"K08159",24
"K08300",24
"K08311",24
"K08717",24
"K09787",24
"K09951",24
"K10109",24
"K10530",24
"K10943",24
"K10955",24
"K11634",24
"K13048",24
"K13509",24
"K13549",24
"K13772",24
"K15583",24
"K16122",24
"K16628",24
"K17202",24
"K18325",24
"K19108",24
"K19418",24
"K21365",24
"K21416",24
"K22606",24
"K25543",24
