"genes","cluster"
"K00029",11
"K00030",11
"K00259",11
"K00426",11
"K00874",11
"K00912",11
"K00946",11
"K00979",11
"K01173",11
"K01196",11
"K01235",11
"K01415",11
"K01546",11
"K01610",11
"K01657",11
"K01661",11
"K01812",11
"K01858",11
"K01885",11
"K01896",11
"K01960",11
"K02100",11
"K03281",11
"K03332",11
"K03526",11
"K03641",11
"K03687",11
"K03748",11
"K03756",11
"K03791",11
"K03929",11
"K04079",11
"K05616",11
"K06215",11
"K07075",11
"K07085",11
"K07458",11
"K07475",11
"K07482",11
"K07496",11
"K07713",11
"K08138",11
"K08223",11
"K09132",11
"K10011",11
"K11085",11
"K11273",11
"K13993",11
"K15921",11
"K16212",11
"K18703",11
"K19411",11
"K20035",11
"K21308",11
"K21456",11
"K21573",11
"K21641",11
"K21903",11
"K22103",11
"K22214",11
"K22928",11
"K23254",11
"K25028",11
"K26730",11
