"genes","cluster"
"K00013",7
"K00016",7
"K00052",7
"K00054",7
"K00066",7
"K00067",7
"K00090",7
"K00129",7
"K00131",7
"K00147",7
"K00161",7
"K00260",7
"K00264",7
"K00265",7
"K00343",7
"K00349",7
"K00354",7
"K00420",7
"K00425",7
"K00432",7
"K00520",7
"K00657",7
"K00673",7
"K00690",7
"K00694",7
"K00765",7
"K00782",7
"K00784",7
"K00791",7
"K00820",7
"K00823",7
"K00867",7
"K00868",7
"K00884",7
"K00919",7
"K00927",7
"K00932",7
"K00973",7
"K00982",7
"K00993",7
"K01046",7
"K01056",7
"K01089",7
"K01096",7
"K01122",7
"K01175",7
"K01193",7
"K01203",7
"K01209",7
"K01210",7
"K01215",7
"K01220",7
"K01261",7
"K01415",7
"K01444",7
"K01447",7
"K01462",7
"K01485",7
"K01488",7
"K01491",7
"K01501",7
"K01507",7
"K01519",7
"K01534",7
"K01551",7
"K01561",7
"K01575",7
"K01595",7
"K01624",7
"K01637",7
"K01638",7
"K01649",7
"K01662",7
"K01673",7
"K01677",7
"K01686",7
"K01696",7
"K01710",7
"K01712",7
"K01736",7
"K01738",7
"K01745",7
"K01756",7
"K01770",7
"K01780",7
"K01790",7
"K01810",7
"K01817",7
"K01823",7
"K01838",7
"K01867",7
"K01870",7
"K01875",7
"K01883",7
"K01895",7
"K01907",7
"K01914",7
"K01915",7
"K01924",7
"K01934",7
"K01950",7
"K02002",7
"K02036",7
"K02108",7
"K02109",7
"K02115",7
"K02140",7
"K02209",7
"K02213",7
"K02299",7
"K02316",7
"K02346",7
"K02362",7
"K02420",7
"K02470",7
"K02480",7
"K02504",7
"K02536",7
"K02609",7
"K02668",7
"K02757",7
"K02771",7
"K02781",7
"K02839",7
"K02851",7
"K02902",7
"K03093",7
"K03100",7
"K03120",7
"K03179",7
"K03214",7
"K03226",7
"K03281",7
"K03306",7
"K03320",7
"K03353",7
"K03357",7
"K03426",7
"K03451",7
"K03471",7
"K03481",7
"K03553",7
"K03556",7
"K03564",7
"K03578",7
"K03579",7
"K03601",7
"K03611",7
"K03640",7
"K03647",7
"K03664",7
"K03679",7
"K03686",7
"K03701",7
"K03702",7
"K03705",7
"K03707",7
"K03708",7
"K03716",7
"K03738",7
"K03749",7
"K03765",7
"K03768",7
"K03832",7
"K03837",7
"K03851",7
"K03855",7
"K03894",7
"K03919",7
"K03928",7
"K03974",7
"K04043",7
"K04046",7
"K04075",7
"K04076",7
"K04508",7
"K04554",7
"K04656",7
"K04688",7
"K04753",7
"K04762",7
"K04763",7
"K04771",7
"K05011",7
"K05339",7
"K05349",7
"K05356",7
"K05362",7
"K05501",7
"K05516",7
"K05523",7
"K05540",7
"K05609",7
"K05657",7
"K05690",7
"K05691",7
"K05773",7
"K05946",7
"K05954",7
"K05982",7
"K06072",7
"K06158",7
"K06180",7
"K06223",7
"K06268",7
"K06399",7
"K06404",7
"K06416",7
"K06419",7
"K06421",7
"K06426",7
"K06649",7
"K06878",7
"K06901",7
"K07001",7
"K07074",7
"K07075",7
"K07098",7
"K07109",7
"K07146",7
"K07179",7
"K07186",7
"K07229",7
"K07240",7
"K07275",7
"K07283",7
"K07296",7
"K07312",7
"K07340",7
"K07354",7
"K07446",7
"K07452",7
"K07458",7
"K07478",7
"K07507",7
"K07570",7
"K07642",7
"K07673",7
"K07694",7
"K07742",7
"K07751",7
"K08156",7
"K08172",7
"K08324",7
"K08489",7
"K08570",7
"K08676",7
"K08681",7
"K08696",7
"K08864",7
"K08987",7
"K09013",7
"K09015",7
"K09074",7
"K09269",7
"K09419",7
"K09473",7
"K09478",7
"K09595",7
"K09704",7
"K09815",7
"K09817",7
"K09910",7
"K09927",7
"K10046",7
"K10088",7
"K10110",7
"K10124",7
"K10231",7
"K10536",7
"K10730",7
"K10751",7
"K10754",7
"K10764",7
"K10778",7
"K10794",7
"K10805",7
"K10849",7
"K10900",7
"K10916",7
"K11073",7
"K11117",7
"K11211",7
"K11350",7
"K11384",7
"K11473",7
"K11474",7
"K11574",7
"K11593",7
"K11633",7
"K11710",7
"K11744",7
"K11814",7
"K11817",7
"K11893",7
"K12083",7
"K12145",7
"K12197",7
"K12198",7
"K12243",7
"K12306",7
"K12349",7
"K12488",7
"K12599",7
"K12613",7
"K12690",7
"K12944",7
"K13243",7
"K13281",7
"K13290",7
"K13444",7
"K13483",7
"K13485",7
"K13532",7
"K13688",7
"K13821",7
"K13884",7
"K13966",7
"K13993",7
"K13995",7
"K13998",7
"K14009",7
"K14063",7
"K14187",7
"K14188",7
"K14196",7
"K14293",7
"K14326",7
"K14347",7
"K14385",7
"K14408",7
"K14676",7
"K15050",7
"K15175",7
"K15446",7
"K15519",7
"K15535",7
"K15565",7
"K15635",7
"K15711",7
"K15725",7
"K15736",7
"K15773",7
"K15904",7
"K15986",7
"K16013",7
"K16165",7
"K16216",7
"K16235",7
"K16323",7
"K16921",7
"K16945",7
"K17235",7
"K17268",7
"K17462",7
"K17471",7
"K17637",7
"K17686",7
"K17773",7
"K17786",7
"K17885",7
"K17942",7
"K18158",7
"K18220",7
"K18281",7
"K18365",7
"K18586",7
"K18672",7
"K18673",7
"K18697",7
"K18799",7
"K18841",7
"K18922",7
"K18955",7
"K19002",7
"K19157",7
"K19179",7
"K19300",7
"K19304",7
"K19405",7
"K19411",7
"K19425",7
"K19761",7
"K19808",7
"K19810",7
"K19940",7
"K19950",7
"K19967",7
"K20074",7
"K20098",7
"K20108",7
"K20271",7
"K20293",7
"K20347",7
"K20469",7
"K20523",7
"K20530",7
"K20534",7
"K20765",7
"K21064",7
"K21097",7
"K21361",7
"K21363",7
"K21464",7
"K21507",7
"K21570",7
"K21698",7
"K21745",7
"K21755",7
"K21814",7
"K21880",7
"K21991",7
"K22044",7
"K22103",7
"K22104",7
"K22298",7
"K22320",7
"K22409",7
"K22457",7
"K22510",7
"K22522",7
"K22597",7
"K22803",7
"K23240",7
"K23254",7
"K23257",7
"K23258",7
"K23429",7
"K23612",7
"K23674",7
"K23734",7
"K23991",7
"K24082",7
"K24699",7
"K24844",7
"K25026",7
"K25182",7
"K25262",7
"K25578",7
"K25641",7
"K26039",7
"K26209",7
"K26601",7
"K26604",7
"K26752",7
"K26847",7
"K26857",7
"K27001",7
"K27263",7
