"genes","cluster"
"K00024",10
"K00030",10
"K00041",10
"K00053",10
"K00063",10
"K00082",10
"K00122",10
"K00127",10
"K00134",10
"K00189",10
"K00216",10
"K00249",10
"K00255",10
"K00259",10
"K00276",10
"K00286",10
"K00293",10
"K00320",10
"K00380",10
"K00381",10
"K00392",10
"K00413",10
"K00426",10
"K00428",10
"K00430",10
"K00454",10
"K00455",10
"K00565",10
"K00625",10
"K00640",10
"K00664",10
"K00685",10
"K00702",10
"K00705",10
"K00742",10
"K00766",10
"K00798",10
"K00821",10
"K00826",10
"K00843",10
"K00849",10
"K00874",10
"K00892",10
"K00902",10
"K00909",10
"K00915",10
"K00928",10
"K00930",10
"K00938",10
"K00946",10
"K00953",10
"K00955",10
"K00971",10
"K00988",10
"K01091",10
"K01094",10
"K01098",10
"K01150",10
"K01164",10
"K01173",10
"K01181",10
"K01185",10
"K01195",10
"K01196",10
"K01216",10
"K01230",10
"K01235",10
"K01245",10
"K01251",10
"K01267",10
"K01308",10
"K01309",10
"K01342",10
"K01356",10
"K01363",10
"K01395",10
"K01400",10
"K01408",10
"K01414",10
"K01424",10
"K01452",10
"K01512",10
"K01565",10
"K01567",10
"K01571",10
"K01581",10
"K01586",10
"K01631",10
"K01653",10
"K01655",10
"K01657",10
"K01661",10
"K01664",10
"K01665",10
"K01709",10
"K01725",10
"K01726",10
"K01749",10
"K01764",10
"K01767",10
"K01845",10
"K01847",10
"K01858",10
"K01896",10
"K01897",10
"K01908",10
"K01993",10
"K02003",10
"K02043",10
"K02049",10
"K02052",10
"K02066",10
"K02132",10
"K02145",10
"K02148",10
"K02151",10
"K02180",10
"K02194",10
"K02216",10
"K02219",10
"K02230",10
"K02295",10
"K02304",10
"K02320",10
"K02328",10
"K02381",10
"K02388",10
"K02390",10
"K02397",10
"K02402",10
"K02405",10
"K02422",10
"K02429",10
"K02455",10
"K02491",10
"K02501",10
"K02507",10
"K02526",10
"K02541",10
"K02551",10
"K02555",10
"K02565",10
"K02607",10
"K02610",10
"K02612",10
"K02618",10
"K02621",10
"K02652",10
"K02666",10
"K02731",10
"K02806",10
"K02821",10
"K02831",10
"K02846",10
"K02898",10
"K02924",10
"K03001",10
"K03003",10
"K03016",10
"K03017",10
"K03019",10
"K03023",10
"K03024",10
"K03036",10
"K03065",10
"K03085",10
"K03105",10
"K03115",10
"K03133",10
"K03138",10
"K03149",10
"K03178",10
"K03182",10
"K03191",10
"K03219",10
"K03222",10
"K03228",10
"K03232",10
"K03233",10
"K03236",10
"K03261",10
"K03263",10
"K03267",10
"K03273",10
"K03275",10
"K03286",10
"K03289",10
"K03326",10
"K03332",10
"K03408",10
"K03427",10
"K03434",10
"K03453",10
"K03490",10
"K03503",10
"K03515",10
"K03537",10
"K03603",10
"K03633",10
"K03641",10
"K03654",10
"K03661",10
"K03671",10
"K03694",10
"K03695",10
"K03748",10
"K03756",10
"K03767",10
"K03771",10
"K03773",10
"K03776",10
"K03786",10
"K03791",10
"K03801",10
"K03838",10
"K03839",10
"K03842",10
"K03843",10
"K03847",10
"K03860",10
"K03861",10
"K03865",10
