"genes","cluster"
"K04518",11
"K04567",11
"K04632",11
"K04774",11
"K04784",11
"K04788",11
"K05138",11
"K05306",11
"K05364",11
"K05520",11
"K05589",11
"K05591",11
"K05625",11
"K05649",11
"K05660",11
"K05698",11
"K05760",11
"K05780",11
"K05804",11
"K05834",11
"K05884",11
"K06001",11
"K06051",11
"K06090",11
"K06096",11
"K06153",11
"K06173",11
"K06182",11
"K06183",11
"K06288",11
"K06298",11
"K06382",11
"K06390",11
"K06418",11
"K06485",11
"K06546",11
"K06548",11
"K06846",11
"K06895",11
"K06909",11
"K06942",11
"K06956",11
"K07029",11
"K07033",11
"K07038",11
"K07043",11
"K07097",11
"K07166",11
"K07258",11
"K07303",11
"K07308",11
"K07313",11
"K07402",11
"K07412",11
"K07441",11
"K07467",11
"K07479",11
"K07495",11
"K07502",11
"K07540",11
"K07566",11
"K07568",11
"K07653",11
"K07704",11
"K07705",11
"K07708",11
"K07718",11
"K07720",11
"K07727",11
"K07755",11
"K07806",11
"K07979",11
"K08007",11
"K08152",11
"K08159",11
"K08160",11
"K08224",11
"K08235",11
"K08237",11
"K08251",11
"K08302",11
"K08306",11
"K08311",11
"K08316",11
"K08326",11
"K08587",11
"K08733",11
"K08764",11
"K08845",11
"K08981",11
"K08990",11
"K08998",11
"K09113",11
"K09116",11
"K09228",11
"K09414",11
"K09479",11
"K09684",11
"K09710",11
"K09747",11
"K09761",11
"K09787",11
"K09790",11
"K09811",11
"K09812",11
"K09843",11
"K09892",11
"K09970",11
"K10003",11
"K10039",11
"K10040",11
"K10118",11
"K10212",11
"K10216",11
"K10235",11
"K10530",11
"K10534",11
"K10553",11
"K10609",11
"K10762",11
"K10781",11
"K10820",11
"K10823",11
"K10844",11
"K11031",11
"K11102",11
"K11142",11
"K11176",11
"K11182",11
"K11220",11
"K11270",11
"K11418",11
"K11481",11
"K11609",11
"K11720",11
"K11735",11
"K11738",11
"K11753",11
"K11754",11
"K11783",11
"K11784",11
"K11825",11
"K11896",11
"K11900",11
"K11901",11
"K11952",11
"K12151",11
"K12186",11
"K12190",11
"K12331",11
"K12579",11
"K12741",11
"K12789",11
"K12790",11
"K12842",11
"K13037",11
"K13069",11
"K13283",11
"K13292",11
"K13448",11
"K13463",11
"K13522",11
"K13530",11
"K13637",11
"K13639",11
"K13641",11
"K13684",11
"K13767",11
"K13831",11
"K13867",11
"K13893",11
"K13920",11
"K14205",11
"K14207",11
"K14260",11
"K14345",11
"K14381",11
"K14397",11
"K14504",11
"K14510",11
"K14532",11
"K14540",11
"K14622",11
"K14660",11
"K14716",11
"K14730",11
"K14761",11
"K14857",11
"K14945",11
"K15017",11
"K15095",11
"K15119",11
"K15173",11
"K15188",11
"K15269",11
"K15304",11
"K15306",11
"K15405",11
"K15462",11
"K15497",11
"K15509",11
"K15515",11
"K15533",11
"K15581",11
"K15583",11
"K15599",11
"K15873",11
"K15895",11
"K15913",11
"K15915",11
"K15973",11
"K16066",11
"K16122",11
"K16170",11
"K16199",11
"K16224",11
"K16275",11
"K16296",11
"K16325",11
"K16343",11
"K16346",11
"K16347",11
"K16553",11
"K16557",11
"K16649",11
"K16698",11
"K16785",11
"K16844",11
"K16872",11
"K16899",11
"K17071",11
"K17098",11
"K17195",11
"K17348",11
"K17616",11
"K17839",11
"K17890",11
"K17893",11
"K17991",11
"K17995",11
"K18015",11
"K18022",11
"K18088",11
"K18104",11
"K18123",11
"K18151",11
"K18234",11
"K18278",11
"K18327",11
"K18424",11
"K18534",11
"K18555",11
"K18591",11
"K18704",11
"K18764",11
"K18770",11
"K18783",11
"K18837",11
"K18840",11
"K18843",11
"K18900",11
"K19014",11
"K19108",11
"K19113",11
"K19225",11
"K19267",11
"K19273",11
"K19295",11
"K19347",11
"K19421",11
"K19423",11
"K19427",11
"K19550",11
"K19635",11
"K19713",11
"K19720",11
"K19743",11
"K19779",11
"K19787",11
"K19883",11
"K19893",11
"K19992",11
"K20147",11
"K20161",11
"K20510",11
"K20541",11
"K20681",11
"K20838",11
"K20843",11
"K21028",11
"K21030",11
"K21054",11
"K21088",11
"K21303",11
"K21304",11
"K21314",11
"K21365",11
"K21474",11
"K21513",11
"K21600",11
"K21703",11
"K21747",11
"K21816",11
"K21915",11
"K21967",11
"K21974",11
"K22043",11
"K22199",11
"K22322",11
"K22480",11
"K22579",11
"K22589",11
"K22704",11
"K22883",11
"K22927",11
"K22985",11
"K23002",11
"K23329",11
"K23508",11
"K23509",11
"K23535",11
"K23545",11
"K23636",11
"K23675",11
"K23756",11
"K23781",11
"K23862",11
"K23874",11
"K23876",11
"K24119",11
"K24269",11
"K24501",11
"K24917",11
"K24950",11
"K24967",11
"K24969",11
"K25518",11
"K25619",11
"K25856",11
"K25880",11
"K26212",11
"K26818",11
"K27085",11
"K27188",11
"K27259",11
"K27471",11
"K27680",11
"K27686",11
