"genes","cluster"
"K00362",16
"K00372",16
"K00554",16
"K00752",16
"K00942",16
"K00969",16
"K00995",16
"K01407",16
"K01819",16
"K01873",16
"K02062",16
"K02067",16
"K02082",16
"K02314",16
"K02344",16
"K02408",16
"K02773",16
"K02824",16
"K02847",16
"K02871",16
"K02899",16
"K02926",16
"K02948",16
"K02996",16
"K03043",16
"K03117",16
"K03431",16
"K03475",16
"K03669",16
"K03726",16
"K03798",16
"K03800",16
"K03808",16
"K03821",16
"K03925",16
"K03979",16
"K04024",16
"K05351",16
"K05833",16
"K06114",16
"K06159",16
"K06216",16
"K06310",16
"K06821",16
"K06881",16
"K06896",16
"K06898",16
"K06958",16
"K07015",16
"K07259",16
"K07289",16
"K07311",16
"K07516",16
"K07560",16
"K07657",16
"K07668",16
"K08177",16
"K08299",16
"K08300",16
"K08697",16
"K08838",16
"K08974",16
"K09160",16
"K09459",16
"K09502",16
"K09698",16
"K09762",16
"K09767",16
"K09822",16
"K09903",16
"K09971",16
"K09994",16
"K10539",16
"K10544",16
"K10557",16
"K10558",16
"K10771",16
"K11195",16
"K11762",16
"K12182",16
"K12308",16
"K12369",16
"K12823",16
"K13282",16
"K13727",16
"K13747",16
"K14061",16
"K14164",16
"K14206",16
"K14335",16
"K15256",16
"K16148",16
"K16321",16
"K16563",16
"K16918",16
"K17250",16
"K17279",16
"K17723",16
"K18665",16
"K18894",16
"K18988",16
"K19078",16
"K19244",16
"K19336",16
"K19424",16
"K19819",16
"K19889",16
"K20543",16
"K21057",16
"K21298",16
"K21470",16
"K21480",16
"K21567",16
"K21602",16
"K21636",16
"K22454",16
"K22732",16
"K23016",16
"K23059",16
"K23073",16
"K23430",16
"K24204",16
"K24943",16
"K25150",16
"K25158",16
"K25678",16
"K26112",16
"K26870",16
