"genes","cluster"
"K00020",7
"K00091",7
"K00130",7
"K00176",7
"K00294",7
"K00331",7
"K00385",7
"K00423",7
"K00451",7
"K00633",7
"K00699",7
"K00709",7
"K00729",7
"K01058",7
"K01165",7
"K01288",7
"K01369",7
"K01446",7
"K01465",7
"K01588",7
"K01612",7
"K01646",7
"K01687",7
"K01782",7
"K01933",7
"K01992",7
"K02045",7
"K02099",7
"K02178",7
"K02200",7
"K02203",7
"K02234",7
"K02274",7
"K02275",7
"K02456",7
"K02574",7
"K02605",7
"K02619",7
"K02635",7
"K02689",7
"K02779",7
"K02856",7
"K02867",7
"K02913",7
"K03104",7
"K03288",7
"K03311",7
"K03330",7
"K03351",7
"K03414",7
"K03429",7
"K03584",7
"K03623",7
"K03736",7
"K03739",7
"K03754",7
"K03820",7
"K03881",7
"K03985",7
"K04019",7
"K04027",7
"K04379",7
"K04419",7
"K04420",7
"K04428",7
"K04483",7
"K04874",7
"K04881",7
"K04960",7
"K05045",7
"K05128",7
"K05140",7
"K05402",7
"K05502",7
"K05542",7
"K05575",7
"K05582",7
"K05631",7
"K05664",7
"K05726",7
"K05736",7
"K05832",7
"K05845",7
"K05846",7
"K06088",7
"K06228",7
"K06271",7
"K06297",7
"K06378",7
"K06386",7
"K06407",7
"K06408",7
"K06521",7
"K06647",7
"K06911",7
"K06988",7
"K07023",7
"K07183",7
"K07462",7
"K07502",7
"K07526",7
"K07531",7
"K07556",7
"K07590",7
"K07644",7
"K07648",7
"K07678",7
"K07679",7
"K07701",7
"K07719",7
"K07784",7
"K07797",7
"K07821",7
"K07877",7
"K08064",7
"K08217",7
"K08220",7
"K08232",7
"K08272",7
"K08334",7
"K08350",7
"K08353",7
"K08468",7
"K08581",7
"K08583",7
"K08596",7
"K08790",7
"K08835",7
"K08842",7
"K08855",7
"K08989",7
"K09292",7
"K09591",7
"K09753",7
"K09996",7
"K10227",7
"K10247",7
"K10337",7
"K10394",7
"K10400",7
"K10555",7
"K10556",7
"K10581",7
"K10627",7
"K10670",7
"K10681",7
"K10691",7
"K10820",7
"K10845",7
"K10972",7
"K11081",7
"K11134",7
"K11155",7
"K11192",7
"K11202",7
"K11225",7
"K11309",7
"K11333",7
"K11354",7
"K11431",7
"K11480",7
"K11489",7
"K11616",7
"K11624",7
"K11640",7
"K11730",7
"K11774",7
"K11788",7
"K11840",7
"K12138",7
"K12143",7
"K12299",7
"K12345",7
"K12368",7
"K12413",7
"K12444",7
"K12483",7
"K12529",7
"K12590",7
"K12827",7
"K12863",7
"K13057",7
"K13069",7
"K13070",7
"K13107",7
"K13211",7
"K13217",7
"K13236",7
"K13254",7
"K13329",7
"K13348",7
"K13413",7
"K13486",7
"K13614",7
"K13631",7
"K13705",7
"K13789",7
"K13823",7
"K13866",7
"K13869",7
"K13889",7
"K13896",7
"K13918",7
"K13923",7
"K14082",7
"K14190",7
"K14336",7
"K14390",7
"K14405",7
"K14459",7
"K14489",7
"K14522",7
"K14591",7
"K14729",7
"K14846",7
"K14862",7
"K14948",7
"K15022",7
"K15028",7
"K15029",7
"K15033",7
"K15191",7
"K15218",7
"K15259",7
"K15327",7
"K15340",7
"K15348",7
"K15377",7
"K15397",7
"K15430",7
"K15451",7
"K15503",7
"K15505",7
"K15554",7
"K15640",7
"K15652",7
"K15668",7
"K15687",7
"K15737",7
"K15779",7
"K15834",7
"K15910",7
"K15977",7
"K15980",7
"K16050",7
"K16135",7
"K16138",7
"K16176",7
"K16182",7
"K16283",7
"K16339",7
"K16343",7
"K16506",7
"K16529",7
"K16548",7
"K16562",7
"K16816",7
"K16862",7
"K16869",7
"K17093",7
"K17258",7
"K17286",7
"K17316",7
"K17493",7
"K17499",7
"K17552",7
"K17648",7
"K17660",7
"K17665",7
"K17693",7
"K17716",7
"K17780",7
"K17992",7
"K18022",7
"K18050",7
"K18080",7
"K18083",7
"K18136",7
"K18156",7
"K18162",7
"K18170",7
"K18178",7
"K18209",7
"K18260",7
"K18331",7
"K18332",7
"K18346",7
"K18364",7
"K18367",7
"K18416",7
"K18679",7
"K18713",7
"K18763",7
"K18816",7
"K19044",7
"K19139",7
"K19140",7
"K19221",7
"K19275",7
"K19422",7
"K19429",7
"K19611",7
"K19682",7
"K19697",7
"K19819",7
"K19873",7
"K19901",7
"K19937",7
"K19952",7
"K19990",7
"K19995",7
"K20069",7
"K20093",7
"K20151",7
"K20291",7
"K20300",7
"K20422",7
"K20636",7
"K20736",7
"K20803",7
"K20879",7
"K20902",7
"K20966",7
"K21028",7
"K21622",7
"K21829",7
"K21833",7
"K21846",7
"K21910",7
"K21975",7
"K22011",7
"K22075",7
"K22106",7
"K22233",7
"K22239",7
"K22242",7
"K22389",7
"K22391",7
"K22405",7
"K22481",7
"K22552",7
"K22567",7
"K22808",7
"K22818",7
"K22833",7
"K22894",7
"K23029",7
"K23167",7
"K23227",7
"K23265",7
"K23500",7
"K23546",7
"K23601",7
"K23718",7
"K23765",7
"K23871",7
"K24071",7
"K24076",7
"K24102",7
"K24126",7
"K24265",7
"K24365",7
"K24495",7
"K24920",7
"K25181",7
"K25234",7
"K25284",7
"K25365",7
"K25528",7
"K25636",7
"K26089",7
"K26557",7
"K26732",7
"K26930",7
"K27076",7
"K27265",7
"K27272",7
