"genes","cluster"
"K00015",8
"K00042",8
"K00065",8
"K00111",8
"K00123",8
"K00169",8
"K00172",8
"K00174",8
"K00175",8
"K00187",8
"K00208",8
"K00233",8
"K00240",8
"K00255",8
"K00281",8
"K00283",8
"K00330",8
"K00338",8
"K00341",8
"K00350",8
"K00351",8
"K00459",8
"K00527",8
"K00602",8
"K00605",8
"K00634",8
"K00639",8
"K00647",8
"K00693",8
"K00721",8
"K00768",8
"K00809",8
"K00812",8
"K00819",8
"K00833",8
"K00836",8
"K00889",8
"K00929",8
"K00972",8
"K00994",8
"K01027",8
"K01035",8
"K01039",8
"K01079",8
"K01131",8
"K01134",8
"K01179",8
"K01186",8
"K01201",8
"K01241",8
"K01255",8
"K01284",8
"K01301",8
"K01305",8
"K01337",8
"K01371",8
"K01474",8
"K01557",8
"K01566",8
"K01584",8
"K01590",8
"K01615",8
"K01666",8
"K01667",8
"K01684",8
"K01712",8
"K01728",8
"K01733",8
"K01816",8
"K01840",8
"K01843",8
"K01844",8
"K01890",8
"K01918",8
"K01932",8
"K02011",8
"K02012",8
"K02042",8
"K02217",8
"K02224",8
"K02361",8
"K02377",8
"K02401",8
"K02404",8
"K02406",8
"K02410",8
"K02416",8
"K02417",8
"K02419",8
"K02421",8
"K02439",8
"K02445",8
"K02471",8
"K02566",8
"K02584",8
"K02777",8
"K03092",8
"K03118",8
"K03150",8
"K03168",8
"K03274",8
"K03296",8
"K03312",8
"K03326",8
"K03338",8
"K03385",8
"K03399",8
"K03406",8
"K03411",8
"K03465",8
"K03550",8
"K03559",8
"K03562",8
"K03585",8
"K03591",8
"K03616",8
"K03643",8
"K03644",8
"K03666",8
"K03733",8
"K03767",8
"K03773",8
"K03781",8
"K04022",8
"K04026",8
"K04751",8
"K04773",8
"K04801",8
"K04899",8
"K05020",8
"K05595",8
"K05770",8
"K05776",8
"K05814",8
"K05815",8
"K05850",8
"K05895",8
"K05936",8
"K05986",8
"K05995",8
"K06073",8
"K06190",8
"K06194",8
"K06238",8
"K06306",8
"K06403",8
"K06605",8
"K06623",8
"K06861",8
"K06867",8
"K06871",8
"K06872",8
"K06969",8
"K06971",8
"K07080",8
"K07102",8
"K07130",8
"K07154",8
"K07165",8
"K07263",8
"K07264",8
"K07278",8
"K07391",8
"K07405",8
"K07647",8
"K07716",8
"K07771",8
"K07791",8
"K07796",8
"K07812",8
"K07813",8
"K08218",8
"K08259",8
"K08321",8
"K08349",8
"K08674",8
"K08693",8
"K08955",8
"K08974",8
"K09011",8
"K09022",8
"K09516",8
"K09793",8
"K09858",8
"K09882",8
"K10037",8
"K10524",8
"K10542",8
"K10594",8
"K10715",8
"K10774",8
"K10909",8
"K10974",8
"K11153",8
"K11328",8
"K11356",8
"K11494",8
"K11529",8
"K11540",8
"K11690",8
"K11904",8
"K11928",8
"K12266",8
"K12343",8
"K12795",8
"K13040",8
"K13500",8
"K13560",8
"K13731",8
"K14026",8
"K14403",8
"K14534",8
"K15255",8
"K15358",8
"K15378",8
"K15428",8
"K15534",8
"K15549",8
"K15550",8
"K15724",8
"K15778",8
"K15855",8
"K15856",8
"K15871",8
"K15899",8
"K15987",8
"K16092",8
"K16306",8
"K16924",8
"K17318",8
"K17609",8
"K17713",8
"K17744",8
"K17997",8
"K18011",8
"K18012",8
"K18013",8
"K18122",8
"K18139",8
"K18142",8
"K18210",8
"K18244",8
"K18324",8
"K18577",8
"K18579",8
"K18581",8
"K18691",8
"K18928",8
"K18942",8
"K18951",8
"K18979",8
"K19067",8
"K19119",8
"K19355",8
"K19540",8
"K19691",8
"K19692",8
"K19696",8
"K19973",8
"K20038",8
"K20203",8
"K20449",8
"K20450",8
"K20509",8
"K20525",8
"K20625",8
"K20627",8
"K20801",8
"K20884",8
"K20903",8
"K20904",8
"K20933",8
"K21027",8
"K21107",8
"K21147",8
"K21298",8
"K21393",8
"K21395",8
"K21459",8
"K21499",8
"K21531",8
"K21604",8
"K21618",8
"K21830",8
"K22078",8
"K22083",8
"K22247",8
"K22251",8
"K22432",8
"K22470",8
"K22719",8
"K22958",8
"K23359",8
"K23424",8
"K23751",8
"K23948",8
"K23997",8
"K24298",8
"K24936",8
"K25027",8
"K25034",8
"K25135",8
"K25634",8
"K25675",8
"K25877",8
"K25995",8
"K26041",8
"K26048",8
"K26425",8
"K26609",8
"K26731",8
"K26765",8
"K26816",8
"K26933",8
"K27270",8
