"genes","cluster"
"K00003",3
"K00036",3
"K00104",3
"K00161",3
"K00184",3
"K00193",3
"K00194",3
"K00198",3
"K00243",3
"K00262",3
"K00285",3
"K00297",3
"K00298",3
"K00306",3
"K00364",3
"K00371",3
"K00437",3
"K00525",3
"K00566",3
"K00604",3
"K00610",3
"K00611",3
"K00613",3
"K00632",3
"K00655",3
"K00656",3
"K00659",3
"K00689",3
"K00712",3
"K00759",3
"K00769",3
"K00783",3
"K00789",3
"K00795",3
"K00845",3
"K00848",3
"K00849",3
"K00855",3
"K00876",3
"K00881",3
"K00887",3
"K00891",3
"K00903",3
"K00917",3
"K00919",3
"K00926",3
"K00945",3
"K00950",3
"K00954",3
"K00962",3
"K00976",3
"K00995",3
"K00997",3
"K01013",3
"K01025",3
"K01049",3
"K01142",3
"K01169",3
"K01184",3
"K01209",3
"K01214",3
"K01246",3
"K01390",3
"K01421",3
"K01430",3
"K01433",3
"K01464",3
"K01478",3
"K01482",3
"K01483",3
"K01493",3
"K01518",3
"K01544",3
"K01552",3
"K01598",3
"K01604",3
"K01611",3
"K01628",3
"K01659",3
"K01682",3
"K01704",3
"K01734",3
"K01751",3
"K01774",3
"K01775",3
"K01777",3
"K01778",3
"K01805",3
"K01866",3
"K01873",3
"K01878",3
"K01889",3
"K01893",3
"K01910",3
"K01911",3
"K01939",3
"K01951",3
"K01958",3
"K01963",3
"K01966",3
"K02000",3
"K02019",3
"K02024",3
"K02039",3
"K02040",3
"K02108",3
"K02109",3
"K02119",3
"K02147",3
"K02160",3
"K02195",3
"K02221",3
"K02236",3
"K02238",3
"K02299",3
"K02348",3
"K02356",3
"K02372",3
"K02423",3
"K02518",3
"K02525",3
"K02538",3
"K02563",3
"K02598",3
"K02653",3
"K02784",3
"K02825",3
"K02838",3
"K02860",3
"K02864",3
"K02879",3
"K02886",3
"K02887",3
"K02888",3
"K02895",3
"K02899",3
"K02906",3
"K02911",3
"K02914",3
"K02919",3
"K02931",3
"K02945",3
"K02946",3
"K02950",3
"K02956",3
"K02967",3
"K02986",3
"K02992",3
"K03089",3
"K03106",3
"K03116",3
"K03177",3
"K03217",3
"K03294",3
"K03297",3
"K03301",3
"K03303",3
"K03305",3
"K03322",3
"K03331",3
"K03387",3
"K03388",3
"K03389",3
"K03425",3
"K03476",3
"K03499",3
"K03501",3
"K03524",3
"K03529",3
"K03534",3
"K03554",3
"K03565",3
"K03569",3
"K03574",3
"K03588",3
"K03594",3
"K03606",3
"K03609",3
"K03621",3
"K03629",3
"K03637",3
"K03648",3
"K03672",3
"K03675",3
"K03706",3
"K03722",3
"K03735",3
"K03741",3
"K03749",3
"K03750",3
"K03762",3
"K03774",3
"K03783",3
"K03784",3
"K03789",3
"K03798",3
"K03813",3
"K03823",3
"K03831",3
"K03875",3
"K03902",3
"K03925",3
"K03928",3
"K03976",3
"K04021",3
"K04023",3
"K04030",3
"K04031",3
"K04032",3
"K04034",3
"K04072",3
"K04093",3
"K04281",3
"K04487",3
"K04564",3
"K04651",3
"K04749",3
"K04769",3
"K04940",3
"K05305",3
"K05351",3
"K05364",3
"K05365",3
"K05499",3
"K05592",3
"K05659",3
"K05660",3
"K05661",3
"K05755",3
"K05773",3
"K05804",3
"K05809",3
"K05817",3
"K05884",3
"K05896",3
"K05927",3
"K05982",3
"K05984",3
"K06012",3
"K06024",3
"K06069",3
"K06118",3
"K06132",3
"K06145",3
"K06149",3
"K06153",3
"K06173",3
"K06183",3
"K06184",3
"K06288",3
"K06305",3
"K06333",3
"K06377",3
"K06382",3
"K06390",3
"K06418",3
"K06442",3
"K06846",3
"K06864",3
"K06878",3
"K06895",3
"K06898",3
"K06901",3
"K06920",3
"K06933",3
"K06940",3
"K06952",3
"K06956",3
"K06957",3
"K06960",3
"K07007",3
"K07026",3
"K07029",3
"K07038",3
"K07043",3
"K07047",3
"K07058",3
"K07067",3
"K07071",3
"K07097",3
"K07112",3
"K07115",3
"K07162",3
"K07219",3
"K07220",3
"K07258",3
"K07301",3
"K07307",3
"K07313",3
"K07321",3
"K07340",3
"K07402",3
"K07441",3
"K07444",3
"K07446",3
"K07467",3
"K07474",3
"K07495",3
"K07533",3
"K07568",3
"K07571",3
"K07586",3
"K07643",3
"K07658",3
"K07664",3
"K07682",3
"K07699",3
"K07704",3
"K07708",3
"K07709",3
"K07727",3
"K07728",3
"K07729",3
