"genes","cluster"
"K00325",20
"K00334",20
"K00510",20
"K00554",20
"K00561",20
"K00640",20
"K00662",20
"K00737",20
"K00742",20
"K00750",20
"K00943",20
"K00955",20
"K00963",20
"K00980",20
"K00981",20
"K00987",20
"K01002",20
"K01226",20
"K01228",20
"K01607",20
"K01655",20
"K01679",20
"K01705",20
"K01716",20
"K01749",20
"K01752",20
"K01969",20
"K02025",20
"K02066",20
"K02113",20
"K02202",20
"K02400",20
"K02437",20
"K02529",20
"K02544",20
"K02670",20
"K02688",20
"K02753",20
"K02774",20
"K02871",20
"K03000",20
"K03021",20
"K03023",20
"K03027",20
"K03152",20
"K03212",20
"K03222",20
"K03233",20
"K03239",20
"K03434",20
"K03451",20
"K03520",20
"K03578",20
"K03684",20
"K03724",20
"K03817",20
"K03849",20
"K03955",20
"K04066",20
"K04935",20
"K05275",20
"K05343",20
"K05350",20
"K05355",20
"K05545",20
"K05754",20
"K06155",20
"K06188",20
"K06258",20
"K06283",20
"K06346",20
"K06694",20
"K06944",20
"K06966",20
"K07052",20
"K07149",20
"K07246",20
"K07316",20
"K07400",20
"K07473",20
"K08301",20
"K08369",20
"K08570",20
"K08591",20
"K08635",20
"K08659",20
"K08786",20
"K08972",20
"K09048",20
"K09518",20
"K09568",20
"K09692",20
"K09764",20
"K09772",20
"K09829",20
"K09903",20
"K10117",20
"K10405",20
"K10549",20
"K10580",20
"K10754",20
"K10966",20
"K10973",20
"K11071",20
"K11232",20
"K11313",20
"K11617",20
"K11672",20
"K12112",20
"K12182",20
"K12317",20
"K12963",20
"K13491",20
"K13542",20
"K13667",20
"K13788",20
"K14048",20
"K14121",20
"K14286",20
"K14292",20
"K14348",20
"K14506",20
"K14645",20
"K15019",20
"K15068",20
"K15077",20
"K15138",20
"K15160",20
"K15196",20
"K15318",20
"K15507",20
"K15919",20
"K16177",20
"K16369",20
"K16505",20
"K16898",20
"K16948",20
"K17279",20
"K17788",20
"K17816",20
"K17922",20
"K18059",20
"K18174",20
"K18177",20
"K18285",20
"K18342",20
"K18567",20
"K18658",20
"K18730",20
"K18857",20
"K18900",20
"K19124",20
"K19337",20
"K19639",20
"K19642",20
"K19708",20
"K19776",20
"K19830",20
"K19932",20
"K20224",20
"K20359",20
"K20382",20
"K20405",20
"K20466",20
"K20476",20
"K20527",20
"K20542",20
"K20549",20
"K21682",20
"K21826",20
"K22276",20
"K22746",20
"K22856",20
"K23010",20
"K23164",20
"K23183",20
"K23228",20
"K23565",20
"K23978",20
"K23979",20
"K23980",20
"K24083",20
"K24672",20
"K24750",20
"K24821",20
"K25045",20
"K25114",20
"K26605",20
"K26607",20
"K26745",20
"K27243",20
