"genes","cluster"
"K00012",6
"K00020",6
"K00150",6
"K00156",6
"K00232",6
"K00247",6
"K00285",6
"K00335",6
"K00355",6
"K00606",6
"K00651",6
"K00678",6
"K00769",6
"K00772",6
"K00788",6
"K00794",6
"K00806",6
"K00830",6
"K00854",6
"K00881",6
"K00883",6
"K00901",6
"K00907",6
"K00950",6
"K00962",6
"K00998",6
"K01092",6
"K01141",6
"K01184",6
"K01214",6
"K01271",6
"K01281",6
"K01389",6
"K01423",6
"K01455",6
"K01495",6
"K01697",6
"K01791",6
"K01856",6
"K01866",6
"K01988",6
"K02044",6
"K02055",6
"K02064",6
"K02198",6
"K02226",6
"K02338",6
"K02356",6
"K02415",6
"K02427",6
"K02478",6
"K02490",6
"K02617",6
"K02647",6
"K02798",6
"K02887",6
"K02903",6
"K02939",6
"K03148",6
"K03154",6
"K03208",6
"K03314",6
"K03321",6
"K03424",6
"K03462",6
"K03496",6
"K03498",6
"K03551",6
"K03554",6
"K03555",6
"K03577",6
"K03593",6
"K03625",6
"K03629",6
"K03648",6
"K03652",6
"K03676",6
"K03685",6
"K03734",6
"K03741",6
"K03752",6
"K03778",6
"K03779",6
"K03814",6
"K03816",6
"K04088",6
"K04281",6
"K04456",6
"K04573",6
"K04780",6
"K04800",6
"K04962",6
"K05133",6
"K05334",6
"K05338",6
"K05396",6
"K05541",6
"K05573",6
"K05655",6
"K05695",6
"K05777",6
"K05786",6
"K05788",6
"K05836",6
"K05853",6
"K05880",6
"K05896",6
"K05942",6
"K06130",6
"K06131",6
"K06133",6
"K06193",6
"K06202",6
"K06237",6
"K06244",6
"K06338",6
"K06373",6
"K06694",6
"K06811",6
"K06858",6
"K06929",6
"K07040",6
"K07105",6
"K07118",6
"K07133",6
"K07147",6
"K07320",6
"K07339",6
"K07341",6
"K07404",6
"K07533",6
"K07542",6
"K07571",6
"K07636",6
"K07640",6
"K07695",6
"K07798",6
"K07952",6
"K08062",6
"K08131",6
"K08137",6
"K08202",6
"K08678",6
"K08680",6
"K08765",6
"K09001",6
"K09005",6
"K09136",6
"K09457",6
"K09729",6
"K09789",6
"K09801",6
"K09899",6
"K09946",6
"K09951",6
"K10010",6
"K10017",6
"K10022",6
"K10360",6
"K10537",6
"K10685",6
"K10711",6
"K10763",6
"K10943",6
"K10955",6
"K11076",6
"K11108",6
"K11184",6
"K11231",6
"K11449",6
"K11472",6
"K11517",6
"K11539",6
"K11634",6
"K11688",6
"K11703",6
"K11729",6
"K11855",6
"K11936",6
"K12152",6
"K12298",6
"K12483",6
"K12527",6
"K12950",6
"K13034",6
"K13038",6
"K13058",6
"K13274",6
"K13477",6
"K13549",6
"K13598",6
"K13643",6
"K13735",6
"K13770",6
"K13853",6
"K13887",6
"K13981",6
"K14080",6
"K14083",6
"K14120",6
"K14623",6
"K14699",6
"K14742",6
"K14777",6
"K14778",6
"K15024",6
"K15271",6
"K15738",6
"K15914",6
"K15984",6
"K16191",6
"K16264",6
"K16329",6
"K16628",6
"K16694",6
"K16695",6
"K16697",6
"K16787",6
"K16907",6
"K16920",6
"K17736",6
"K17758",6
"K18138",6
"K18230",6
"K18325",6
"K18326",6
"K18337",6
"K18399",6
"K18590",6
"K18657",6
"K18677",6
"K18730",6
"K18830",6
"K18910",6
"K18917",6
"K18929",6
"K18938",6
"K19182",6
"K19185",6
"K19338",6
"K19527",6
"K19591",6
"K19613",6
"K19700",6
"K19719",6
"K19776",6
"K19804",6
"K20429",6
"K20438",6
"K20453",6
"K20508",6
"K20532",6
"K20750",6
"K20811",6
"K20846",6
"K20860",6
"K20866",6
"K21029",6
"K21085",6
"K21561",6
"K21673",6
"K21756",6
"K21837",6
"K21889",6
"K21959",6
"K22042",6
"K22153",6
"K22318",6
"K22407",6
"K22446",6
"K22604",6
"K22606",6
"K22615",6
"K22710",6
"K22746",6
"K22831",6
"K22901",6
"K23124",6
"K23353",6
"K23465",6
"K23970",6
"K23976",6
"K24131",6
"K24135",6
"K24654",6
"K24733",6
"K25113",6
"K25144",6
"K25195",6
"K25230",6
"K25280",6
"K25281",6
"K25422",6
"K25760",6
"K25774",6
"K25939",6
"K26045",6
"K26063",6
"K26078",6
"K26252",6
"K26889",6
"K26907",6
"K26938",6
"K26947",6
"K27546",6
"K27714",6
