"genes","cluster"
"K00013",6
"K00016",6
"K00046",6
"K00053",6
"K00067",6
"K00131",6
"K00134",6
"K00147",6
"K00164",6
"K00231",6
"K00239",6
"K00265",6
"K00343",6
"K00346",6
"K00354",6
"K00384",6
"K00413",6
"K00425",6
"K00528",6
"K00574",6
"K00620",6
"K00657",6
"K00800",6
"K00815",6
"K00820",6
"K00850",6
"K00927",6
"K00969",6
"K00973",6
"K01129",6
"K01139",6
"K01193",6
"K01210",6
"K01220",6
"K01269",6
"K01361",6
"K01485",6
"K01591",6
"K01624",6
"K01664",6
"K01676",6
"K01689",6
"K01770",6
"K01780",6
"K01783",6
"K01790",6
"K01803",6
"K01810",6
"K01834",6
"K01838",6
"K01868",6
"K01872",6
"K01895",6
"K01923",6
"K01924",6
"K02038",6
"K02071",6
"K02103",6
"K02112",6
"K02115",6
"K02230",6
"K02316",6
"K02346",6
"K02470",6
"K02621",6
"K02759",6
"K02770",6
"K02851",6
"K02909",6
"K03046",6
"K03182",6
"K03289",6
"K03407",6
"K03426",6
"K03439",6
"K03471",6
"K03531",6
"K03581",6
"K03595",6
"K03596",6
"K03602",6
"K03664",6
"K03686",6
"K03698",6
"K03704",6
"K03705",6
"K03708",6
"K03734",6
"K03768",6
"K03832",6
"K04015",6
"K04043",6
"K04047",6
"K04656",6
"K04691",6
"K04748",6
"K04762",6
"K04771",6
"K05349",6
"K05501",6
"K05516",6
"K05540",6
"K05657",6
"K05785",6
"K05808",6
"K05919",6
"K05985",6
"K06001",6
"K06187",6
"K06217",6
"K06331",6
"K06338",6
"K06387",6
"K06399",6
"K06416",6
"K06419",6
"K06421",6
"K06426",6
"K06726",6
"K06959",6
"K07030",6
"K07074",6
"K07240",6
"K07491",6
"K07507",6
"K07642",6
"K07651",6
"K07672",6
"K07693",6
"K07707",6
"K07742",6
"K08153",6
"K08157",6
"K08194",6
"K08313",6
"K08372",6
"K08643",6
"K08669",6
"K08676",6
"K08681",6
"K08850",6
"K09015",6
"K09074",6
"K09693",6
"K09765",6
"K09952",6
"K10007",6
"K10008",6
"K10014",6
"K10110",6
"K10112",6
"K10730",6
"K10900",6
"K11072",6
"K11263",6
"K11384",6
"K11594",6
"K11630",6
"K11687",6
"K11695",6
"K11710",6
"K11717",6
"K11749",6
"K12251",6
"K12292",6
"K12986",6
"K13290",6
"K13444",6
"K13688",6
"K13936",6
"K14052",6
"K14196",6
"K14293",6
"K14326",6
"K15050",6
"K15051",6
"K15535",6
"K15635",6
"K15771",6
"K16921",6
"K16964",6
"K17677",6
"K17686",6
"K18220",6
"K18334",6
"K18431",6
"K18672",6
"K18692",6
"K18707",6
"K18799",6
"K18941",6
"K18955",6
"K19002",6
"K19405",6
"K19783",6
"K19789",6
"K19810",6
"K19950",6
"K20108",6
"K20271",6
"K20469",6
"K21064",6
"K21363",6
"K21631",6
"K21636",6
"K22044",6
"K22409",6
"K23107",6
"K23257",6
"K23734",6
"K24699",6
"K24995",6
"K25026",6
"K26847",6
"K26857",6
"K27266",6
