"genes","cluster"
"K02227",8
"K02231",8
"K02232",8
"K02233",8
"K02303",8
"K02307",8
"K02342",8
"K02361",8
"K02377",8
"K02379",8
"K02391",8
"K02400",8
"K02401",8
"K02406",8
"K02407",8
"K02409",8
"K02410",8
"K02411",8
"K02416",8
"K02417",8
"K02418",8
"K02419",8
"K02421",8
"K02439",8
"K02446",8
"K02454",8
"K02466",8
"K02471",8
"K02488",8
"K02494",8
"K02510",8
"K02523",8
"K02535",8
"K02546",8
"K02548",8
"K02556",8
"K02560",8
"K02584",8
"K02585",8
"K02587",8
"K02588",8
"K02594",8
"K02636",8
"K02637",8
"K02653",8
"K02658",8
"K02667",8
"K02669",8
"K02686",8
"K02697",8
"K02724",8
"K02777",8
"K02783",8
"K02843",8
"K02850",8
"K02854",8
"K02857",8
"K02916",8
"K03029",8
"K03071",8
"K03092",8
"K03098",8
"K03107",8
"K03114",8
"K03137",8
"K03142",8
"K03183",8
"K03186",8
"K03194",8
"K03203",8
"K03204",8
"K03210",8
"K03224",8
"K03230",8
"K03239",8
"K03247",8
"K03257",8
"K03270",8
"K03271",8
"K03274",8
"K03296",8
"K03299",8
"K03308",8
"K03312",8
"K03315",8
"K03325",8
"K03328",8
"K03337",8
"K03338",8
"K03339",8
"K03350",8
"K03404",8
"K03405",8
"K03406",8
"K03411",8
"K03412",8
"K03413",8
"K03445",8
"K03446",8
"K03457",8
"K03465",8
"K03469",8
"K03470",8
"K03473",8
"K03474",8
"K03505",8
"K03511",8
"K03512",8
"K03517",8
"K03527",8
"K03543",8
"K03546",8
"K03548",8
"K03559",8
"K03560",8
"K03561",8
"K03573",8
"K03582",8
"K03591",8
"K03599",8
"K03605",8
"K03612",8
"K03615",8
"K03616",8
"K03624",8
"K03628",8
"K03643",8
"K03644",8
"K03651",8
"K03653",8
"K03658",8
"K03665",8
"K03673",8
"K03683",8
"K03709",8
"K03710",8
"K03718",8
"K03719",8
"K03733",8
"K03744",8
"K03758",8
"K03760",8
"K03769",8
"K03772",8
"K03775",8
"K03780",8
"K03783",8
"K03787",8
"K03797",8
"K03818",8
"K03823",8
"K03840",8
"K03841",8
"K03911",8
"K03912",8
"K03913",8
"K03940",8
"K03972",8
"K03981",8
"K04016",8
"K04039",8
"K04044",8
"K04045",8
"K04061",8
"K04069",8
"K04082",8
"K04087",8
"K04112",8
"K04123",8
"K04333",8
"K04398",8
"K04402",8
"K04413",8
"K04478",8
"K04487",8
"K04488",8
"K04562",8
"K04566",8
"K04720",8
"K04728",8
"K04751",8
"K04752",8
"K04754",8
"K04760",8
"K04764",8
"K04767",8
"K04801",8
"K04885",8
"K04981",8
"K04989",8
"K05034",8
"K05039",8
"K05048",8
"K05084",8
"K05290",8
"K05299",8
"K05352",8
"K05363",8
"K05367",8
"K05519",8
"K05539",8
"K05561",8
"K05567",8
"K05595",8
"K05604",8
"K05607",8
"K05612",8
"K05617",8
"K05618",8
"K05656",8
"K05658",8
"K05662",8
"K05694",8
"K05776",8
"K05795",8
"K05802",8
"K05805",8
"K05807",8
"K05813",8
"K05814",8
"K05815",8
"K05825",8
"K05831",8
"K05838",8
"K05844",8
"K05847",8
"K05866",8
"K05871",8
"K05879",8
"K05895",8
"K05916",8
"K05922",8
"K05934",8
"K05936",8
"K05939",8
"K05964",8
"K05966",8
"K05986",8
"K05995",8
"K06020",8
"K06068",8
"K06073",8
"K06078",8
"K06079",8
"K06098",8
"K06128",8
"K06148",8
"K06156",8
"K06157",8
"K06177",8
"K06181",8
"K06186",8
"K06190",8
"K06192",8
"K06198",8
"K06201",8
"K06204",8
"K06209",8
"K06281",8
"K06282",8
"K06284",8
"K06306",8
"K06313",8
"K06322",8
"K06348",8
"K06370",8
"K06381",8
"K06405",8
"K06412",8
"K06438",8
"K06499",8
"K06518",8
"K06606",8
"K06623",8
"K06668",8
"K06677",8
"K06737",8
"K06815",8
"K06871",8
"K06879",8
"K06886",8
"K06891",8
"K06897",8
"K06917",8
"K06973",8
"K06975",8
"K07000",8
"K07019",8
"K07037",8
"K07041",8
"K07050",8
"K07056",8
"K07068",8
"K07080",8
"K07089",8
"K07091",8
"K07102",8
"K07107",8
"K07111",8
"K07120",8
"K07127",8
"K07148",8
"K07150",8
"K07165",8
"K07172",8
"K07175",8
"K07181",8
"K07184",8
"K07216",8
"K07238",8
"K07246",8
"K07250",8
"K07253",8
"K07257",8
"K07271",8
"K07274",8
"K07292",8
"K07305",8
"K07315",8
"K07322",8
"K07335",8
"K07387",8
"K07391",8
"K07405",8
"K07462",8
"K07484",8
"K07493",8
"K07530",8
"K07546",8
"K07548",8
"K07559",8
"K07576",8
"K07588",8
"K07647",8
"K07659",8
"K07660",8
"K07662",8
"K07667",8
"K07669",8
"K07671",8
"K07674",8
"K07683",8
"K07684",8
"K07688",8
"K07692",8
"K07696",8
"K07712",8
"K07713",8
"K07714",8
"K07715",8
"K07717",8
"K07719",8
"K07735",8
"K07769",8
"K07771",8
"K07775",8
"K07782",8
"K07783",8
"K07787",8
"K07791",8
"K07792",8
"K07799",8
"K07812",8
"K07823",8
"K07870",8
"K07901",8
"K07904",8
"K07942",8
"K08047",8
"K08122",8
"K08193",8
"K08196",8
"K08218",8
"K08234",8
"K08245",8
"K08294",8
"K08301",8
"K08305",8
"K08307",8
"K08321",8
"K08322",8
"K08323",8
"K08325",8
"K08349",8
"K08384",8
"K08504",8
"K08505",8
"K08516",8
"K08517",8
"K08581",8
"K08641",8
"K08655",8
"K08660",8
"K08674",8
"K08691",8
"K08693",8
"K08717",8
"K08720",8
"K08721",8
"K08737",8
"K08740",8
"K08776",8
"K08785",8
"K08791",8
"K08799",8
"K08829",8
"K08848",8
"K08955",8
"K08957",8
"K08961",8
"K08965",8
"K09007",8
"K09011",8
"K09159",8
"K09283",8
"K09286",8
"K09338",8
"K09408",8
"K09458",8
"K09487",8
"K09488",8
"K09493",8
"K09516",8
"K09560",8
"K09566",8
"K09578",8
"K09607",8
"K09667",8
"K09689",8
"K09759",8
"K09760",8
"K09769",8
"K09774",8
"K09791",8
"K09793",8
"K09800",8
"K09808",8
"K09816",8
"K09835",8
"K09854",8
"K09858",8
"K09882",8
"K09891",8
"K09925",8
"K09949",8
"K10012",8
"K10018",8
"K10026",8
"K10126",8
"K10198",8
"K10211",8
"K10234",8
"K10268",8
"K10300",8
"K10361",8
"K10375",8
"K10388",8
"K10439",8
"K10524",8
"K10527",8
"K10594",8
"K10614",8
"K10624",8
"K10638",8
"K10667",8
"K10681",8
"K10693",8
"K10704",8
"K10742",8
"K10761",8
"K10772",8
"K10782",8
"K10798",8
"K10815",8
"K10834",8
"K10839",8
"K10858",8
"K10899",8
"K10901",8
"K10909",8
"K10941",8
"K10947",8
"K10978",8
"K11004",8
"K11014",8
"K11085",8
"K11127",8
"K11136",8
"K11145",8
"K11152",8
"K11160",8
"K11166",8
"K11196",8
"K11216",8
"K11230",8
"K11250",8
"K11328",8
"K11353",8
"K11356",8
"K11357",8
"K11402",8
"K11431",8
"K11440",8
"K11494",8
"K11529",8
"K11536",8
"K11540",8
"K11541",8
"K11606",8
"K11614",8
"K11625",8
"K11637",8
"K11639",8
"K11641",8
"K11682",8
"K11689",8
"K11692",8
"K11704",8
"K11719",8
"K11751",8
"K11752",8
"K11785",8
"K11788",8
"K11808",8
"K11846",8
"K11904",8
"K11923",8
"K11924",8
"K11927",8
"K11938",8
"K11982",8
"K11996",8
"K12111",8
"K12113",8
"K12146",8
"K12189",8
"K12252",8
"K12257",8
"K12272",8
"K12292",8
"K12309",8
"K12314",8
"K12316",8
"K12340",8
"K12343",8
"K12371",8
"K12448",8
"K12450",8
"K12492",8
"K12506",8
"K12516",8
"K12528",8
"K12538",8
"K12570",8
"K12581",8
"K12585",8
"K12616",8
"K12660",8
"K12681",8
"K12684",8
"K12743",8
"K12776",8
"K12784",8
"K12795",8
"K12820",8
"K12825",8
"K12862",8
"K12872",8
"K12878",8
"K12879",8
"K12908",8
"K12941",8
"K12942",8
"K12960",8
"K12973",8
"K12989",8
"K12993",8
"K13010",8
"K13019",8
"K13025",8
"K13040",8
"K13043",8
"K13048",8
"K13091",8
"K13095",8
"K13116",8
"K13181",8
"K13275",8
"K13278",8
"K13303",8
"K13328",8
"K13344",8
"K13370",8
"K13396",8
"K13484",8
"K13499",8
"K13511",8
"K13514",8
"K13524",8
"K13533",8
"K13548",8
"K13550",8
"K13560",8
"K13584",8
"K13588",8
"K13599",8
"K13611",8
"K13629",8
"K13638",8
"K13670",8
"K13694",8
"K13719",8
"K13731",8
"K13787",8
"K13788",8
"K13863",8
"K13923",8
"K13926",8
"K13927",8
"K13939",8
"K13940",8
"K13941",8
"K13954",8
"K13985",8
"K13990",8
"K14002",8
"K14026",8
"K14057",8
"K14058",8
"K14062",8
"K14084",8
"K14127",8
"K14154",8
"K14155",8
"K14170",8
"K14197",8
"K14208",8
"K14213",8
"K14264",8
"K14358",8
"K14379",8
"K14391",8
"K14392",8
"K14403",8
"K14415",8
"K14440",8
"K14487",8
"K14539",8
"K14549",8
"K14607",8
"K14634",8
"K14640",8
"K14654",8
"K14683",8
"K14688",8
"K14689",8
"K14726",8
"K14780",8
"K14792",8
"K14805",8
"K14820",8
"K14833",8
"K14853",8
"K14941",8
"K14961",8
"K14980",8
"K14987",8
"K15013",8
"K15151",8
"K15238",8
"K15283",8
"K15327",8
"K15358",8
"K15361",8
"K15369",8
"K15425",8
"K15460",8
"K15502",8
"K15525",8
"K15530",8
"K15532",8
"K15534",8
"K15549",8
"K15550",8
"K15552",8
"K15553",8
"K15576",8
"K15585",8
"K15587",8
"K15603",8
"K15637",8
"K15652",8
"K15726",8
"K15727",8
"K15735",8
"K15784",8
"K15839",8
"K15855",8
"K15866",8
"K15870",8
"K15872",8
"K15894",8
"K15898",8
"K15899",8
"K15920",8
"K16052",8
"K16089",8
"K16092",8
"K16097",8
"K16138",8
"K16180",8
"K16203",8
"K16293",8
"K16307",8
"K16345",8
"K16692",8
"K16712",8
"K16726",8
"K16781",8
"K16803",8
"K16846",8
"K16857",8
"K16882",8
"K16917",8
"K16924",8
"K16951",8
"K17043",8
"K17103",8
"K17107",8
"K17317",8
"K17318",8
"K17362",8
"K17470",8
"K17472",8
"K17530",8
"K17673",8
"K17713",8
"K17724",8
"K17725",8
"K17733",8
"K17735",8
"K17744",8
"K17866",8
"K17879",8
"K17898",8
"K17899",8
"K17939",8
"K17950",8
"K17999",8
"K18005",8
"K18013",8
"K18028",8
"K18029",8
"K18061",8
"K18122",8
"K18128",8
"K18140",8
"K18195",8
"K18210",8
"K18218",8
"K18345",8
"K18355",8
"K18427",8
"K18474",8
"K18561",8
"K18575",8
"K18577",8
"K18579",8
"K18593",8
"K18608",8
"K18612",8
"K18660",8
"K18675",8
"K18687",8
"K18691",8
"K18702",8
"K18714",8
"K18785",8
"K18880",8
"K18883",8
"K18899",8
"K18928",8
"K18942",8
"K18947",8
"K18948",8
"K18950",8
"K18951",8
"K18967",8
"K18968",8
"K19029",8
"K19049",8
"K19052",8
"K19068",8
"K19098",8
"K19119",8
"K19128",8
"K19221",8
"K19230",8
"K19254",8
"K19270",8
"K19271",8
"K19276",8
"K19302",8
"K19334",8
"K19335",8
"K19353",8
"K19355",8
"K19419",8
"K19429",8
"K19507",8
"K19549",8
"K19567",8
"K19607",8
"K19647",8
"K19659",8
"K19665",8
"K19666",8
"K19691",8
"K19692",8
"K19696",8
"K19702",8
"K19705",8
"K19710",8
"K19716",8
"K19725",8
"K19793",8
"K19820",8
"K19922",8
"K19947",8
"K19963",8
"K19970",8
"K19973",8
"K19978",8
"K20035",8
"K20039",8
"K20047",8
"K20124",8
"K20140",8
"K20143",8
"K20158",8
"K20183",8
"K20184",8
"K20203",8
"K20368",8
"K20403",8
"K20445",8
"K20446",8
"K20451",8
"K20454",8
"K20493",8
"K20509",8
"K20525",8
"K20547",8
"K20573",8
"K20636",8
"K20712",8
"K20801",8
"K20817",8
"K20831",8
"K20859",8
"K20862",8
"K20867",8
"K20878",8
"K20884",8
"K20895",8
"K20901",8
"K20903",8
"K20904",8
"K20906",8
"K20917",8
"K20933",8
"K20968",8
"K21018",8
"K21021",8
"K21023",8
"K21079",8
"K21087",8
"K21107",8
"K21155",8
"K21238",8
"K21239",8
"K21305",8
"K21344",8
"K21345",8
"K21358",8
"K21364",8
"K21368",8
"K21373",8
"K21377",8
"K21395",8
"K21397",8
"K21399",8
"K21400",8
"K21417",8
"K21420",8
"K21433",8
"K21459",8
"K21481",8
"K21499",8
"K21502",8
"K21519",8
"K21589",8
"K21604",8
"K21672",8
"K21701",8
"K21721",8
"K21778",8
"K21830",8
"K21834",8
"K21836",8
"K21843",8
"K21867",8
"K21898",8
"K21900",8
"K21905",8
"K21929",8
"K21944",8
"K21993",8
"K22078",8
"K22083",8
"K22129",8
"K22225",8
"K22247",8
"K22277",8
"K22292",8
"K22293",8
"K22418",8
"K22424",8
"K22452",8
"K22468",8
"K22503",8
"K22602",8
"K22653",8
"K22659",8
"K22683",8
"K22697",8
"K22754",8
"K22804",8
"K22848",8
"K22857",8
"K22933",8
"K22934",8
"K22958",8
"K23007",8
"K23163",8
"K23182",8
"K23184",8
"K23228",8
"K23238",8
"K23242",8
"K23271",8
"K23349",8
"K23359",8
"K23361",8
"K23419",8
"K23424",8
"K23484",8
"K23514",8
"K23617",8
"K23650",8
"K23676",8
"K23726",8
"K23753",8
"K23774",8
"K23775",8
"K23778",8
"K23779",8
"K23922",8
"K23948",8
"K23975",8
"K23989",8
"K24012",8
"K24085",8
"K24113",8
"K24118",8
"K24217",8
"K24442",8
"K24451",8
"K24483",8
"K24566",8
"K24648",8
"K24652",8
"K24698",8
"K24727",8
"K24767",8
"K24816",8
"K24846",8
"K24935",8
"K24936",8
"K24964",8
"K24970",8
"K25027",8
"K25034",8
"K25111",8
"K25132",8
"K25137",8
"K25159",8
"K25180",8
"K25183",8
"K25212",8
"K25285",8
"K25495",8
"K25594",8
"K25634",8
"K25661",8
"K25674",8
"K25675",8
"K25676",8
"K25677",8
"K25701",8
"K25801",8
"K25877",8
"K25882",8
"K25995",8
"K25996",8
"K26030",8
"K26041",8
"K26043",8
"K26048",8
"K26057",8
"K26211",8
"K26273",8
"K26425",8
"K26558",8
"K26689",8
"K26735",8
"K26736",8
"K26761",8
"K26767",8
"K26774",8
"K26778",8
"K26783",8
"K26884",8
"K26914",8
"K26930",8
"K26933",8
"K26943",8
"K26945",8
"K27093",8
"K27244",8
"K27270",8
"K27349",8
"K27374",8
"K27386",8
"K27655",8
"K27658",8
"K27753",8
