"genes","cluster"
"K00033",12
"K00041",12
"K00054",12
"K00057",12
"K00066",12
"K00083",12
"K00088",12
"K00135",12
"K00162",12
"K00226",12
"K00245",12
"K00260",12
"K00344",12
"K00374",12
"K00382",12
"K00433",12
"K00520",12
"K00549",12
"K00557",12
"K00563",12
"K00564",12
"K00600",12
"K00616",12
"K00645",12
"K00687",12
"K00690",12
"K00691",12
"K00752",12
"K00763",12
"K00771",12
"K00784",12
"K00787",12
"K00790",12
"K00823",12
"K00841",12
"K00858",12
"K00859",12
"K00878",12
"K00886",12
"K00897",12
"K00925",12
"K00936",12
"K00942",12
"K00974",12
"K00989",12
"K00991",12
"K01007",12
"K01048",12
"K01061",12
"K01068",12
"K01156",12
"K01191",12
"K01215",12
"K01224",12
"K01237",12
"K01247",12
"K01250",12
"K01258",12
"K01281",12
"K01354",12
"K01414",12
"K01422",12
"K01432",12
"K01473",12
"K01488",12
"K01501",12
"K01523",12
"K01524",12
"K01537",12
"K01551",12
"K01575",12
"K01589",12
"K01621",12
"K01635",12
"K01662",12
"K01685",12
"K01693",12
"K01697",12
"K01776",12
"K01784",12
"K01791",12
"K01804",12
"K01807",12
"K01809",12
"K01819",12
"K01821",12
"K01823",12
"K01839",12
"K01854",12
"K01876",12
"K01879",12
"K01881",12
"K01887",12
"K01903",12
"K01906",12
"K01914",12
"K01916",12
"K01919",12
"K01921",12
"K01928",12
"K01940",12
"K01955",12
"K01972",12
"K01990",12
"K02028",12
"K02029",12
"K02030",12
"K02041",12
"K02053",12
"K02068",12
"K02081",12
"K02086",12
"K02149",12
"K02240",12
"K02241",12
"K02242",12
"K02314",12
"K02343",12
"K02352",12
"K02355",12
"K02390",12
"K02392",12
"K02412",12
"K02433",12
"K02434",12
"K02435",12
"K02438",12
"K02440",12
"K02459",12
"K02469",12
"K02481",12
"K02484",12
"K02485",12
"K02500",12
"K02503",12
"K02519",12
"K02550",12
"K02565",12
"K02575",12
"K02622",12
"K02687",12
"K02760",12
"K02768",12
"K02835",12
"K02837",12
"K02840",12
"K02863",12
"K02874",12
"K02897",12
"K02902",12
"K02948",12
"K02959",12
"K02970",12
"K02982",12
"K03048",12
"K03076",12
"K03079",12
"K03094",12
"K03095",12
"K03179",12
"K03191",12
"K03198",12
"K03205",12
"K03218",12
"K03235",12
"K03292",12
"K03293",12
"K03306",12
"K03313",12
"K03319",12
"K03320",12
"K03366",12
"K03367",12
"K03378",12
"K03392",12
"K03431",12
"K03437",12
"K03477",12
"K03484",12
"K03487",12
"K03489",12
"K03498",12
"K03544",12
"K03549",12
"K03553",12
"K03555",12
"K03579",12
"K03587",12
"K03601",12
"K03604",12
"K03624",12
"K03640",12
"K03650",12
"K03652",12
"K03657",12
"K03667",12
"K03696",12
"K03699",12
"K03701",12
"K03702",12
"K03707",12
"K03723",12
"K03726",12
"K03727",12
"K03759",12
"K03763",12
"K03778",12
"K03790",12
"K03799",12
"K03855",12
"K03975",12
"K03977",12
"K04018",12
"K04042",12
"K04075",12
"K04077",12
"K04078",12
"K04083",12
"K04479",12
"K04517",12
"K04518",12
"K04654",12
"K05030",12
"K05340",12
"K05346",12
"K05635",12
"K05636",12
"K05810",12
"K05833",12
"K05875",12
"K05989",12
"K06019",12
"K06037",12
"K06039",12
"K06117",12
"K06130",12
"K06162",12
"K06164",12
"K06176",12
"K06199",12
"K06207",12
"K06221",12
"K06223",12
"K06243",12
"K06307",12
"K06415",12
"K06519",12
"K06548",12
"K06607",12
"K06617",12
"K06687",12
"K06877",12
"K06885",12
"K06889",12
"K06890",12
"K06909",12
"K06919",12
"K06921",12
"K06948",12
"K06949",12
"K06958",12
"K06999",12
"K07006",12
"K07025",12
"K07031",12
"K07046",12
"K07078",12
"K07098",12
"K07118",12
"K07124",12
"K07177",12
"K07217",12
"K07223",12
"K07254",12
"K07312",12
"K07319",12
"K07386",12
"K07407",12
"K07432",12
"K07442",12
"K07443",12
"K07448",12
"K07456",12
"K07497",12
"K07503",12
"K07574",12
"K07641",12
"K07670",12
"K07681",12
"K07685",12
"K07690",12
"K07694",12
"K07695",12
"K07736",12
"K07741",12
"K07778",12
"K08094",12
"K08161",12
"K08256",12
"K08277",12
"K08317",12
"K08319",12
"K08482",12
"K08493",12
"K08652",12
"K08656",12
"K08728",12
"K08819",12
"K08867",12
"K08884",12
"K08969",12
"K09125",12
"K09458",12
"K09476",12
"K09502",12
"K09571",12
"K09698",12
"K09704",12
"K09773",12
"K09781",12
"K09807",12
"K09809",12
"K09866",12
"K09930",12
"K09999",12
"K10006",12
"K10009",12
"K10025",12
"K10199",12
"K10353",12
"K10729",12
"K10805",12
"K10806",12
"K10914",12
"K11073",12
"K11076",12
"K11211",12
"K11392",12
"K11479",12
"K11618",12
"K11633",12
"K11729",12
"K11732",12
"K11734",12
"K11743",12
"K11936",12
"K11992",12
"K12083",12
"K12234",12
"K12430",12
"K12453",12
"K12507",12
"K12574",12
"K12687",12
"K12690",12
"K12818",12
"K12835",12
"K12858",12
"K12944",12
"K12982",12
"K12993",12
"K13127",12
"K13148",12
"K13282",12
"K13288",12
"K13378",12
"K13381",12
"K13419",12
"K13527",12
"K13571",12
"K13635",12
"K13727",12
"K13829",12
"K13891",12
"K13947",12
"K13953",12
"K13955",12
"K14000",12
"K14164",12
"K14194",12
"K14254",12
"K14271",12
"K14360",12
"K14376",12
"K14461",12
"K14540",12
"K14652",12
"K14696",12
"K14699",12
"K14730",12
"K14768",12
"K14836",12
"K15333",12
"K15519",12
"K15545",12
"K15578",12
"K15598",12
"K15599",12
"K15657",12
"K15743",12
"K15770",12
"K15772",12
"K15986",12
"K16012",12
"K16087",12
"K16147",12
"K16169",12
"K16179",12
"K16186",12
"K16209",12
"K16622",12
"K16650",12
"K16698",12
"K16784",12
"K16786",12
"K16787",12
"K16911",12
"K16918",12
"K16925",12
"K17234",12
"K17298",12
"K17623",12
"K17662",12
"K17883",12
"K17969",12
"K18104",12
"K18246",12
"K18259",12
"K18474",12
"K18530",12
"K18665",12
"K18694",12
"K18701",12
"K18782",12
"K18788",12
"K18830",12
"K18841",12
"K18914",12
"K18926",12
"K19003",12
"K19005",12
"K19049",12
"K19088",12
"K19089",12
"K19092",12
"K19123",12
"K19126",12
"K19166",12
"K19223",12
"K19285",12
"K19360",12
"K19648",12
"K19689",12
"K19824",12
"K19849",12
"K19971",12
"K19975",12
"K20084",12
"K20138",12
"K20361",12
"K20535",12
"K20679",12
"K20772",12
"K20811",12
"K20814",12
"K20838",12
"K20861",12
"K21247",12
"K21314",12
"K21366",12
"K21440",12
"K21449",12
"K21464",12
"K21508",12
"K21567",12
"K21571",12
"K21575",12
"K21685",12
"K21688",12
"K21739",12
"K21814",12
