"genes","cluster"
"K21990",12
"K21996",12
"K22010",12
"K22014",12
"K22073",12
"K22144",12
"K22200",12
"K22212",12
"K22299",12
"K22306",12
"K22394",12
"K22484",12
"K22710",12
"K22736",12
"K22927",12
"K23059",12
"K23233",12
"K23258",12
"K23304",12
"K23373",12
"K23393",12
"K23562",12
"K23683",12
"K23686",12
"K23725",12
"K23773",12
"K23866",12
"K23983",12
"K23993",12
"K24017",12
"K24119",12
"K24163",12
"K24206",12
"K24213",12
"K24941",12
"K25031",12
"K25150",12
"K25166",12
"K25167",12
"K25182",12
"K25220",12
"K25494",12
"K25617",12
"K25641",12
"K26077",12
"K26365",12
"K26401",12
"K26604",12
"K26606",12
"K26977",12
"K27085",12
"K27263",12
"K27343",12
