"genes","cluster"
"K23393",2
"K23562",2
"K23686",2
"K23725",2
"K23773",2
"K23777",2
"K23866",2
"K23980",2
"K23983",2
"K23993",2
"K24017",2
"K24040",2
"K24100",2
"K24163",2
"K24357",2
"K24821",2
"K24941",2
"K24966",2
"K25031",2
"K25167",2
"K25220",2
"K25494",2
"K25617",2
"K25649",2
"K26077",2
"K26605",2
"K26607",2
"K26977",2
"K27069",2
"K27243",2
"K27343",2
"K27681",2
