"genes","cluster"
"K00012",5
"K00014",5
"K00015",5
"K00019",5
"K00049",5
"K00073",5
"K00081",5
"K00085",5
"K00138",5
"K00169",5
"K00172",5
"K00174",5
"K00175",5
"K00177",5
"K00179",5
"K00187",5
"K00188",5
"K00207",5
"K00208",5
"K00230",5
"K00233",5
"K00234",5
"K00240",5
"K00255",5
"K00261",5
"K00281",5
"K00282",5
"K00315",5
"K00318",5
"K00341",5
"K00347",5
"K00348",5
"K00350",5
"K00394",5
"K00404",5
"K00459",5
"K00483",5
"K00529",5
"K00533",5
"K00575",5
"K00595",5
"K00601",5
"K00634",5
"K00639",5
"K00647",5
"K00666",5
"K00675",5
"K00683",5
"K00684",5
"K00693",5
"K00710",5
"K00720",5
"K00748",5
"K00767",5
"K00793",5
"K00796",5
"K00803",5
"K00810",5
"K00812",5
"K00819",5
"K00824",5
"K00832",5
"K00836",5
"K00846",5
"K00857",5
"K00860",5
"K00889",5
"K00901",5
"K00929",5
"K00941",5
"K00951",5
"K00952",5
"K00956",5
"K00992",5
"K00994",5
"K01008",5
"K01011",5
"K01012",5
"K01027",5
"K01034",5
"K01035",5
"K01039",5
"K01040",5
"K01044",5
"K01054",5
"K01057",5
"K01060",5
"K01066",5
"K01095",5
"K01118",5
"K01133",5
"K01134",5
"K01135",5
"K01136",5
"K01160",5
"K01163",5
"K01174",5
"K01179",5
"K01186",5
"K01201",5
"K01212",5
"K01241",5
"K01255",5
"K01266",5
"K01277",5
"K01282",5
"K01284",5
"K01302",5
"K01308",5
"K01337",5
"K01358",5
"K01371",5
"K01373",5
"K01419",5
"K01436",5
"K01455",5
"K01468",5
"K01474",5
"K01476",5
"K01480",5
"K01489",5
"K01499",5
"K01505",5
"K01513",5
"K01557",5
"K01563",5
"K01566",5
"K01573",5
"K01579",5
"K01584",5
"K01590",5
"K01596",5
"K01599",5
"K01615",5
"K01627",5
"K01666",5
"K01684",5
"K01695",5
"K01706",5
"K01709",5
"K01711",5
"K01712",5
"K01719",5
"K01726",5
"K01727",5
"K01728",5
"K01730",5
"K01733",5
"K01744",5
"K01759",5
"K01768",5
"K01787",5
"K01816",5
"K01843",5
"K01844",5
"K01851",5
"K01874",5
"K01912",5
"K01918",5
"K01932",5
"K01935",5
"K01948",5
"K01959",5
"K02001",5
"K02008",5
"K02011",5
"K02017",5
"K02042",5
"K02047",5
"K02083",5
"K02117",5
"K02118",5
"K02121",5
"K02168",5
"K02170",5
"K02188",5
"K02191",5
"K02205",5
"K02217",5
"K02224",5
"K02226",5
"K02227",5
"K02231",5
"K02303",5
"K02307",5
"K02322",5
"K02342",5
"K02361",5
"K02377",5
"K02379",5
"K02401",5
"K02404",5
"K02406",5
"K02409",5
"K02410",5
"K02416",5
"K02417",5
"K02419",5
"K02421",5
"K02429",5
"K02439",5
"K02443",5
"K02445",5
"K02446",5
"K02454",5
"K02471",5
"K02472",5
"K02477",5
"K02488",5
"K02491",5
"K02517",5
"K02549",5
"K02556",5
"K02557",5
"K02560",5
"K02566",5
"K02573",5
"K02585",5
"K02587",5
"K02588",5
"K02658",5
"K02667",5
"K02686",5
"K02724",5
"K02765",5
"K02783",5
"K02804",5
"K02841",5
"K02843",5
"K02850",5
"K02890",5
"K02916",5
"K02935",5
"K02963",5
"K03071",5
"K03088",5
"K03092",5
"K03098",5
"K03101",5
"K03107",5
"K03118",5
"K03150",5
"K03168",5
"K03183",5
"K03210",5
"K03224",5
"K03230",5
"K03271",5
"K03291",5
"K03296",5
"K03307",5
"K03312",5
"K03315",5
"K03317",5
"K03326",5
"K03337",5
"K03338",5
"K03339",5
"K03382",5
"K03399",5
"K03404",5
"K03406",5
"K03410",5
"K03411",5
"K03412",5
"K03445",5
"K03446",5
"K03457",5
"K03465",5
"K03470",5
"K03473",5
"K03512",5
"K03518",5
"K03535",5
"K03543",5
"K03548",5
"K03558",5
"K03559",5
"K03560",5
"K03561",5
"K03580",5
"K03591",5
"K03599",5
"K03605",5
"K03608",5
"K03612",5
"K03616",5
"K03620",5
"K03642",5
"K03643",5
"K03644",5
"K03651",5
"K03653",5
"K03658",5
"K03666",5
"K03673",5
"K03709",5
"K03710",5
"K03711",5
"K03733",5
"K03767",5
"K03772",5
"K03773",5
"K03775",5
"K03780",5
"K03781",5
"K03787",5
"K03806",5
"K03811",5
"K03814",5
"K03826",5
"K03911",5
"K03912",5
"K03913",5
"K03923",5
"K03940",5
"K03972",5
"K03981",5
"K04022",5
