"genes","cluster"
"K00001",1
"K00004",1
"K00006",1
"K00011",1
"K00021",1
"K00026",1
"K00027",1
"K00040",1
"K00048",1
"K00059",1
"K00074",1
"K00075",1
"K00078",1
"K00097",1
"K00099",1
"K00100",1
"K00102",1
"K00107",1
"K00124",1
"K00128",1
"K00170",1
"K00211",1
"K00222",1
"K00223",1
"K00227",1
"K00228",1
"K00232",1
"K00235",1
"K00236",1
"K00248",1
"K00274",1
"K00284",1
"K00286",1
"K00287",1
"K00288",1
"K00290",1
"K00293",1
"K00295",1
"K00311",1
"K00313",1
"K00326",1
"K00327",1
"K00366",1
"K00370",1
"K00375",1
"K00381",1
"K00392",1
"K00411",1
"K00412",1
"K00414",1
"K00415",1
"K00416",1
"K00417",1
"K00418",1
"K00419",1
"K00443",1
"K00484",1
"K00511",1
"K00523",1
"K00551",1
"K00555",1
"K00558",1
"K00559",1
"K00560",1
"K00567",1
"K00586",1
"K00609",1
"K00618",1
"K00625",1
"K00626",1
"K00643",1
"K00654",1
"K00667",1
"K00668",1
"K00679",1
"K00688",1
"K00694",1
"K00698",1
"K00703",1
"K00705",1
"K00706",1
"K00761",1
"K00762",1
"K00764",1
"K00773",1
"K00802",1
"K00813",1
"K00814",1
"K00818",1
"K00831",1
"K00838",1
"K00844",1
"K00847",1
"K00852",1
"K00856",1
"K00863",1
"K00864",1
"K00865",1
"K00866",1
"K00873",1
"K00877",1
"K00885",1
"K00888",1
"K00895",1
"K00898",1
"K00900",1
"K00902",1
"K00914",1
"K00915",1
"K00931",1
"K00937",1
"K00938",1
"K00965",1
"K00967",1
"K00975",1
"K00993",1
"K00999",1
"K01006",1
"K01052",1
"K01067",1
"K01069",1
"K01070",1
"K01081",1
"K01085",1
"K01101",1
"K01102",1
"K01111",1
"K01120",1
"K01153",1
"K01176",1
"K01180",1
"K01192",1
"K01200",1
"K01202",1
"K01207",1
"K01208",1
"K01218",1
"K01222",1
"K01223",1
"K01238",1
"K01240",1
"K01243",1
"K01252",1
"K01254",1
"K01264",1
"K01265",1
"K01267",1
"K01268",1
"K01304",1
"K01318",1
"K01336",1
"K01338",1
"K01341",1
"K01347",1
"K01381",1
"K01403",1
