"genes","cluster"
"K07573",10
"K07577",10
"K07584",10
"K07656",10
"K07666",10
"K07687",10
"K07689",10
"K07712",10
"K07720",10
"K08014",10
"K08075",10
"K08081",10
"K08083",10
"K08151",10
"K08169",10
"K08177",10
"K08215",10
"K08218",10
"K08259",10
"K08281",10
"K08349",10
"K08357",10
"K08516",10
"K08658",10
"K08679",10
"K08723",10
"K08737",10
"K08784",10
"K08900",10
"K08974",10
"K09022",10
"K09126",10
"K09163",10
"K09255",10
"K09444",10
"K09561",10
"K09570",10
"K09607",10
"K09610",10
"K09702",10
"K09808",10
"K09835",10
"K09869",10
"K09988",10
"K10018",10
"K10062",10
"K10104",10
"K10209",10
"K10295",10
"K10388",10
"K10532",10
"K10540",10
"K10542",10
"K10558",10
"K10715",10
"K10747",10
"K10771",10
"K10774",10
"K10810",10
"K10814",10
"K10834",10
"K10848",10
"K10909",10
"K10974",10
"K10978",10
"K11028",10
"K11066",10
"K11152",10
"K11153",10
"K11163",10
"K11166",10
"K11203",10
"K11210",10
"K11216",10
"K11279",10
"K11339",10
"K11427",10
"K11443",10
"K11525",10
"K11537",10
"K11607",10
"K11609",10
"K11645",10
"K11664",10
"K11686",10
"K11688",10
"K11689",10
"K11692",10
"K11781",10
"K11785",10
"K11908",10
"K11922",10
"K11924",10
"K12108",10
"K12113",10
"K12124",10
"K12139",10
"K12141",10
"K12142",10
"K12151",10
"K12152",10
"K12196",10
"K12217",10
"K12235",10
"K12266",10
"K12272",10
"K12309",10
"K12333",10
"K12339",10
"K12433",10
"K12452",10
"K12455",10
"K12572",10
"K12595",10
"K12703",10
"K12705",10
"K12736",10
"K12823",10
"K12834",10
"K12859",10
"K12860",10
"K12962",10
"K12984",10
"K13019",10
"K13059",10
"K13183",10
"K13278",10
"K13427",10
"K13500",10
"K13524",10
"K13578",10
"K13654",10
"K13702",10
"K13746",10
"K13754",10
"K13868",10
"K13890",10
"K13939",10
"K13965",10
"K14078",10
"K14127",10
"K14158",10
"K14191",10
"K14206",10
"K14258",10
"K14354",10
"K14358",10
"K14387",10
"K14444",10
"K14454",10
"K14534",10
"K14558",10
"K14587",10
"K14644",10
"K14684",10
"K14760",10
"K14806",10
"K14818",10
"K14856",10
"K14961",10
"K15084",10
"K15128",10
"K15207",10
"K15329",10
"K15378",10
"K15418",10
"K15428",10
"K15457",10
"K15461",10
"K15527",10
"K15529",10
"K15655",10
"K15722",10
"K15724",10
"K15727",10
"K15778",10
"K15783",10
"K15827",10
"K15836",10
"K15871",10
"K15912",10
"K15957",10
"K15987",10
"K16044",10
"K16053",10
"K16149",10
"K16150",10
"K16181",10
"K16236",10
"K16348",10
"K16474",10
"K16502",10
"K16568",10
"K16693",10
"K16697",10
"K16704",10
"K16788",10
"K16792",10
"K16938",10
"K16954",10
"K17043",10
"K17248",10
"K17408",10
"K17439",10
"K17491",10
"K17506",10
"K17744",10
"K17761",10
"K17794",10
"K17797",10
"K17878",10
"K17997",10
"K18011",10
"K18014",10
"K18085",10
"K18119",10
"K18120",10
"K18139",10
"K18142",10
"K18195",10
"K18199",10
"K18222",10
"K18244",10
"K18264",10
"K18418",10
"K18809",10
"K18898",10
"K18959",10
"K18979",10
"K19029",10
"K19067",10
"K19068",10
"K19077",10
"K19091",10
"K19181",10
"K19233",10
"K19419",10
"K19449",10
"K19507",10
"K19519",10
"K19576",10
"K19613",10
"K19630",10
"K19633",10
"K19649",10
"K19691",10
"K19755",10
"K19833",10
"K19953",10
"K19954",10
"K19976",10
"K20092",10
"K20097",10
"K20141",10
"K20177",10
"K20182",10
"K20201",10
"K20203",10
"K20257",10
"K20344",10
"K20448",10
"K20508",10
"K20627",10
"K20638",10
"K20741",10
"K20742",10
"K20901",10
"K21021",10
"K21027",10
"K21029",10
"K21063",10
"K21298",10
"K21350",10
"K21353",10
"K21417",10
"K21429",10
"K21466",10
"K21514",10
"K21522",10
"K21523",10
"K21531",10
"K21604",10
"K21778",10
"K21832",10
"K21889",10
"K21898",10
"K22012",10
"K22024",10
"K22108",10
"K22129",10
"K22165",10
"K22224",10
"K22226",10
"K22227",10
"K22251",10
"K22431",10
"K22470",10
"K22645",10
"K22719",10
"K22747",10
"K22757",10
"K22848",10
"K22906",10
"K23014",10
"K23148",10
"K23419",10
"K23448",10
"K23519",10
"K23617",10
"K23677",10
"K23751",10
"K23756",10
"K23911",10
"K23997",10
"K24269",10
"K24289",10
"K24367",10
"K24446",10
"K24469",10
"K24664",10
"K24737",10
"K24790",10
"K24819",10
"K25038",10
"K25165",10
"K25212",10
"K25222",10
"K25282",10
"K25283",10
"K25307",10
"K25485",10
"K25562",10
"K25995",10
"K26043",10
"K26048",10
"K26122",10
"K26255",10
"K26456",10
"K26688",10
"K26731",10
"K26816",10
"K26838",10
"K26931",10
"K27267",10
"K27614",10
"K27748",10
