column	count	min	max	sum	mean	Q1	med	Q3	IQR	lW	rW	A_Count	C_Count	G_Count	T_Count	N_Count	Max_count
1	6048373	2	40	227153602	37.56	40	40	40	0	40	40	602448	2029545	2974431	379086	62863	6048373
2	6048373	2	40	219254806	36.25	40	40	40	0	40	40	727505	1680436	1599055	1965364	76013	6048373
3	6048373	2	40	218209054	36.08	40	40	40	0	40	40	942412	2155996	1315535	1571567	62863	6048373
4	6048373	2	40	220696626	36.49	40	40	40	0	40	40	1355591	1649136	1612707	1368076	62863	6048373
5	6048373	2	40	221055318	36.55	40	40	40	0	40	40	1503687	1352381	1629237	1500205	62863	6048373
6	6048373	2	40	223234578	36.91	40	40	40	0	40	40	1662005	1326668	1451307	1545530	62863	6048373
7	6048373	2	40	224096150	37.05	40	40	40	0	40	40	1165508	1143223	1107529	2569250	62863	6048373
8	6048373	2	40	225194598	37.23	40	40	40	0	40	40	1260915	1526172	1168594	2029829	62863	6048373
9	6048373	2	40	225552818	37.29	40	40	40	0	40	40	1127985	1505471	1187990	2164064	62863	6048373
10	6048373	2	40	225184854	37.23	40	40	40	0	40	40	1937006	1094426	1329655	1624423	62863	6048373
11	6048373	2	40	225823884	37.34	40	40	40	0	40	40	1390445	1526734	1608904	1444762	77528	6048373
12	6048373	2	40	226689546	37.48	40	40	40	0	40	40	1190489	1618287	1502237	1674497	62863	6048373
13	6048373	2	40	227042894	37.54	40	40	40	0	40	40	1403666	1360025	1434416	1787403	62863	6048373
14	6048373	2	40	226869754	37.51	40	40	40	0	40	40	1362724	1378546	1380609	1863631	62863	6048373
15	6048373	2	40	227081482	37.54	40	40	40	0	40	40	1340863	1475472	1377960	1791215	62863	6048373
16	6048373	2	40	227610438	37.63	40	40	40	0	40	40	1370682	1490560	1439025	1685243	62863	6048373
17	6048373	2	40	227352002	37.59	40	40	40	0	40	40	1392658	1512287	1395051	1685514	62863	6048373
18	6048373	2	40	227382946	37.59	40	40	40	0	40	40	1354121	1539653	1487074	1604662	62863	6048373
