column	count	min	max	sum	mean	Q1	med	Q3	IQR	lW	rW	A_Count	C_Count	G_Count	T_Count	N_Count	Max_count
1	10850017	2	40	407470128	37.55	40	40	40	0	40	40	831573	4100356	5067518	735190	115380	10850017
2	10850017	2	40	392599080	36.18	40	40	40	0	40	40	1025365	3718706	2496018	3470196	139732	10850017
3	10850017	2	40	388082584	35.77	40	40	40	0	40	40	1404090	4094294	2505212	2731041	115380	10850017
4	10850017	2	40	392455400	36.17	40	40	40	0	40	40	2121248	3238437	3077994	2296958	115380	10850017
5	10850017	2	40	393448688	36.26	40	40	40	0	40	40	2391996	2766971	3063091	2512579	115380	10850017
6	10850017	2	40	398150952	36.70	40	40	40	0	40	40	2925596	2541912	2632408	2634721	115380	10850017
7	10850017	2	40	398785896	36.75	40	40	40	0	40	40	2019063	2099767	2008760	4607047	115380	10850017
8	10850017	2	40	403161504	37.16	40	40	40	0	40	40	2189108	2600865	2366733	3577931	115380	10850017
9	10850017	2	40	404140856	37.25	40	40	40	0	40	40	1898621	2821800	2177802	3836414	115380	10850017
10	10850017	2	40	403847352	37.22	40	40	40	0	40	40	3464646	1972949	2225380	3071662	115380	10850017
11	10850017	2	40	405296468	37.35	40	40	40	0	40	40	2534933	2748151	2714489	2709496	142948	10850017
12	10850017	2	40	406749348	37.49	40	40	40	0	40	40	2047672	2925655	2735634	3025676	115380	10850017
13	10850017	2	40	407516688	37.56	40	40	40	0	40	40	2477539	2604554	2491098	3161446	115380	10850017
14	10850017	2	40	407490224	37.56	40	40	40	0	40	40	2426794	2681878	2409366	3216599	115380	10850017
15	10850017	2	40	407900404	37.59	40	40	40	0	40	40	2477222	2814240	2343923	3099252	115380	10850017
16	10850017	2	40	408859180	37.68	40	40	40	0	40	40	2373640	2793134	2531891	3035972	115380	10850017
17	10850017	2	40	408514824	37.65	40	40	40	0	40	40	2406320	3096255	2335709	2896353	115380	10850017
18	10850017	2	40	408385148	37.64	40	40	40	0	40	40	2364522	2954924	2729912	2685279	115380	10850017
19	10850017	2	40	408961448	37.69	40	40	40	0	40	40	2340881	2941320	2748333	2704103	115380	10850017
20	10850017	2	40	409023752	37.70	40	40	40	0	40	40	2596752	2660476	2611104	2866305	115380	10850017
21	10850017	2	40	409129416	37.71	40	40	40	0	40	40	2549916	2732492	2589676	2862553	115380	10850017
22	10850017	2	40	408953672	37.69	40	40	40	0	40	40	2619908	2589454	2726058	2799217	115380	10850017
23	10850017	2	40	409107472	37.71	40	40	40	0	40	40	2538592	2486069	2758175	2951625	115556	10850017
24	10850017	2	40	408631392	37.66	40	40	40	0	40	40	2322901	2824206	2780413	2806687	115810	10850017
25	10850017	2	40	409055846	37.70	40	40	40	0	40	40	2414742	2720490	2863083	2735633	116069	10850017
26	10850017	2	40	408473774	37.65	40	40	40	0	40	40	2483859	2933814	2407664	2908369	116311	10850017
27	10850017	2	40	408568846	37.66	40	40	40	0	40	40	2390857	2908347	2369831	3064333	116649	10850017
28	10850017	2	40	408199164	37.62	40	40	40	0	40	40	2454782	2767650	2357857	3152572	117156	10850017
29	10850017	2	40	408593828	37.66	40	40	40	0	40	40	2249210	2653111	2499395	3330625	117676	10850017
30	10850017	2	40	408002216	37.60	40	40	40	0	40	40	2197651	3082759	2310999	3140192	118416	10850017
31	10850017	2	40	408198298	37.62	40	40	40	0	40	40	2423471	2868454	2432694	3005989	119409	10850017
32	10850017	2	40	407699348	37.58	40	40	40	0	40	40	2420739	2992318	2332678	2983618	120664	10850017
33	10850017	2	40	403900546	37.23	40	40	40	0	40	40	2278988	2948879	2390156	3003823	228171	10850017
34	10850017	2	40	407341526	37.54	40	40	40	0	40	40	2327805	3047180	2606355	2742404	126273	10850017
35	10850017	2	40	407827444	37.59	40	40	40	0	40	40	2429620	2893553	2581553	2814567	130724	10850017
36	10715990	12	40	406724140	37.95	40	40	40	0	40	40	2461221	3021192	2526585	2706992	0	10850017
37	10711263	12	40	406913216	37.99	40	40	40	0	40	40	2519663	2782310	2555916	2853374	0	10850017
38	10708345	12	40	406703796	37.98	40	40	40	0	40	40	2340428	2821207	2651155	2895555	0	10850017
39	10703904	12	40	405961592	37.93	40	40	40	0	40	40	2181952	3046706	2649016	2826230	0	10850017
40	10699462	12	40	405903940	37.94	40	40	40	0	40	40	2233757	3019469	2750934	2695302	0	10850017
41	10695483	12	40	405732504	37.93	40	40	40	0	40	40	2269807	2886571	2727618	2811487	0	10850017
42	10691580	12	40	405204420	37.90	40	40	40	0	40	40	2466236	2861617	2634978	2728749	0	10850017
43	10687275	12	40	405352944	37.93	40	40	40	0	40	40	2246155	2819217	2757452	2864451	0	10850017
44	10682448	12	40	404990976	37.91	40	40	40	0	40	40	2224860	2887874	2688167	2881547	0	10850017
45	10677321	12	40	404625916	37.90	40	40	40	0	40	40	2257969	3048533	2412109	2958710	0	10850017
46	10673109	12	40	403935052	37.85	40	40	40	0	40	40	2411318	3016731	2408536	2836524	0	10850017
47	10668704	12	40	404094604	37.88	40	40	40	0	40	40	2254257	2844867	2486397	3083183	0	10850017
48	10664204	12	40	403644280	37.85	40	40	40	0	40	40	2187286	2977571	2479121	3020226	0	10850017
49	10659613	2	40	401071494	37.63	40	40	40	0	40	40	2312531	2980934	2419043	2913574	33531	10850017
50	10654329	12	40	402753204	37.80	40	40	40	0	40	40	2217957	3102032	2718674	2615666	0	10850017
51	10648687	12	40	403169832	37.86	40	40	40	0	40	40	2281689	3158284	2504815	2703899	0	10850017
52	10642764	12	40	402834468	37.85	40	40	40	0	40	40	2275687	2890609	2542909	2933559	0	10850017
53	10637154	12	40	402263580	37.82	40	40	40	0	40	40	2234090	2988617	2319100	3095347	0	10850017
54	10632444	12	40	401303368	37.74	40	40	40	0	40	40	2201851	3128019	2467498	2835076	0	10850017
55	10627720	12	40	401535636	37.78	40	40	40	0	40	40	2252735	2901341	2765618	2708026	0	10850017
56	10623077	12	40	401496640	37.79	40	40	40	0	40	40	2300611	3052638	2539074	2730754	0	10850017
57	10618233	12	40	401024024	37.77	40	40	40	0	40	40	2233037	3065952	2501440	2817804	0	10850017
58	10614212	12	40	401056704	37.78	40	40	40	0	40	40	2411408	3100745	2410535	2691524	0	10850017
59	10609425	12	40	400720912	37.77	40	40	40	0	40	40	2239385	3033611	2469545	2866884	0	10850017
60	10604341	12	40	400499256	37.77	40	40	40	0	40	40	2233341	3064804	2372649	2933547	0	10850017
61	10599609	12	40	400359900	37.77	40	40	40	0	40	40	2417420	2799838	2553883	2828468	0	10850017
62	10594615	12	40	399946524	37.75	40	40	40	0	40	40	2406381	2845949	2472377	2869908	0	10850017
63	10589210	12	40	400120760	37.79	40	40	40	0	40	40	2280954	2763798	2563002	2981456	0	10850017
64	10583452	12	40	399912068	37.79	40	40	40	0	40	40	2338467	2737185	2536915	2970885	0	10850017
65	10577675	12	40	399705048	37.79	40	40	40	0	40	40	2225960	2902056	2382542	3067117	0	10850017
66	10572122	12	40	398773980	37.72	40	40	40	0	40	40	2363895	2978189	2441799	2788239	0	10850017
67	10566140	12	40	398853452	37.75	40	40	40	0	40	40	2373601	2793537	2603828	2795174	0	10850017
68	10559961	12	40	398743004	37.76	40	40	40	0	40	40	2257050	2761503	2560670	2980738	0	10850017
69	10553262	12	40	398004436	37.71	40	40	40	0	40	40	2145299	3000047	2464447	2943469	0	10850017
70	10545476	12	40	398078648	37.75	40	40	40	0	40	40	2474447	2552692	2632667	2885670	0	10850017
71	10536533	12	40	397458280	37.72	40	40	40	0	40	40	2335803	2751482	2521219	2928029	0	10850017
72	10525229	12	40	397239556	37.74	40	40	40	0	40	40	2440018	2688274	2451281	2945656	0	10850017
73	10515680	12	40	396728088	37.73	40	40	40	0	40	40	2339619	2744947	2794212	2636902	0	10850017
74	10505283	12	40	396005180	37.70	40	40	40	0	40	40	2384121	2604987	2966868	2549307	0	10850017
75	10492856	12	40	395513300	37.69	40	40	40	0	40	40	2246038	3094418	2722641	2429759	0	10850017
76	10479337	12	40	395727596	37.76	40	40	40	0	40	40	2256590	2738797	2680768	2803182	0	10850017
77	10465154	2	40	392987466	37.55	40	40	40	0	40	40	2207216	2988789	2440085	2803819	25245	10850017
78	10450272	12	40	393646336	37.67	40	40	40	0	40	40	2515564	2866082	2285851	2782775	0	10850017
79	10433307	12	40	392797556	37.65	40	40	40	0	40	40	2340616	3108941	2355349	2628401	0	10850017
80	10416350	12	40	392191744	37.65	40	40	40	0	40	40	2515968	2946361	2416645	2537376	0	10850017
81	10395688	12	40	391374208	37.65	40	40	40	0	40	40	2319011	3315608	2235446	2525623	0	10850017
82	10374518	12	40	390722884	37.66	40	40	40	0	40	40	2325136	2927453	2373364	2748565	0	10850017
83	10349806	12	40	390214676	37.70	40	40	40	0	40	40	2205846	2931948	2229798	2982214	0	10850017
84	10321916	12	40	388330908	37.62	40	40	40	0	40	40	2112450	3066462	2319082	2823922	0	10850017
85	10293040	12	40	387543648	37.65	40	40	40	0	40	40	2254057	2982384	2269906	2786693	0	10850017
86	10259561	12	40	385475300	37.57	40	40	40	0	40	40	2145434	3138510	2322531	2653086	0	10850017
87	10223175	12	40	384721480	37.63	40	40	40	0	40	40	2287375	3023130	2300696	2611974	0	10850017
88	10182976	12	40	383201108	37.63	40	40	40	0	40	40	2290791	2759601	2490897	2641687	0	10850017
89	10144395	2	40	380081496	37.47	40	40	40	0	40	40	2325965	2860581	2276426	2653115	28308	10850017
90	10104594	12	40	379434708	37.55	40	40	40	0	40	40	2138140	2955147	2313135	2698172	0	10850017
91	10063494	12	40	378355752	37.60	40	40	40	0	40	40	2122198	2820786	2406472	2714038	0	10850017
92	10017283	12	40	376934708	37.63	40	40	40	0	40	40	2168085	2724847	2315150	2809201	0	10850017
93	9967816	12	40	374845672	37.61	40	40	40	0	40	40	2145665	2733134	2356275	2732742	0	10850017
94	9917714	12	40	372672004	37.58	40	40	40	0	40	40	2296994	2439206	2246433	2935081	0	10850017
95	9864398	12	40	370819036	37.59	40	40	40	0	40	40	2089222	2603151	2331086	2840939	0	10850017
96	9810372	12	40	368079268	37.52	40	40	40	0	40	40	2234569	2786462	2220709	2568632	0	10850017
97	9753228	12	40	365678800	37.49	40	40	40	0	40	40	2283966	2732627	2273799	2462836	0	10850017
98	9693953	12	40	363400556	37.49	40	40	40	0	40	40	2250206	2597866	2145903	2699978	0	10850017
99	9628139	12	40	360987028	37.49	40	40	40	0	40	40	2049479	2865436	2202153	2511071	0	10850017
100	9560237	12	40	357718604	37.42	40	40	40	0	40	40	2088668	2735239	2292617	2443713	0	10850017
101	9491850	12	40	355166092	37.42	40	40	40	0	40	40	2358262	2492549	2220177	2420862	0	10850017
102	9419374	12	40	352326504	37.40	40	40	40	0	40	40	2079186	2546285	2124153	2669750	0	10850017
103	9344608	12	40	350150268	37.47	40	40	40	0	40	40	2113237	2531774	2249583	2450014	0	10850017
104	9264180	12	40	347341352	37.49	40	40	40	0	40	40	2167996	2370140	2123294	2602750	0	10850017
105	9176395	12	40	341784788	37.25	40	40	40	0	40	40	2074214	2642538	2092293	2367350	0	10850017
106	9090583	12	40	339288084	37.32	40	40	40	0	40	40	2123181	2607254	2045504	2314644	0	10850017
107	8994070	2	40	335630378	37.32	40	40	40	0	40	40	2186960	2451034	1972009	2384064	3	10850017
108	8896153	12	40	332000056	37.32	40	40	40	0	40	40	1965277	2564792	1822600	2543484	0	10850017
109	8786153	12	40	328218204	37.36	40	40	40	0	40	40	2087014	2325026	1866734	2507379	0	10850017
110	8679058	2	40	323932242	37.32	40	40	40	0	40	40	2018839	2257930	1813496	2588792	1	10850017
111	8578307	2	40	318636960	37.14	40	40	40	0	40	40	1929970	2323232	1957015	2318430	49660	10850017
112	8488855	12	40	317287272	37.38	40	40	40	0	40	40	2037919	2247398	2017548	2185990	0	10850017
113	8393755	2	40	306955592	36.57	40	40	40	0	40	40	1877050	2299008	1933801	2122154	161742	10850017
114	8294609	2	40	306735892	36.98	40	40	40	0	40	40	1887557	2313608	1833592	2194032	65820	10850017
115	8191413	12	40	305254920	37.27	40	40	40	0	40	40	1853604	2350964	1949645	2037200	0	10850017
116	8092527	2	40	301819978	37.30	40	40	40	0	40	40	1804217	2254687	1894691	2138931	1	10850017
117	7991192	12	40	298255940	37.32	40	40	40	0	40	40	1874986	2108624	1982295	2025287	0	10850017
118	7894832	12	40	294478776	37.30	40	40	40	0	40	40	1725854	2036231	1912068	2220679	0	10850017
119	7800863	2	40	291038288	37.31	40	40	40	0	40	40	1753156	2040700	1958603	2048402	2	10850017
120	7706475	2	40	286993062	37.24	40	40	40	0	40	40	1679596	2225642	1736097	2065139	1	10850017
121	7609331	12	40	283577896	37.27	40	40	40	0	40	40	1826664	2090533	1742479	1949655	0	10850017
122	7508009	12	40	279595396	37.24	40	40	40	0	40	40	1779377	1960050	1722492	2046090	0	10850017
123	7410500	2	40	276046506	37.25	40	40	40	0	40	40	1685487	2009801	1804998	1910213	1	10850017
124	7310337	2	40	272103086	37.22	40	40	40	0	40	40	1812972	1905551	1718913	1872900	1	10850017
125	7208118	12	40	268306432	37.22	40	40	40	0	40	40	1751458	1779306	1678628	1998726	0	10850017
126	7105552	12	40	264266916	37.19	40	40	40	0	40	40	1673983	1898517	1514024	2019028	0	10850017
127	7004063	12	40	260327340	37.17	40	40	40	0	40	40	1638680	1876101	1581058	1908224	0	10850017
128	6902220	12	40	256669904	37.19	40	40	40	0	40	40	1614108	1713989	1518535	2055588	0	10850017
129	6788586	12	40	251797052	37.09	40	40	40	0	40	40	1491601	1919397	1514844	1862744	0	10850017
130	6683235	12	40	248442936	37.17	40	40	40	0	40	40	1513675	1848342	1533297	1787921	0	10850017
131	6577759	12	40	244310884	37.14	40	40	40	0	40	40	1537158	1759217	1652096	1629288	0	10850017
132	6473650	12	40	240318752	37.12	40	40	40	0	40	40	1460066	1899084	1496716	1617784	0	10850017
133	6370648	12	40	236480072	37.12	40	40	40	0	40	40	1519156	1655378	1497130	1698984	0	10850017
134	6264644	12	40	232411848	37.10	40	40	40	0	40	40	1473757	1660743	1367026	1763118	0	10850017
135	6158422	12	40	228348988	37.08	40	40	40	0	40	40	1417022	1661936	1520241	1559223	0	10850017
136	6050704	12	40	224374772	37.08	40	40	40	0	40	40	1443318	1580824	1524485	1502077	0	10850017
137	5948852	12	40	220537100	37.07	40	40	40	0	40	40	1457208	1641772	1332160	1517712	0	10850017
138	5851000	2	40	215738654	36.87	40	40	40	0	40	40	1366430	1673526	1276005	1519396	15643	10850017
139	5747357	12	40	212839652	37.03	40	40	40	0	40	40	1372396	1596493	1279015	1499453	0	10850017
140	5646744	12	40	209019232	37.02	40	40	40	0	40	40	1308661	1492465	1210652	1634966	0	10850017
141	5551950	12	40	205354872	36.99	40	40	40	0	40	40	1315931	1643295	1197802	1394922	0	10850017
142	5468105	12	40	202106340	36.96	40	40	40	0	40	40	1457420	1428984	1227604	1354097	0	10850017
143	5391609	12	40	199234468	36.95	40	40	40	0	40	40	1364663	1375032	1187337	1464577	0	10850017
144	5316184	2	40	195186742	36.72	40	40	40	0	40	40	1250951	1450044	1121208	1463670	30311	10850017
145	5235371	12	40	193244936	36.91	40	40	40	0	40	40	1251237	1440346	1186384	1357404	0	10850017
146	5151810	12	40	190086660	36.90	40	40	40	0	40	40	1207397	1396191	1172367	1375855	0	10850017
147	5065943	12	40	186848636	36.88	40	40	40	0	40	40	1248610	1346068	1214428	1256837	0	10850017
148	4965859	12	40	183192728	36.89	40	40	40	0	40	40	1213703	1180306	1226115	1345735	0	10850017
149	4806498	12	40	177186596	36.86	40	40	40	0	40	40	1175864	1108995	1179911	1341728	0	10850017
150	4433188	12	40	163407532	36.86	40	40	40	0	40	40	1137439	966113	1103588	1226048	0	10850017
151	3171951	12	40	116299924	36.67	40	40	40	0	40	40	1165636	0	1105823	900492	0	10850017
