column	count	min	max	sum	mean	Q1	med	Q3	IQR	lW	rW	A_Count	C_Count	G_Count	T_Count	N_Count	Max_count
1	10911410	2	40	407778692	37.37	40	40	40	0	40	40	1146465	3352033	5583760	663606	165546	10911410
2	10911410	2	40	391664552	35.89	40	40	40	0	40	40	1274403	3448235	2551242	3446118	191412	10911410
3	10911410	2	40	388221832	35.58	40	40	40	0	40	40	1801167	3825646	2245890	2873161	165546	10911410
4	10911410	2	40	394020184	36.11	40	40	40	0	40	40	2459809	3065555	2755307	2465193	165546	10911410
5	10911410	2	40	394088128	36.12	40	40	40	0	40	40	2778108	2507236	2809559	2650961	165546	10911410
6	10911410	2	40	400642356	36.72	40	40	40	0	40	40	3170249	2374010	2535704	2665901	165546	10911410
7	10911410	2	40	401617532	36.81	40	40	40	0	40	40	2281138	2128773	1845737	4490216	165546	10911410
8	10911410	2	40	405148768	37.13	40	40	40	0	40	40	2439911	2720904	2125409	3459640	165546	10911410
9	10911410	2	40	405857472	37.20	40	40	40	0	40	40	2183948	2633108	2132255	3796553	165546	10911410
10	10911410	2	40	405411800	37.15	40	40	40	0	40	40	3710219	1902198	2164470	2968977	165546	10911410
11	10911410	2	40	406378910	37.24	40	40	40	0	40	40	2766139	2684214	2706505	2558793	195759	10911410
12	10911410	2	40	408432136	37.43	40	40	40	0	40	40	2322011	2788033	2556843	3078977	165546	10911410
13	10911410	2	40	409187268	37.50	40	40	40	0	40	40	2682511	2369846	2394774	3298733	165546	10911410
14	10911410	2	40	408881452	37.47	40	40	40	0	40	40	2606512	2508936	2366534	3263882	165546	10911410
15	10911410	2	40	409167428	37.50	40	40	40	0	40	40	2629157	2595592	2314186	3206929	165546	10911410
16	10911410	2	40	410306524	37.60	40	40	40	0	40	40	2660655	2602586	2404040	3078583	165546	10911410
17	10911410	2	40	409921492	37.57	40	40	40	0	40	40	2665928	2732783	2304569	3042584	165546	10911410
18	10911410	2	40	410050680	37.58	40	40	40	0	40	40	2578476	2750653	2481725	2935010	165546	10911410
19	10911410	2	40	410230308	37.60	40	40	40	0	40	40	2590796	2704498	2593542	2857028	165546	10911410
20	10911410	2	40	410163768	37.59	40	40	40	0	40	40	2687865	2636129	2422505	2999365	165546	10911410
21	10911410	2	40	410370632	37.61	40	40	40	0	40	40	2624197	2750031	2460197	2911439	165546	10911410
22	10911410	2	40	410584908	37.63	40	40	40	0	40	40	2768378	2591385	2553622	2832479	165546	10911410
23	10911410	2	40	410819470	37.65	40	40	40	0	40	40	2657503	2554012	2573043	2961039	165813	10911410
24	10911410	2	40	410541482	37.62	40	40	40	0	40	40	2530275	2777765	2525652	2911449	166269	10911410
25	10911410	2	40	410606876	37.63	40	40	40	0	40	40	2697208	2621054	2565492	2860906	166750	10911410
