column	count	min	max	sum	mean	Q1	med	Q3	IQR	lW	rW	A_Count	C_Count	G_Count	T_Count	N_Count	Max_count
1	13915861	2	40	524319178	37.68	40	40	40	0	40	40	1480877	4341695	7083128	955234	54927	13915861
2	13915861	2	40	500678262	35.98	40	40	40	0	40	40	1628505	4133444	3330021	4737180	86711	13915861
3	13915861	2	40	497718634	35.77	40	40	40	0	40	40	2262173	4725456	2975844	3897461	54927	13915861
4	13915861	2	40	506843170	36.42	40	40	40	0	40	40	3096565	3776841	3586671	3400857	54927	13915861
5	13915861	2	40	507759258	36.49	40	40	40	0	40	40	3618304	3014232	3616268	3612130	54927	13915861
6	13915861	2	40	516836494	37.14	40	40	40	0	40	40	4168442	2712826	3208326	3771340	54927	13915861
7	13915861	2	40	517898002	37.22	40	40	40	0	40	40	3062700	2292323	2394257	6111654	54927	13915861
8	13915861	2	40	523223370	37.60	40	40	40	0	40	40	3194381	3194647	2826986	4644920	54927	13915861
9	13915861	2	40	524760766	37.71	40	40	40	0	40	40	2877992	3107094	2770976	5104872	54927	13915861
10	13915861	2	40	522934582	37.58	40	40	40	0	40	40	4732666	2404354	2876691	3847223	54927	13915861
11	13915861	2	40	524694276	37.70	40	40	40	0	40	40	3723062	3312549	3391911	3396845	91494	13915861
12	13915861	2	40	526670714	37.85	40	40	40	0	40	40	3056643	3503137	3327342	3973812	54927	13915861
13	13915861	2	40	527793174	37.93	40	40	40	0	40	40	3498428	3014802	3150224	4197480	54927	13915861
14	13915861	2	40	527638814	37.92	40	40	40	0	40	40	3498884	3099037	3039275	4223738	54927	13915861
15	13915861	2	40	527802054	37.93	40	40	40	0	40	40	3448676	3270379	3078537	4063342	54927	13915861
16	13915861	2	40	529183358	38.03	40	40	40	0	40	40	3533672	3196595	3237167	3893500	54927	13915861
17	13915861	2	40	528920266	38.01	40	40	40	0	40	40	3476221	3376292	3088636	3919785	54927	13915861
18	13915861	2	40	528988502	38.01	40	40	40	0	40	40	3590208	3413292	3046429	3811005	54927	13915861
19	13915861	2	40	529639682	38.06	40	40	40	0	40	40	3514050	3246198	3273685	3827001	54927	13915861
20	13915861	2	40	529476182	38.05	40	40	40	0	40	40	3656914	3218998	3089093	3895929	54927	13915861
