"genes","cluster"
"K00014",6
"K00019",6
"K00042",6
"K00065",6
"K00150",6
"K00169",6
"K00175",6
"K00177",6
"K00233",6
"K00278",6
"K00459",6
"K00575",6
"K00639",6
"K00648",6
"K00666",6
"K00683",6
"K00693",6
"K00721",6
"K00748",6
"K00767",6
"K00768",6
"K00793",6
"K00794",6
"K00796",6
"K00812",6
"K00824",6
"K00860",6
"K00901",6
"K00970",6
"K00994",6
"K01027",6
"K01039",6
"K01054",6
"K01133",6
"K01179",6
"K01277",6
"K01302",6
"K01305",6
"K01449",6
"K01455",6
"K01566",6
"K01584",6
"K01585",6
"K01596",6
"K01615",6
"K01627",6
"K01711",6
"K01737",6
"K01744",6
"K01753",6
"K01808",6
"K01918",6
"K01932",6
"K01951",6
"K01958",6
"K01959",6
"K01961",6
"K02008",6
"K02226",6
"K02303",6
"K02342",6
"K02361",6
"K02395",6
"K02419",6
"K02439",6
"K02454",6
"K02478",6
"K02669",6
"K02843",6
"K02850",6
"K02916",6
"K03071",6
"K03183",6
"K03210",6
"K03271",6
"K03274",6
"K03296",6
"K03312",6
"K03338",6
"K03405",6
"K03406",6
"K03411",6
"K03446",6
"K03465",6
"K03470",6
"K03498",6
"K03527",6
"K03543",6
"K03559",6
"K03591",6
"K03593",6
"K03625",6
"K03628",6
"K03644",6
"K03651",6
"K03665",6
"K03673",6
"K03744",6
"K03772",6
"K03778",6
"K03783",6
"K03797",6
"K04069",6
"K04088",6
"K04488",6
"K04720",6
"K04760",6
"K05299",6
"K05338",6
"K05352",6
"K05595",6
"K05612",6
"K05776",6
"K05788",6
"K05936",6
"K05966",6
"K05995",6
"K06079",6
"K06177",6
"K06204",6
"K06282",6
"K06381",6
"K06917",6
"K07019",6
"K07037",6
"K07089",6
"K07102",6
"K07216",6
"K07274",6
"K07315",6
"K07459",6
"K07493",6
"K07559",6
"K07692",6
"K07696",6
"K07712",6
"K07713",6
"K07792",6
"K08218",6
"K08307",6
"K08321",6
"K08384",6
"K08674",6
"K08693",6
"K08717",6
"K08740",6
"K09578",6
"K09808",6
"K09858",6
"K09882",6
"K09925",6
"K10010",6
"K10026",6
"K10126",6
"K10594",6
"K10761",6
"K10782",6
"K10899",6
"K10909",6
"K11085",6
"K11145",6
"K11216",6
"K11328",6
"K11494",6
"K11529",6
"K11536",6
"K11752",6
"K11924",6
"K12146",6
"K12257",6
"K12309",6
"K12527",6
"K12538",6
"K12684",6
"K12795",6
"K12942",6
"K13019",6
"K13048",6
"K13278",6
"K13560",6
"K13599",6
"K13694",6
"K13788",6
"K13923",6
"K14058",6
"K14208",6
"K14213",6
"K14379",6
"K14391",6
"K14392",6
"K14440",6
"K14487",6
"K14656",6
"K14664",6
"K14726",6
"K15460",6
"K15530",6
"K15553",6
"K15726",6
"K15855",6
"K15898",6
"K16089",6
"K16203",6
"K16692",6
"K16781",6
"K17103",6
"K17713",6
"K17899",6
"K18013",6
"K18028",6
"K18122",6
"K18195",6
"K18221",6
"K18579",6
"K18660",6
"K18687",6
"K18883",6
"K18942",6
"K18967",6
"K19052",6
"K19068",6
"K19665",6
"K19702",6
"K19973",6
"K20143",6
"K20712",6
"K20801",6
"K20831",6
"K20862",6
"K20904",6
"K21023",6
"K21395",6
"K21499",6
"K21898",6
"K21900",6
"K21929",6
"K21993",6
"K22292",6
"K22468",6
"K23007",6
"K23184",6
"K23424",6
"K23948",6
"K23975",6
"K24012",6
"K24085",6
"K24217",6
"K24846",6
"K25034",6
"K25137",6
"K25212",6
"K25634",6
"K25674",6
"K25675",6
"K25774",6
"K25995",6
"K25996",6
"K26030",6
"K26043",6
"K26425",6
"K26914",6
"K26930",6
"K26933",6
"K27244",6
"K27658",6
