"genes","cluster"
"K17784",4
"K17997",4
"K18044",4
"K18097",4
"K18442",4
"K18479",4
"K18778",4
"K19222",4
"K19227",4
"K19294",4
"K19487",4
"K19703",4
"K19709",4
"K19852",4
"K19956",4
"K19997",4
"K20040",4
"K20046",4
"K20178",4
"K20241",4
"K20265",4
"K20522",4
"K20608",4
"K21017",4
"K21071",4
"K21752",4
"K21961",4
"K22013",4
"K22211",4
"K22227",4
"K22230",4
"K22300",4
"K22337",4
"K22431",4
"K22836",4
"K23039",4
"K23334",4
"K23412",4
"K23518",4
"K23997",4
"K24041",4
"K24139",4
"K24708",4
"K24965",4
"K25072",4
"K25130",4
"K25133",4
"K25227",4
"K25232",4
"K25290",4
"K25308",4
"K25517",4
"K25589",4
"K25763",4
"K25900",4
"K26046",4
"K26246",4
"K26404",4
"K26550",4
"K26709",4
"K26905",4
"K26939",4
"K27043",4
"K27266",4
"K27384",4
"K27388",4
"K27540",4
"K27691",4
