"genes","cluster"
"K00117",14
"K00163",14
"K00198",14
"K00297",14
"K00298",14
"K00333",14
"K00336",14
"K00437",14
"K00526",14
"K00611",14
"K00638",14
"K00670",14
"K00709",14
"K00763",14
"K00795",14
"K00817",14
"K00848",14
"K00891",14
"K00926",14
"K01058",14
"K01194",14
"K01246",14
"K01430",14
"K01464",14
"K01478",14
"K01479",14
"K01531",14
"K01598",14
"K01611",14
"K01706",14
"K01776",14
"K01818",14
"K01894",14
"K01910",14
"K01992",14
"K02000",14
"K02037",14
"K02045",14
"K02160",14
"K02197",14
"K02203",14
"K02236",14
"K02237",14
"K02552",14
"K02563",14
"K02848",14
"K02856",14
"K03089",14
"K03187",14
"K03303",14
"K03388",14
"K03480",14
"K03485",14
"K03534",14
"K03594",14
"K03706",14
"K03732",14
"K03746",14
"K03750",14
"K03762",14
"K03796",14
"K03824",14
"K03825",14
"K04023",14
"K04030",14
"K04032",14
"K04062",14
"K04483",14
"K04563",14
"K04651",14
"K04653",14
"K05305",14
"K05659",14
"K05661",14
"K05809",14
"K05819",14
"K05997",14
"K06006",14
"K06012",14
"K06070",14
"K06132",14
"K06147",14
"K06246",14
"K06408",14
"K06609",14
"K06864",14
"K06920",14
"K06952",14
"K07017",14
"K07071",14
"K07110",14
"K07112",14
"K07141",14
"K07301",14
"K07347",14
"K07444",14
"K07480",14
"K07658",14
"K07774",14
"K08092",14
"K08280",14
"K08296",14
"K08297",14
"K08722",14
"K08744",14
"K08760",14
"K08997",14
"K08999",14
"K09167",14
"K09456",14
"K09685",14
"K09695",14
"K09748",14
"K09779",14
"K10133",14
"K10429",14
"K10440",14
"K10441",14
"K10545",14
"K10550",14
"K11140",14
"K11315",14
"K11358",14
"K11448",14
"K11787",14
"K11810",14
"K11931",14
"K12148",14
"K12412",14
"K12525",14
"K12737",14
"K12943",14
"K13049",14
"K13059",14
"K13337",14
"K13486",14
"K13547",14
"K13600",14
"K13602",14
"K13658",14
"K13700",14
"K13789",14
"K13919",14
"K13921",14
"K14056",14
"K14060",14
"K14407",14
"K14735",14
"K14979",14
"K15496",14
"K15520",14
"K15555",14
"K15580",14
"K15582",14
"K15737",14
"K15779",14
"K15980",14
"K16045",14
"K16069",14
"K16200",14
"K16201",14
"K16305",14
"K16795",14
"K17215",14
"K17315",14
"K17398",14
"K17745",14
"K17810",14
"K17947",14
"K17989",14
"K17993",14
"K18284",14
"K18359",14
"K18422",14
"K18698",14
"K18726",14
"K18765",14
"K18819",14
"K18915",14
"K18939",14
"K19140",14
"K19147",14
"K19220",14
"K19333",14
"K19416",14
"K19426",14
"K19575",14
"K19576",14
"K19641",14
"K19689",14
"K19796",14
"K20118",14
"K20910",14
"K21111",14
"K21138",14
"K21218",14
"K21275",14
"K21285",14
"K21471",14
"K21746",14
"K21780",14
"K21868",14
"K22107",14
"K23187",14
"K23241",14
"K23537",14
"K24459",14
"K24495",14
"K24693",14
"K24831",14
"K25047",14
"K25261",14
"K25365",14
"K26148",14
"K26210",14
"K26993",14
"K27187",14
"K27190",14
"K27264",14
"K27271",14
"K27392",14
"K27395",14
"K27400",14
