"genes","cluster"
"K07139",5
"K07160",5
"K07162",5
"K07173",5
"K07219",5
"K07220",5
"K07226",5
"K07262",5
"K07265",5
"K07279",5
"K07310",5
"K07314",5
"K07323",5
"K07334",5
"K07456",5
"K07460",5
"K07473",5
"K07474",5
"K07513",5
"K07639",5
"K07643",5
"K07644",5
"K07651",5
"K07652",5
"K07664",5
"K07698",5
"K07699",5
"K07709",5
"K07722",5
"K07728",5
"K07738",5
"K07753",5
"K07757",5
"K07768",5
"K07776",5
"K07786",5
"K07811",5
"K07814",5
"K08055",5
"K08167",5
"K08227",5
"K08240",5
"K08255",5
"K08279",5
"K08298",5
"K08312",5
"K08358",5
"K08368",5
"K08564",5
"K08602",5
"K08669",5
"K08670",5
"K08700",5
"K08770",5
"K08968",5
"K09131",5
"K09158",5
"K09181",5
"K09253",5
"K09471",5
"K09515",5
"K09536",5
"K09681",5
"K09694",5
"K09696",5
"K09765",5
"K09768",5
"K09823",5
"K09825",5
"K10000",5
"K10001",5
"K10005",5
"K10019",5
"K10036",5
"K10047",5
"K10111",5
"K10213",5
"K10526",5
"K10577",5
"K10599",5
"K10799",5
"K10824",5
"K10831",5
"K10906",5
"K11164",5
"K11177",5
"K11179",5
"K11180",5
"K11249",5
"K11366",5
"K11406",5
"K11419",5
"K11534",5
"K11629",5
"K11632",5
"K11636",5
"K11708",5
"K11740",5
"K11903",5
"K11991",5
"K12297",5
"K12303",5
"K12341",5
"K12382",5
"K12405",5
"K12555",5
"K12700",5
"K12817",5
"K12991",5
"K13280",5
"K13431",5
"K13509",5
"K13631",5
"K13634",5
"K13648",5
"K13714",5
"K13922",5
"K13979",5
"K14051",5
"K14059",5
"K14106",5
"K14114",5
"K14162",5
"K14466",5
"K14638",5
"K14811",5
"K14982",5
"K14983",5
"K15071",5
"K15376",5
"K15384",5
"K15528",5
"K15548",5
"K15584",5
"K15876",5
"K15889",5
"K15919",5
"K15957",5
"K15974",5
"K15975",5
"K16090",5
"K16136",5
"K16149",5
"K16250",5
"K16291",5
"K16328",5
"K16511",5
"K16870",5
"K16916",5
"K16958",5
"K16961",5
"K16963",5
"K17095",5
"K17229",5
"K17249",5
"K17399",5
"K17592",5
"K17865",5
"K17870",5
"K17938",5
"K17943",5
"K17994",5
"K18023",5
"K18204",5
"K18344",5
"K18347",5
"K18356",5
"K18367",5
"K18431",5
"K18475",5
"K18663",5
"K18881",5
"K18890",5
"K18907",5
"K18908",5
"K18940",5
"K18944",5
"K18991",5
"K19008",5
"K19055",5
"K19159",5
"K19178",5
"K19242",5
"K19268",5
"K19289",5
"K19299",5
"K19354",5
"K19479",5
"K19545",5
"K19784",5
"K19817",5
"K20201",5
"K20447",5
"K20708",5
"K20888",5
"K20896",5
"K20912",5
"K20966",5
"K20989",5
"K21084",5
"K21252",5
"K21398",5
"K21416",5
"K21467",5
"K21469",5
"K21498",5
"K21610",5
"K21743",5
"K21749",5
"K22015",5
"K22068",5
"K22111",5
"K22130",5
"K22132",5
"K22164",5
"K22205",5
"K22222",5
"K22278",5
"K22309",5
"K22391",5
"K22405",5
"K22481",5
"K22482",5
"K22544",5
"K22545",5
"K22650",5
"K22894",5
"K22900",5
"K22928",5
"K23060",5
"K23072",5
"K23149",5
"K23356",5
"K23685",5
"K23950",5
"K23992",5
"K24042",5
"K24051",5
"K24087",5
"K24096",5
"K24697",5
"K24873",5
"K24948",5
"K25004",5
"K25185",5
"K25314",5
"K25317",5
"K25434",5
"K25574",5
"K25875",5
"K25986",5
"K26042",5
"K26139",5
"K26141",5
"K26510",5
"K26771",5
"K26937",5
"K26996",5
"K27070",5
"K27084",5
"K27108",5
"K27542",5
"K27612",5
