"genes","cluster"
"K00008",5
"K00023",5
"K00060",5
"K00088",5
"K00104",5
"K00194",5
"K00197",5
"K00215",5
"K00243",5
"K00364",5
"K00390",5
"K00404",5
"K00525",5
"K00566",5
"K00604",5
"K00610",5
"K00613",5
"K00619",5
"K00655",5
"K00680",5
"K00681",5
"K00695",5
"K00799",5
"K00800",5
"K00804",5
"K00832",5
"K00845",5
"K00857",5
"K00859",5
"K00876",5
"K00887",5
"K00913",5
"K00976",5
"K00990",5
"K00997",5
"K01051",5
"K01076",5
"K01119",5
"K01129",5
"K01206",5
"K01227",5
"K01256",5
"K01258",5
"K01270",5
"K01412",5
"K01433",5
"K01465",5
"K01482",5
"K01483",5
"K01487",5
"K01544",5
"K01548",5
"K01560",5
"K01582",5
"K01591",5
"K01633",5
"K01647",5
"K01652",5
"K01681",5
"K01683",5
"K01695",5
"K01704",5
"K01733",5
"K01734",5
"K01735",5
"K01740",5
"K01777",5
"K01793",5
"K01813",5
"K01825",5
"K01869",5
"K01886",5
"K01889",5
"K01893",5
"K01938",5
"K01947",5
"K01960",5
"K02001",5
"K02015",5
"K02039",5
"K02063",5
"K02079",5
"K02119",5
"K02123",5
"K02171",5
"K02200",5
"K02238",5
"K02243",5
"K02315",5
"K02319",5
"K02339",5
"K02380",5
"K02387",5
"K02393",5
"K02477",5
"K02525",5
"K02532",5
"K02547",5
"K02598",5
"K02660",5
"K02712",5
"K02844",5
"K03091",5
"K03147",5
"K03150",5
"K03269",5
"K03301",5
"K03313",5
"K03331",5
"K03340",5
"K03389",5
"K03407",5
"K03414",5
"K03425",5
"K03455",5
"K03499",5
"K03502",5
"K03523",5
"K03529",5
"K03550",5
"K03563",5
"K03572",5
"K03574",5
"K03583",5
"K03600",5
"K03632",5
"K03639",5
"K03660",5
"K03722",5
"K03743",5
"K03753",5
"K03784",5
"K03789",5
"K03803",5
"K03813",5
"K03827",5
"K03830",5
"K03831",5
"K03885",5
"K03902",5
"K04041",5
"K04104",5
"K04373",5
"K04477",5
"K04485",5
"K04498",5
"K04564",5
"K04652",5
"K04655",5
"K04712",5
"K04761",5
"K04772",5
"K04940",5
"K05141",5
"K05311",5
"K05499",5
"K05592",5
"K05593",5
"K05642",5
"K05685",5
"K05689",5
"K05712",5
"K05714",5
"K05755",5
"K05818",5
"K05824",5
"K05881",5
"K05910",5
"K05927",5
"K06013",5
"K06016",5
"K06023",5
"K06024",5
"K06143",5
"K06145",5
"K06149",5
"K06154",5
"K06211",5
"K06297",5
"K06305",5
"K06333",5
"K06374",5
"K06377",5
"K06445",5
"K06696",5
"K06790",5
"K06792",5
"K06866",5
"K06933",5
"K06940",5
"K06946",5
"K06949",5
"K06960",5
"K06967",5
"K06972",5
"K07007",5
"K07026",5
"K07047",5
"K07058",5
"K07067",5
"K07084",5
"K07115",5
