"genes","cluster"
"K15044",13
"K15045",13
"K15084",13
"K15148",13
"K15164",13
"K15183",13
"K15275",13
"K15303",13
"K15383",13
"K15601",13
"K15654",13
"K15667",13
"K15723",13
"K15746",13
"K15830",13
"K16074",13
"K16087",13
"K16088",13
"K16123",13
"K16179",13
"K16263",13
"K16266",13
"K16322",13
"K16370",13
"K16555",13
"K16639",13
"K16710",13
"K16902",13
"K16956",13
"K16964",13
"K17202",13
"K17320",13
"K17624",13
"K17774",13
"K17815",13
"K17996",13
"K18225",13
"K18368",13
"K18446",13
"K18531",13
"K18695",13
"K18800",13
"K18828",13
"K18831",13
"K18838",13
"K18862",13
"K18896",13
"K18919",13
"K18941",13
"K18980",13
"K19043",13
"K19071",13
"K19137",13
"K19180",13
"K19228",13
"K19229",13
"K19234",13
"K19236",13
"K19279",13
"K19303",13
"K19417",13
"K19476",13
"K19552",13
"K19577",13
"K19600",13
"K19654",13
"K19747",13
"K19778",13
"K19782",13
"K20073",13
"K20103",13
"K20175",13
"K20288",13
"K20373",13
"K20591",13
"K20619",13
"K20777",13
"K20990",13
"K21089",13
"K21278",13
"K21312",13
"K21357",13
"K21430",13
"K21616",13
"K21645",13
"K21695",13
"K21901",13
"K21909",13
"K21972",13
"K21973",13
"K21976",13
"K22008",13
"K22018",13
"K22041",13
"K22127",13
"K22161",13
"K22366",13
"K22377",13
"K22404",13
"K22416",13
"K22484",13
"K22525",13
"K22607",13
"K22706",13
"K22708",13
"K22733",13
"K22748",13
"K22762",13
"K22844",13
"K22849",13
"K22855",13
"K23015",13
"K23025",13
"K23148",13
"K23185",13
"K23227",13
"K23239",13
"K23243",13
"K23275",13
"K23351",13
"K23425",13
"K23437",13
"K23583",13
"K23601",13
"K23682",13
"K23723",13
"K23742",13
"K23884",13
"K23953",13
"K24047",13
"K24101",13
"K24189",13
"K24215",13
"K24420",13
"K24843",13
"K24854",13
"K24923",13
"K24949",13
"K24983",13
"K24985",13
"K25193",13
"K25284",13
"K25556",13
"K25575",13
"K25598",13
"K25670",13
"K25824",13
"K25827",13
"K25919",13
"K26149",13
"K26230",13
"K26414",13
"K26434",13
"K26497",13
"K26518",13
"K26603",13
"K26606",13
"K26739",13
"K26885",13
"K26894",13
"K26953",13
"K26968",13
"K27081",13
"K27260",13
"K27309",13
"K27311",13
"K27414",13
"K27496",13
"K27501",13
"K27628",13
"K27740",13
