"genes","cluster"
"K08222",1
"K08281",1
"K08320",1
"K08337",1
"K08369",1
"K08492",1
"K08501",1
"K08591",1
"K08659",1
"K08712",1
"K08741",1
"K08786",1
"K08991",1
"K08994",1
"K09121",1
"K09426",1
"K09476",1
"K09481",1
"K09485",1
"K09503",1
"K09522",1
"K09568",1
"K09692",1
"K09921",1
"K09997",1
"K10009",1
"K10093",1
"K10117",1
"K10238",1
"K10246",1
"K10405",1
"K10408",1
"K10435",1
"K10543",1
"K10563",1
"K10573",1
"K10592",1
"K10595",1
"K10716",1
"K10806",1
"K10862",1
"K10942",1
"K10966",1
"K10985",1
"K10986",1
"K11069",1
"K11071",1
"K11072",1
"K11075",1
"K11121",1
"K11175",1
"K11183",1
"K11200",1
"K11232",1
"K11251",1
"K11275",1
"K11330",1
"K11377",1
"K11398",1
"K11532",1
"K11584",1
"K11631",1
"K11661",1
"K11694",1
"K11806",1
"K11826",1
"K11871",1
"K11872",1
"K11885",1
"K11968",1
"K12142",1
"K12404",1
"K12460",1
"K12479",1
"K12574",1
"K12617",1
"K12666",1
"K12811",1
"K12883",1
"K13041",1
"K13179",1
"K13491",1
"K13542",1
"K13636",1
"K13653",1
"K13668",1
"K14013",1
"K14015",1
"K14048",1
"K14152",1
"K14292",1
"K14348",1
"K14360",1
"K14376",1
"K14461",1
"K14569",1
"K14732",1
"K14791",1
"K14808",1
"K14855",1
"K14950",1
"K14962",1
"K15014",1
"K15042",1
"K15077",1
"K15083",1
"K15100",1
"K15108",1
"K15109",1
"K15196",1
"K15257",1
"K15449",1
"K15561",1
"K15829",1
"K15859",1
"K15868",1
"K15924",1
"K16186",1
"K16196",1
"K16236",1
"K16302",1
"K16365",1
"K16369",1
"K16502",1
"K16505",1
"K16509",1
"K16566",1
"K16627",1
"K16699",1
"K16786",1
"K16898",1
"K16904",1
"K16950",1
"K17065",1
"K17077",1
"K17302",1
"K17413",1
"K17439",1
"K17473",1
"K17496",1
"K17582",1
"K17615",1
"K17670",1
"K17734",1
"K17743",1
"K17770",1
"K17775",1
"K17828",1
"K17867",1
"K17868",1
"K17978",1
"K18059",1
"K18126",1
"K18231",1
"K18246",1
"K18715",1
"K18738",1
"K18748",1
"K18856",1
"K18887",1
"K18920",1
"K19001",1
"K19063",1
"K19123",1
"K19126",1
"K19158",1
"K19265",1
"K19672",1
"K19799",1
"K19814",1
"K19983",1
"K20062",1
"K20304",1
"K20346",1
"K20360",1
"K20361",1
"K20405",1
"K20476",1
"K20520",1
"K20542",1
"K20900",1
"K21307",1
"K21440",1
"K21465",1
"K21466",1
"K21473",1
"K21514",1
"K21682",1
"K22115",1
"K22131",1
"K22168",1
"K22255",1
"K22305",1
"K22373",1
"K22390",1
"K22397",1
"K22441",1
"K22538",1
"K22617",1
"K22913",1
"K22991",1
"K23144",1
"K23188",1
"K23237",1
"K23327",1
"K23338",1
"K23486",1
"K23684",1
"K23786",1
"K23787",1
"K23887",1
"K23978",1
"K24160",1
"K24200",1
"K24954",1
"K25010",1
"K25045",1
"K25110",1
"K25114",1
"K25600",1
"K25706",1
"K25814",1
"K26114",1
"K26115",1
"K26401",1
"K26745",1
"K27389",1
"K27705",1
"K27751",1
