	T1_LoCHO_FAT_mean	T2_LoCHO_FAT_mean	theta	prob	log2FC
K00001	0.849989901306782	0.559019724780283	0.330839983185405	0.662134742831181	0.604546511889155
K00002	3.73578513103979	2.58183150123136	0.304605649554799	0.662478701248414	0.533016630069951
K00003	135.365452752716	138.163702627856	-0.042544345386427	0.173048043948141	-0.0295190620876372
K00004	3.99427182746336	2.45641888031483	0.25789604284239	0.661012520574101	0.701375920800688
K00005	34.3136029417637	30.0374140627224	0.153797908009339	0.680726159826437	0.192020001594832
K00006	0.865614206949704	0.511454057929241	0.440171986183811	0.655265374784886	0.759119523979782
K00008	51.0677973466622	42.1286822040069	0.199148741558047	0.655706833230087	0.277611045416844
K00009	1.95135141146571	1.7608410584047	0.047788516824655	0.639461902285446	0.148208920044817
K00010	99.6317408302804	62.4578814962777	0.64372147592232	0.733785328588495	0.673721795949328
K00011	8.56264508489603	4.70630801233953	0.418619296087924	0.659488630366436	0.863460784812701
K00012	265.99173053206	276.201646984627	-0.100899808161028	0.0142315294914863	-0.0543405281811197
K00013	822.616446960268	1354.74520557074	-1.46920794578558	0.95300150715433	-0.719729719725567
K00014	31.5608765575446	32.0659419318856	-0.0188465790191945	0.332715597099733	-0.0229045120639891
K00015	80.015506189002	104.841191984914	-0.426651244915728	0.588450424597461	-0.389854149706404
K00016	1663.61202443219	966.477076965192	1.31631579928611	0.948017594400272	0.783511597881808
K00018	41.1551852098361	36.4138651992382	0.146567929757252	0.687897991322568	0.176586323894811
K00019	3.57283951577227	6.55443489051143	-0.436459442555473	0.591032397586764	-0.875400287063325
K00020	0.776079817510914	0.670672684341864	0.126826287362354	0.70482297790956	0.210596192867681
K00021	0.781590448392554	0.463133901761864	0.406247173774364	0.66243764184886	0.754983469318253
K00022	17.0909590495916	21.3213982142629	-0.154953786675868	0.190010192604001	-0.319068694918951
K00023	0.518777875196138	0.461760860989356	0.125951938397133	0.705332073597962	0.167971057978353
K00024	635.233565961931	940.02505448048	-1.23889587495068	0.885167275472282	-0.565412062441123
K00025	10.5490538970526	7.82608329749051	0.243762775147643	0.660397433264523	0.430751244255232
K00026	14.7499228821478	10.53118675055	0.262506241388929	0.661349991629212	0.486039389958907
K00027	373.175668091331	253.322209686321	0.979155529061961	0.890163116221611	0.558881353277801
K00029	511.174022263135	831.955558813184	-1.57849033476395	0.947532496411321	-0.702691944170018
K00030	44.6622171988165	63.2950724376165	-0.447545082838065	0.59255604375363	-0.50303831558827
K00031	396.707541195921	357.55094134135	0.295351989401501	0.662258813455037	0.149927021027617
K00033	138.147722658918	210.343334213087	-0.57717578337951	0.669886939644404	-0.606534320009006
K00034	0.89983574931484	1.68106920202887	-0.484322092110568	0.596069023572067	-0.901645525454271
K00036	17.1298044897267	11.0450618552251	0.365526463088776	0.659982787259995	0.633107187195161
K00040	3261.02018025159	2289.8145280337	1.10329427746	0.908749575126192	0.510092622326292
K00041	1390.97502021079	1457.05955156913	-0.128571158192184	0.0889389609773713	-0.066963331572865
K00042	29.2560680612102	16.5102782150023	0.464038293540855	0.660299011710911	0.825371456739598
K00046	2.09715859627221	3.59100850568859	-0.383858413642227	0.557517595137047	-0.775953101738266
K00048	2533.21974887583	1920.8199289982	0.702823532078012	0.773541150426118	0.399249954664481
K00049	0.767824722231003	0.652579617094801	0.1055271690948	0.708887309790381	0.234623085991231
K00052	440.513740985232	581.424344691178	-0.874520816596215	0.74949673340349	-0.40040445754102
K00053	776.598246299631	1167.97444692795	-1.22183023924098	0.876113642189491	-0.588768356629711
K00054	0.633570753252778	0.484398151643882	0.222455440979001	0.658448621830588	0.387312379560498
K00055	0.797080343562609	1.22721379273299	-0.256249840134949	0.40274824725735	-0.622589546133081
K00057	631.733863229171	366.074759282973	1.50281289759394	0.964638086264279	0.787178604193391
K00058	480.182098967552	448.101363975396	0.18932685689318	0.658130096472352	0.0997565034535693
K00059	603.137245614244	493.992191219308	0.716172777560501	0.776575475750157	0.28799809229601
