	T1_LoCHO_PROT_mean	T2_LoCHO_PROT_mean	theta	prob	log2FC
K00285	0.772736415861145	0.532733747879097	0.306191340728211	0.8179720171304	0.536561711438847
K00286	304.664301339043	298.875443874923	0.0457358863010636	0.859281133768101	0.0276760963713533
K00287	41.0236547033251	60.5421923668151	-0.414199389412458	0.799752240438539	-0.561484895356592
K00288	0.677624439558155	1.39279103273805	-0.419849171887978	0.801726997477149	-1.03942100585414
K00290	0.547456415124176	0.508497817357618	0.0740021682029059	0.88001208674425	0.106502529836561
K00293	0.51760251396487	0.537942090742301	-0.0365505326986526	0.632820811015712	-0.0556062511461342
K00294	12.7981408792698	11.3937922636404	0.0987396900324564	0.880543962866605	0.167686244741341
K00295	0.524478612283471	0.489759496366147	0.0684569929122341	0.878355424954772	0.0988104759189128
K00297	176.089142647013	156.108546098264	0.205728712724832	0.822189630806219	0.173756438596678
K00298	0.590020920356088	0.509657817718481	0.141448796048389	0.858432387272976	0.211237156731911
K00306	0.555796047883203	0.457722659092949	0.188623660586348	0.827923337915911	0.280081863105466
K00311	NA	NA	NA	NA	NA
K00313	87.3972798938966	111.065907140862	-0.225582788824899	0.785964091806831	-0.345755750255309
K00315	0.528750060561725	0.480935320751948	0.0948163440835273	0.881070387362399	0.136743039261202
K00318	0.528750060561725	0.533925906443171	-0.00957087756470258	0.68450030231787	-0.0140536277566287
K00320	0.515198086671824	0.494978393271389	0.0406594221554362	0.85087978884646	0.0577616853805651
K00322	2.96513011576601	0.886652209256488	0.829446452046628	0.868855250056742	1.74165519330209
K00324	10.2192389120578	17.2026034381982	-0.460858536133408	0.814526547098473	-0.751339164464914
K00325	7.20856024721208	12.2565818496464	-0.39435708757126	0.793766405328009	-0.765773645769692
K00326	1.19531442154029	1.46907541027737	-0.105694606858331	0.673974587857898	-0.297518292006517
K00327	0.563304531595432	0.524362571164425	0.0651025576171172	0.876940367038699	0.103350367504272
K00330	18.3040046915427	18.6448751986906	-0.010805012044918	0.680225290966283	-0.0266198133128934
K00331	44.8581580027025	55.0092882092601	-0.220276728930105	0.784232793459845	-0.294304854722595
K00332	NA	NA	NA	NA	NA
K00333	0.603460860358594	0.498832548194262	0.181069660170903	0.831928822129491	0.274704600528969
K00334	0.517967448674617	0.519917495964418	-0.00326400412501368	0.707801098479286	-0.00542126924474414
K00335	0.888090396135801	0.611305096702781	0.269926872314031	0.82021818778684	0.53881393628075
K00336	25.7651113763601	20.215896345354	0.226750638930669	0.820230060708117	0.349928656762936
K00337	56.4906469750871	88.5536377796149	-0.454490417272295	0.812836655329845	-0.648539550404226
K00338	7.11760789728861	8.18189249389006	-0.125214939075955	0.697905624541118	-0.201042122789971
K00339	0.510857814271464	0.524816115464605	-0.0234236614988605	0.645608466610781	-0.038890215828182
K00340	0.824816414324716	0.738188927534646	0.0682320007160733	0.878271568593575	0.160082945418715
K00341	7.0299206627334	11.0238587013939	-0.315612953435879	0.804916975789917	-0.649048988748456
K00342	8.89200394921475	13.9773960610681	-0.289472957020988	0.806349536893597	-0.652515122592265
K00343	1163.00530663303	863.695020346027	0.750712573676162	0.849769069644484	0.429263802778021
K00344	0.791877776951665	1.07503274268754	-0.202082286173472	0.778965764178921	-0.441030922595868
K00346	494.858619858916	454.304531939249	0.210801021245514	0.821302278499447	0.123356711756419
K00347	199.005000867812	210.688953774256	-0.11186783556627	0.678718744587995	-0.082309991755917
K00348	8.96185739417559	10.5548926652973	-0.126735434657656	0.700693260496553	-0.236042232862908
K00349	61.8916738602772	52.6910825958001	0.204703203014829	0.822409162575338	0.232186518399464
K00350	40.0038838312685	43.0991315261479	-0.0768575978516584	0.666889171983228	-0.107518725617461
K00351	77.722474440769	91.0477538265731	-0.204890572723449	0.779789577781169	-0.228291593395633
K00354	10.4184685193964	8.04322280927197	0.177829286432286	0.833872885539637	0.373297631263242
K00355	0.635003325526382	0.826630937757009	-0.193556942389535	0.776080348415914	-0.380479212164161
K00362	0.928797455881664	0.960522744428229	-0.0194799265685381	0.654346161470603	-0.0484557557403642
K00363	0.528750060561725	0.502849165631939	0.05073268659295	0.865794113912987	0.0724602085902894
K00364	549.027864206993	377.494713639498	0.616646437125744	0.835477431862113	0.540422929236046
K00366	78.7732770906711	97.988751421786	-0.269097260003796	0.802200684708063	-0.314909849827687
K00367	0.526747524136906	0.454175404344152	0.145194786433574	0.855757613901136	0.213862048294289
K00370	176.680232381853	297.792234327461	-0.675301522329876	0.788940399844484	-0.753165497529635
K00371	1.36098859470909	1.4568925802219	-0.0457769311264852	0.637080216301782	-0.0982395314711215
K00372	0.624336210216152	0.487865854437602	0.226705642410844	0.82023042631493	0.355838628495739
K00373	0.593395943841244	0.500565826485912	0.167842698026302	0.840350898417115	0.245435263379234
K00374	0.605295735444628	0.523455121654702	0.134131614210407	0.863705669869233	0.209574333490884
K00375	185.659865458811	190.772600410601	-0.0535526166926608	0.645388099999703	-0.0391920019858917
K00380	NA	NA	NA	NA	NA
K00381	5.93642277184541	8.69929622059355	-0.294151782041637	0.806472613154021	-0.551304851148743
K00382	124.827772816382	135.454331538117	-0.10828489011973	0.675650171388878	-0.117867574755178
K00383	1202.32856829358	620.791920090631	1.10529383363212	0.829988342637236	0.953649519380406
K00384	1639.95224761636	1470.48913670555	0.394195255707038	0.812641923988381	0.157357680537384
K00385	10.7967207322879	9.63737100075874	0.0965545718021427	0.880866531151116	0.163881642521925
K00390	15.9240830088573	13.4049147309844	0.146811799179396	0.854615867289534	0.248448254695332
K00392	7.6689938331668	7.62832348698353	0.0040061256628376	0.736305044592374	0.00767128559467476
K00394	0.517769614775774	0.769107691037379	-0.303514180722166	0.806115038624689	-0.570875316173495
K00404	0.516603258167799	0.498433064463324	0.0357738167485553	0.840931046045094	0.0516569670912298
K00406	0.5234793564864	0.494978393271389	0.0563033026969888	0.871275818213132	0.0807670950674317
K00411	0.932864388513545	0.938575036961925	-0.00355292891074135	0.706702652054839	-0.00880471967869705
K00412	3.83520939650898	4.46744731009088	-0.070501919233386	0.663095332401677	-0.220145365152582
K00413	0.87210671190375	0.961800806721608	-0.0528401296692883	0.644547177539999	-0.141233460790251
K00414	1.53936254685131	2.34942873286779	-0.200858542945951	0.778592697314074	-0.609976954316541
K00415	1.07938162874009	1.21694241804092	-0.0666221130852421	0.659882716880788	-0.173055868074381
K00416	0.54803658869494	0.654281947356423	-0.145404846223659	0.735069859207465	-0.255640249689885
K00417	0.533788949016546	0.617914885013299	-0.132863106984252	0.712404843332934	-0.21113868927777
K00418	0.778916361005768	0.686898642560694	0.0786800038709826	0.880870642503326	0.181371188495543
K00419	0.558509021872652	0.506586570049205	0.0973087114311055	0.880764440057859	0.140771754722619
K00420	0.557140353013434	0.554567525740637	0.00462505524637374	0.738743313101778	0.00667767467566934
K00423	NA	NA	NA	NA	NA
K00425	1054.83183000474	889.004878659128	0.473243284762253	0.81887395770511	0.246749769540308
K00426	95.6693826513853	86.9697606206884	0.136928096727088	0.861694510820757	0.137543425529396
K00427	6.04718227123919	6.120846494191	-0.00941035455316168	0.685062272910446	-0.0174681223300104
K00428	51.5455479416058	76.2005709626607	-0.385898167058422	0.792310946271816	-0.563953982256742
K00430	NA	NA	NA	NA	NA
K00432	873.700403415933	576.226122590699	0.96522149331227	0.877732939050054	0.600503591602852
K00433	0.836627976463673	1.76670094978484	-0.384942930221255	0.792214302150292	-1.07839970798208
K00437	2.90529702578581	2.16409483568424	0.224959592478043	0.820251870064252	0.424921943647923
K00441	1.38309853248473	0.971185097559643	0.257538984649009	0.820388643843962	0.510085749005648
K00443	0.510006110602277	0.493950938533769	0.0313725192456539	0.830341942748946	0.0461467788802443
K00451	NA	NA	NA	NA	NA
K00452	NA	NA	NA	NA	NA
K00454	NA	NA	NA	NA	NA
K00455	0.516882208920878	0.496401322395188	0.0398147855345192	0.849293867794164	0.0583285868326116
K00459	4.2906022936514	6.85164322564493	-0.338574448516033	0.801436602911716	-0.675269849914377
K00463	0.517238085578486	0.494978393271389	0.0442734078246703	0.85705748294475	0.0634629581862477
K00467	NA	NA	NA	NA	NA
K00483	NA	NA	NA	NA	NA
K00484	0.715811742949272	0.806018033489556	-0.0825632131508286	0.668863428052388	-0.171231905855802
K00507	0.624799956577277	0.580405422602298	0.0699684887484675	0.87888390565127	0.106333354959332
K00510	0.507442920460808	0.483467966533968	0.0481307155181189	0.862608346413466	0.0698252471360254
K00511	0.584660831464355	0.529967912520162	0.0937984929347082	0.881170248234157	0.141694930425341
K00520	2.58539186714159	0.872982004928639	0.613382664950962	0.835829516698515	1.56635914549206
K00522	0.517238085578486	0.494978393271389	0.0442734078246703	0.85705748294475	0.0634629581862477
K00523	1.4422369372844	0.836745595542108	0.312056246203196	0.817404384347178	0.785447239600946
K00525	836.058519383206	680.5609429718	0.554999790118377	0.823701785024891	0.296879568177718
K00526	516.016798251117	285.149487779331	0.940981539743267	0.865205189210969	0.855699590297531
K00527	2.97048106754844	2.31856991915709	0.162003022546517	0.844260559577858	0.357461359999867
K00528	205.437372902991	182.008878759235	0.223225650606813	0.820290499305638	0.174689829053431
K00529	0.558607916101288	0.606550837581633	-0.0619740026052454	0.655211934838629	-0.118792550393049
K00532	142.836661004912	125.766034986327	0.231448309667095	0.820239662215489	0.183623961259091
K00533	37.980208233883	32.4658280429182	0.178021968622961	0.833755345547226	0.226325809506346
K00537	0.533539793073241	0.494978393271389	0.0755102485860524	0.880335217451205	0.108230325547527
K00545	NA	NA	NA	NA	NA
K00547	8.87641004030599	6.68090217431222	0.152497393097847	0.85067836534277	0.40993337927031
K00548	609.964367257576	514.934603447402	0.539232204081973	0.820356574206019	0.24433574408996
K00549	22.4330572991382	27.8310577422357	-0.182490285065756	0.770966120959436	-0.31106948836749
K00551	0.553340990077902	0.489759496366147	0.121487550889834	0.872098848147674	0.17609533246548
K00554	526.309789469081	651.105236602275	-0.573516481196739	0.803861990872732	-0.306978512129323
K00555	0.528750060561725	0.487727754298011	0.0806726384754601	0.881112609188131	0.116509851760122
K00556	13.1848517436577	17.6144606027652	-0.212274770736825	0.781861783757904	-0.417878947721804
K00557	0.547514199890023	0.603588324423578	-0.0915124426788626	0.670252949696441	-0.14066851742324
K00558	68.523957899935	97.6621075037547	-0.428046872467786	0.804576795099827	-0.511190428042157
K00559	0.574715817680746	0.588470611628617	-0.0220159643054276	0.648483314271349	-0.0341216120506863
K00560	592.775020247719	634.863106250704	-0.193314528056507	0.775986987207253	-0.0989608879001907
K00561	150.643040526519	869.255541476342	-2.22160596009191	0.996139361067995	-2.52864633490557
K00563	76.260658135341	97.25451478996	-0.368411305344667	0.793243864174999	-0.3508262433621
K00564	34.5312733183257	50.9302441491387	-0.360948240873876	0.795192935306279	-0.560619099619134
K00565	0.528750060561725	0.489759496366147	0.0766999238178643	0.880559217623845	0.110512457062045
K00566	1530.67089273863	1327.76409038519	0.393943343806715	0.812651095283874	0.205165284917299
K00567	122.434328326213	121.078778085254	0.0183146000966929	0.790375457157932	0.0160620989949406
K00568	4.62427939333289	5.77617465377244	-0.199763567787291	0.778250089830932	-0.320885799199073
K00571	163.898000202414	96.8743703353107	0.686462232756011	0.823077644506229	0.758611318356893
K00573	0.524858878173736	0.494188330889931	0.0599473180296635	0.87401138929358	0.0868686240276606
K00574	21.7114098024075	14.9635856556404	0.312852698100291	0.817324244493271	0.536997485466302
K00575	3.8227445739685	5.98003518724743	-0.285561008312747	0.80603721878027	-0.645545167245725
