	T1_LoCHO_PROT_mean	T2_LoCHO_PROT_mean	theta	prob	log2FC
K00001	0.658950033908441	0.741311000950343	-0.0836265012749569	0.66911393940482	-0.169909846546495
K00002	6.42963238671548	7.58500919690576	-0.122807393193142	0.693679425534349	-0.238414675721964
K00003	135.601183970183	132.84300210413	0.0372578581395277	0.844155674844551	0.0296475434599267
K00004	1.46307107404645	1.65686435424949	-0.0672076157544362	0.660416056539531	-0.179455640076344
K00005	17.6828752323975	17.8985391447749	-0.0117805635517895	0.676934984892466	-0.0174889656603979
K00006	0.551574420002547	0.49179059200051	0.110662662144373	0.877349100687469	0.165511415193176
K00008	54.9698368336183	39.1221227722071	0.391622905840633	0.812754401694333	0.49065554378396
K00009	2.26024341134346	0.882812638231148	0.486530439021728	0.817832285323524	1.35629896018074
K00010	44.363729213149	35.5746925097569	0.226009082906129	0.82023649888073	0.318529356624109
K00011	2.9377955284844	3.2917810415518	-0.0627024213344659	0.655995329816668	-0.164134388273315
K00012	182.377544353913	228.598856712971	-0.469062032964497	0.816305753821652	-0.325890082887716
K00013	1339.6018105859	1019.15060872109	0.716255236033614	0.832119311944164	0.394436964271512
K00014	20.4342244123732	22.292132024682	-0.0879493238314654	0.669841889088899	-0.125547116446225
K00015	42.7918678399626	51.0732922945279	-0.207986706743254	0.780663119688087	-0.255232408151329
K00016	2878.43058121249	1757.79500360245	1.27594744714871	0.913510379398626	0.711515588087899
K00018	27.9411501764771	36.2082456959869	-0.279449642652906	0.805095279193475	-0.373926869926181
K00019	1.83486702375974	1.53431044458478	0.128446713974556	0.867682665934249	0.258085092087198
K00020	0.804041122900367	0.776263513730596	0.0255666767647592	0.814055704915741	0.0507228113367132
K00021	0.590728213624305	0.767823091146601	-0.184547453207348	0.772053636043907	-0.378279429954396
K00022	11.5829592319692	7.92858100188587	0.247991634570333	0.82042598458048	0.546869290953295
K00023	0.52603378280553	0.485514762792754	0.0799083119008559	0.881028199146907	0.115640291297727
K00024	389.607024129456	371.141221089073	0.0918560865642508	0.881318055213351	0.0700514436658334
K00025	5.19561899074702	6.32980011654623	-0.139742342758336	0.725388619701236	-0.284864304907425
K00026	9.62502769025813	12.803467232883	-0.176631273913895	0.767499926260853	-0.411671954726401
K00027	187.481434435028	257.514227523775	-0.689536800324407	0.800243607992086	-0.457904404485979
K00029	625.642773888574	590.622700152638	0.158405308780583	0.846677740426142	0.0831023435922245
K00030	42.7060528493001	55.1889543017983	-0.290132964262464	0.806382228976046	-0.369938988606569
K00031	259.067399567252	239.205974101247	0.167595016153921	0.840516717676679	0.115074060701336
K00033	831.55227969507	1583.72118792178	-0.873007400611437	0.787125021540189	-0.929439499445935
K00034	0.711989593250376	0.687991961608156	0.0257205533510664	0.814519860463909	0.0494644454877045
K00036	68.9717609592899	34.3899238679786	0.494194796520295	0.818306883437172	1.00401987951122
K00040	2576.61751711268	2560.58635025019	0.0127950953289021	0.770354724352293	0.00900418227686286
K00041	1515.53696185815	1727.41647180056	-0.3585028295676	0.795937179531584	-0.188786913741284
K00042	10.3326510483649	7.72632488987548	0.232012722126448	0.820245846523545	0.419356205079727
K00046	5.75476244067545	3.12225906951617	0.441466757957588	0.820329555538457	0.882166124514993
K00048	1312.13519642239	1439.27520126094	-0.168199514244533	0.761454455118715	-0.133426097289392
K00049	0.493765099784387	0.458892845805534	0.0675928741693473	0.878023374999511	0.105667552637069
K00052	515.68743684131	433.283394870431	0.478979527659716	0.818155270228961	0.251185951178921
K00053	1354.86475459224	879.139129341606	1.24004742589936	0.90991582827759	0.62398544177014
K00054	0.545176418181177	0.440479526919112	0.194767126165438	0.825329385665132	0.307648193582253
K00055	0.691236220173957	0.777095812512803	-0.0908481068660201	0.670180971047477	-0.168913672142816
K00057	506.236682720325	470.514632195017	0.207821559027794	0.821784544813842	0.105572462244771
K00058	298.193010126266	288.242658633829	0.0742033737116981	0.880059021303686	0.0489625763603276
K00059	339.504365986682	347.165512450509	-0.0547914751993695	0.646862849446373	-0.0321935095655776
K00060	131.093280802179	114.347890720798	0.221953410115639	0.820332142331646	0.197163988176333
K00063	0.533788949016546	0.489759496366147	0.0863179910367573	0.88144547644263	0.124195971393205
K00065	7.76460100200164	19.9958432310158	-0.636114334109022	0.783996149546285	-1.36471642518729
K00066	0.562940105735071	0.485365157385052	0.145675049555559	0.855416355787208	0.213910887954916
K00067	273.72598937116	175.456424361505	0.936006101099967	0.861799350567806	0.641619647108187
K00068	0.543899491954403	0.508238601678619	0.0688735210845084	0.878505927341651	0.0978341232542677
K00073	1.19596754043874	0.782983572011147	0.316890719339786	0.816907205912133	0.611124290741066
K00074	226.658009741609	209.352922040674	0.133046837424913	0.864480833097788	0.114580090108159
K00075	467.922323379706	509.692565528795	-0.271284143987794	0.802933737974445	-0.123358252338661
K00076	48.165446222977	33.0580427259461	0.271385927300924	0.820184845562086	0.542997222292189
K00077	21.3879747378951	22.9185684801756	-0.0480907229726427	0.639281636171212	-0.0997170567064401
K00078	71.3046369999007	64.8065151205219	0.112283449915262	0.876707118271527	0.137857042140034
K00081	0.545383423733312	0.483920353623772	0.118910546317359	0.873548033571215	0.172501231909611
K00082	0.516882208920878	0.494978393271389	0.0430131266823043	0.855013861795448	0.0624699953518511
K00083	0.528750060561725	0.480935320751948	0.0948163440835273	0.881070387362399	0.136743039261202
K00085	NA	NA	NA	NA	NA
K00087	461.722633375349	407.84044809513	0.338784666780834	0.814631655008163	0.179021590628144
K00088	1642.5060244489	1733.00908444552	-0.231056661902515	0.78786255896501	-0.0773805550036775
K00090	0.88182161126514	0.642475756616359	0.239881663911924	0.82035841975732	0.456844818049536
K00091	1.24990222853382	0.878370044901899	0.192865946441008	0.826065209753662	0.508914486953794
K00093	4.66516143882494	5.75846918025872	-0.176296114168061	0.767283583969092	-0.30375833283382
K00094	48.2761921593936	68.1702541520333	-0.358910518082738	0.795811685438483	-0.497830475365167
K00096	11.0314274769976	14.3248714189738	-0.229374158322536	0.787269705056252	-0.376902700218882
K00097	1.17710526665188	1.65681465418421	-0.264423007538775	0.800486641524926	-0.493168874999232
K00098	0.716760643925035	0.557771047132409	0.190708688962459	0.826973094069031	0.361818375037753
K00099	481.687176996489	546.721823072118	-0.345667821965829	0.799778765527566	-0.182710445204934
K00100	376.707440336391	294.548441703431	0.462271183259502	0.82053619406406	0.354939607688291
K00101	0.871205494584669	0.908039096214622	-0.036030386141054	0.632856646123751	-0.0597413620463011
K00102	0.5234793564864	0.555611297622481	-0.0540168141915139	0.645938887221241	-0.0859432896082013
K00104	35.000078152858	29.4580070137321	0.188673426012403	0.82790009011504	0.248698315596594
K00106	5.67090073831262	1.48989941673838	0.682801983287841	0.823575784578195	1.92836296655128
K00107	0.547688230744679	0.488676681730174	0.114821832137624	0.8755985993843	0.164474613772824
K00108	0.544283205021678	0.518842899376509	0.0452237645324009	0.858520990641454	0.0690597488586304
K00111	156.328641084533	189.729379067201	-0.181434756453263	0.770383019346293	-0.279360973600314
K00112	0.646866666464499	0.538978194239262	0.167619513139727	0.840500359988889	0.26324146529654
K00113	1.15353965763479	2.93153358137567	-0.519812194936845	0.807765895685122	-1.34558797981981
K00116	0.618344254123148	0.480935320751948	0.225862199859857	0.820238560110692	0.362567376954787
K00117	1.0047252432432	0.584245876413718	0.431462696150628	0.818267133384997	0.782153477692326
K00118	0.608060544170087	0.571404128490498	0.0588882710986291	0.873279145930123	0.0897035189484154
K00121	41.9428287439326	23.113631595044	0.514696031586047	0.820328989482962	0.859680211492562
K00122	NA	NA	NA	NA	NA
K00123	58.7395553804212	73.6424789480202	-0.284153677996004	0.805872113881016	-0.326205845948692
K00124	29.0497532341121	33.5714781145816	-0.127486490617441	0.702094640399238	-0.208710150108903
K00125	1.27380069423051	1.84588571764528	-0.235013819186182	0.789277641419364	-0.535173672351966
K00127	0.572211834147311	0.494978393271389	0.136694973212694	0.861863843002954	0.209183784695068
K00128	1372.81799384416	1243.27775666783	0.205988092108496	0.822137456197226	0.142991727575045
K00129	0.71051251178083	0.74710494378464	-0.0399082929114719	0.633351959899395	-0.0724508538167883
K00130	0.560644270552912	0.486030329661241	0.121287128919363	0.872215617832516	0.20603932455127
K00131	2.03355675817383	0.641295730698372	0.807028994435248	0.87304098010547	1.66494355026043
K00133	891.709826808505	641.454351914027	0.777819142692108	0.867822619099491	0.475227714199128
K00134	7019.10673462961	4078.11220965786	1.29334692750823	0.914779223861329	0.783385970198105
K00135	82.9171891110514	131.341536203262	-0.47182213052375	0.816762019055186	-0.663580119478727
K00137	0.528750060561725	0.480142094242174	0.095458431760274	0.881002001987972	0.13912450030472
K00138	1.29081081579902	0.893530133036074	0.260340116047755	0.820362151039423	0.530689283393
K00140	0.649166201324009	0.476540989161559	0.27440854385577	0.820101862473957	0.445987576947174
K00142	1.19342189445709	0.893351039774408	0.213183708475444	0.820990099067536	0.417805055035872
K00143	0.521924185964341	0.485365157385052	0.0727080332238669	0.879690938815733	0.10476971165897
K00145	558.587870572858	438.58526687419	0.587058719677876	0.836498151535551	0.348926897375832
K00146	NA	NA	NA	NA	NA
K00147	2166.42892623446	1535.84721126302	1.03525840862808	0.826275094670583	0.496284205669031
K00150	6.1146818460326	6.19570236863212	-0.00824289159677887	0.689211851808061	-0.0189904054771811
K00154	NA	NA	NA	NA	NA
K00156	0.922095167018386	0.666517039700505	0.206841076532394	0.821967543443894	0.468273896400833
K00157	NA	NA	NA	NA	NA
K00158	0.906036304137988	1.6221263309612	-0.28081016427743	0.805356203660362	-0.84024541664965
K00161	282.206080080711	44.9966966605196	1.39637208940214	0.806316134487909	2.64885807291477
K00162	4.91627285052235	3.20391836428364	0.256306432256228	0.820398540728412	0.617727598337284
K00163	10.6984703810004	5.19663243792332	0.383215536204472	0.813296071171078	1.04175561662356
K00164	0.87705472008237	0.56469070120488	0.321402272597492	0.816425716544016	0.635205981701366
K00167	1.83197804132586	1.669463391811	0.0595649442209868	0.873755671978278	0.134017752772909
K00169	14.3731696316825	19.6849829079312	-0.27161376548467	0.80303852415727	-0.453717213790121
K00170	6.07603976847625	6.35465924497033	-0.034074965820029	0.633333642081469	-0.0646834533651493
K00171	1.33724602398768	1.20870337867576	0.0670831963540516	0.877817187780784	0.145804670072111
K00172	80.3331282574104	45.8892283857471	0.651717486102981	0.836267831761455	0.807839509237499
K00174	72.2153890090565	67.5749457372837	0.0827029096487136	0.88129057039887	0.0958178581070997
K00175	20.8738756081001	28.587350711596	-0.292644477983998	0.806460841519059	-0.453678439149568
K00176	0.540700145869168	0.478744121701206	0.117833915147814	0.874118651152267	0.175573972730314
K00177	2.43544865981564	2.6474766019172	-0.0630927784111223	0.656408487557436	-0.120430362968514
K00179	101.017119861393	85.196197460974	0.269540048564424	0.820226405420386	0.245738868645696
K00180	4.24960865287057	3.2808639390229	0.196799679887211	0.824607646422794	0.373254224381409
K00184	3.63211583895445	2.94484774469688	0.163329066661271	0.84337230836138	0.302617169809104
K00185	0.614513149915502	0.507823542815579	0.178244141894695	0.833619210129706	0.275116602830918
K00186	430.195178536782	467.807950540093	-0.240943712722061	0.79143254398334	-0.120925025268223
K00187	1738.16268777547	1288.58540240759	0.813385993858409	0.872239707126135	0.431774964639889
K00188	4.57434965684757	6.08920134619084	-0.218979843545694	0.783829862458871	-0.412686370499295
K00189	0.558239619909318	0.506139760736502	0.0928222468436381	0.881250885092536	0.141348708000751
K00192	0.510159198217003	0.474649110390792	0.0721712929777474	0.879550867447561	0.104086139733691
K00193	238.594101968977	160.35142178896	0.730159075320432	0.838064443227756	0.573321234354837
K00194	3.57252096949213	3.21944945465254	0.0870364947462869	0.881453669469589	0.150128479633067
K00196	8.18497256962631	8.2384469207967	-0.00552199462616211	0.699229005308107	-0.00939481012685788
K00197	228.075195270449	165.473809720389	0.516701015431518	0.820378098609218	0.462906658970969
K00198	1187.15221582156	866.391182701202	0.923616046868005	0.8525696807808	0.454414462415998
K00205	NA	NA	NA	NA	NA
K00207	1.3800482461039	1.10443641554151	0.171508433593508	0.837920145631839	0.321408341656189
K00208	70.8054456935648	82.3943651262913	-0.181719146137333	0.77054038863916	-0.218685353011847
K00209	13.9293009178746	17.2244551153578	-0.176380477012933	0.767338527774408	-0.306335490968706
K00211	NA	NA	NA	NA	NA
K00214	0.528750060561725	0.468185420575765	0.119526504420136	0.873212306836648	0.175505914250803
K00215	428.291843147288	452.201228722678	-0.167599668926491	0.760970426118706	-0.0783707109433872
K00216	NA	NA	NA	NA	NA
K00219	2.30507737485847	2.11793015386024	0.0611482688251146	0.874785045174028	0.122160166406173
K00220	1.10324836295721	0.961304223920672	0.103576421161955	0.879556017515697	0.198692628557364
K00222	0.521873962243123	0.494978393271389	0.0534105122759267	0.868641950763537	0.0763358734071672
K00223	0.599605191789915	0.504577604340584	0.16459060900065	0.842526415885347	0.24893670140955
K00226	9.49678473865385	4.87137563490885	0.364168204587946	0.813811811602165	0.963109918122946
K00227	0.826013936349248	0.801273090634371	0.0199363668232434	0.795956016277472	0.0438720956255405
K00228	0.634067819354966	0.643711597281037	-0.012593253229123	0.674263278077086	-0.0217773030102511
K00230	0.564320934159224	0.598003063540218	-0.0498948515230698	0.641188289626706	-0.0836370062268678
K00231	3.32701083711421	1.24214795408927	0.533063146293451	0.820143329513073	1.42138954019287
K00232	0.580556985701635	0.561880458558895	0.027627609241846	0.820129441194229	0.0471744583872209
K00233	35.6251944264376	44.8404122046841	-0.226753207847349	0.786361870162313	-0.331901652701363
K00234	10.332330330851	9.84877390644905	0.039341326968493	0.84838423436887	0.0691496362682355
K00235	0.642734084447654	0.619618969796646	0.0275916991856213	0.820026202864308	0.0528406678137045
K00236	0.539917967914997	0.808815142041022	-0.296498304575236	0.806449653989137	-0.58306977757299
K00237	0.668118068429826	0.726810605701887	-0.0611771689201308	0.654335920105624	-0.121476396409539
K00239	1224.92791465824	1131.41710137963	0.255390817547465	0.820405076493726	0.11456596847733
K00240	32.6896692809381	33.2387414149154	-0.0161290427883151	0.663365675409945	-0.0240309739528622
K00241	27.8379262644916	28.1815175698801	-0.0115351256070049	0.677760829200501	-0.0176975583640679
K00243	116.702806153199	85.1473867117165	0.360817708533566	0.813787335739149	0.454805094050823
K00244	5.93965460984338	4.81905067967132	0.139284231941483	0.859992574829449	0.301630067635375
K00245	18.521228975006	28.1440565147184	-0.333814721427999	0.802331739469316	-0.603650453216741
K00246	0.607925271322775	0.525759090794041	0.131075856186097	0.86587163965388	0.209492102032951
K00247	1.00731466644649	1.0264917249956	-0.0126032569523586	0.674230533648836	-0.0272075723274155
K00248	638.556352546516	492.12098650131	0.453668360098749	0.821193989212535	0.375800901751662
K00249	2.17250007801125	4.31291453227666	-0.453879954804515	0.812665018381848	-0.989306898059521
K00251	NA	NA	NA	NA	NA
K00252	0.528750060561725	0.506425143104434	0.0432358147333518	0.855384383072267	0.0622368896972203
K00253	0.528750060561725	0.489759496366147	0.0766999238178643	0.880559217623845	0.110512457062045
K00254	19.3699443955105	25.7373683339428	-0.272765465729659	0.803395815668036	-0.41004473194002
K00255	1.76747765990669	1.36553125434742	0.196704235266041	0.824640441507357	0.372229645200334
K00259	90.6021389794271	73.8739825481909	0.255421389330486	0.820404868215953	0.294478755048391
K00260	3.10762639059805	0.863727833010675	0.704163699414769	0.827059489684507	1.84716438317354
K00261	0.539143482474137	0.517615018717287	0.0407040411980351	0.850961886946177	0.0587897910323327
K00262	2829.90700502391	1646.90614621775	1.20115001207189	0.90827038495226	0.780996303525608
K00264	79.6386716080126	79.84948058172	-0.00349403416044644	0.706926449968024	-0.00381386621997316
K00265	316.916591071667	203.458941004381	0.783588744381869	0.870398966263724	0.639365507957758
K00266	171.510270771516	75.4781553432681	0.665314013944065	0.831308727301264	1.18416390418263
K00274	NA	NA	NA	NA	NA
K00275	0.493396841275013	0.988001948143321	-0.450441253542787	0.811677030216035	-1.00176540698181
K00276	0.533903314502144	0.494978393271389	0.0758639932157737	0.88040577408298	0.109212955121483
K00278	538.566356701112	527.201741644854	0.0594495709794613	0.873674611931955	0.030768973627325
K00281	51.2399093008527	61.0025973875161	-0.200343000915126	0.778431635586378	-0.251602749515637
K00282	23.6185231664944	22.5254792587847	0.0424295212255905	0.854028245181908	0.0683609562613454
K00283	85.7256707565269	125.573987325748	-0.479682012701606	0.817548298591615	-0.55073844802173
K00284	8.81336492865474	7.19415201943714	0.172001866806827	0.837595447727519	0.292868297639557
