	Prefeed_HiCHO_mean	T2_LoCHO_FAT_mean	theta	prob	log2FC	P	id
K00077	26.8815508231502	25.3766312094926	0.0644592513153709	0.357331060523716	0.0831158093206497	0.642668939476284	K00077
K00078	209.686345454175	67.3769214457678	2.32500349367017	0.999475043656058	1.63790650162473	0.000524956343942451	K00078
K00081	0.583806509633006	0.466602409412533	0.243806404276685	0.939643650527935	0.323296540409777	0.060356349472065	K00081
K00082	0.538841264957025	0.436604900729313	0.265221247518826	0.950684889857633	0.303532013796521	0.0493151101423674	K00082
K00083	0.54519844347969	0.433472710652105	0.30434505454484	0.9625411821492	0.330840272115513	0.0374588178507995	K00083
K00085	0.544875715319377	0.418448059532024	0.341306930964333	0.968549900779928	0.38087863527861	0.0314500992200722	K00085
K00087	424.188402414101	443.3421974021	-0.178598789852274	0.61048459038206	-0.0637155078609973	0.38951540961794	K00087
K00088	1420.56867557386	1455.77294333277	-0.143119761453443	0.516011477607329	-0.0353167777157359	0.483988522392671	K00088
K00090	0.799996925954115	0.52133132689728	0.340098467906016	0.968438193511194	0.617793901996433	0.0315618064888056	K00090
K00091	0.705428436558389	15.3728690894633	-2.0749177133572	0.997158693898539	-4.44574290140227	0.00284130610146061	K00091
K00093	5.69633734381338	7.43928210988682	-0.267915541188865	0.743605266574907	-0.38512882116165	0.256394733425093	K00093
K00094	19.142366248889	16.2869542139535	0.187396069739727	0.881306632973607	0.233052342990192	0.118693367026393	K00094
K00096	7.51156930767936	14.9463741737813	-0.806098379100522	0.97094617376512	-0.992609294508019	0.02905382623488	K00096
K00097	1.74687904243927	1.47973666265615	0.165592797679788	0.836655396855438	0.239439263123657	0.163344603144562	K00097
K00098	1.27907388641615	0.778481564541642	0.447895507778611	0.964725360438834	0.716364824787979	0.0352746395611663	K00098
K00099	713.57155125882	512.511918317178	1.39763421496035	0.992210602551457	0.477472544429967	0.0077893974485429	K00099
K00100	952.323149325221	326.595644856804	3.07950043588538	1	1.54394564981523	0	K00100
K00101	1.01327600387829	1.1937630654984	-0.144281438010911	0.520329189176951	-0.236489323250414	0.479670810823049	K00101
K00102	1.04331065927288	0.561310641523073	0.575907550091183	0.95338501065613	0.89429748718871	0.04661498934387	K00102
K00104	24.7229776754332	27.8235687621059	-0.148318867024313	0.534588591826642	-0.170454963346994	0.465411408173358	K00104
K00106	17.9227145903204	0.859171444666658	1.458880004889	0.993414941631744	4.38269931073935	0.00658505836825551	K00106
K00107	0.650122926431135	0.41055389472217	0.529660414430289	0.955177910502319	0.663140909724252	0.0448220894976809	K00107
K00108	0.858047746033724	0.431210662573447	0.488386243152631	0.960547928359517	0.992665076524943	0.0394520716404828	K00108
K00111	349.7246678947	342.173258715347	0.0424510071953744	0.194883118287962	0.0314925446472285	0.805116881712038	K00111
K00112	0.635818886885898	0.520777735105618	0.207291362241369	0.909058746085219	0.287948102061033	0.0909412539147815	K00112
K00113	1.16708635528085	3.30737571367259	-0.71564904536672	0.959225819376481	-1.50277562999227	0.0407741806235188	K00113
K00116	0.591065320051591	0.428143549501988	0.36039121069411	0.969472490194787	0.465222985222821	0.0305275098052129	K00116
K00117	0.653495495101736	0.557970631816002	0.146069578060599	0.779873646048842	0.227988101425775	0.220126353951158	K00117
K00118	0.750517854641046	0.587642150841182	0.24700553920699	0.941528528740202	0.352948511297629	0.0584714712597978	K00118
K00121	18.4925032512438	11.562827405631	0.554970622575696	0.953969364527901	0.677446312793761	0.0460306354720992	K00121
K00122	0.543197752659576	0.433472710652105	0.299384664396963	0.961481896090601	0.325536339621459	0.0385181039093994	K00122
K00123	103.358145984213	109.042596706795	-0.111265699121683	0.382460685523111	-0.0772397269310617	0.617539314476889	K00123
K00124	91.7967527035251	43.2011082185432	1.16876925833705	0.987595100371125	1.08737479775064	0.012404899628875	K00124
K00125	0.69610840956073	0.500813500368804	0.320998240559388	0.965738969985849	0.475038550649663	0.0342610300141512	K00125
K00127	0.739476327337237	0.427885255705209	0.457598886123825	0.963759743643443	0.789279996768847	0.036240256356557	K00127
K00128	3275.5408872872	1526.97521390429	2.52631935284418	0.999980683556443	1.10105651305177	1.9316443557349e-05	K00128
K00129	0.666309977029899	0.719018460861131	-0.0689069662086879	0.25354206759439	-0.109835316416895	0.74645793240561	K00129
K00130	0.840033042963263	0.430617949977321	0.485320547507017	0.960939110167385	0.964037619480237	0.0390608898326155	K00130
K00131	0.876041801556614	0.606962727849531	0.299107846186143	0.961421202496672	0.529391784976265	0.0385787975033278	K00131
K00133	427.111357733463	425.27182842818	0.0205737422844905	0.0481114815703294	0.00622697389967229	0.951888518429671	K00133
K00134	5030.06219319787	3235.46885401715	2.71000658465727	0.999618603925935	0.636601448757712	0.000381396074064622	K00134
K00135	97.9612413052586	21.3333132331335	1.79244995240066	0.998224880986295	2.19910300988356	0.0017751190137052	K00135
K00137	0.549462419074217	0.433472710652105	0.314737154718116	0.964594948321574	0.342079639061297	0.0354050516784262	K00137
K00138	0.925752330836025	1.17548049133827	-0.212229137519098	0.666631240321647	-0.344552413851589	0.333368759678353	K00138
K00140	0.613454602919316	0.460582632535699	0.293239696592718	0.960054509673812	0.413496573425453	0.0399454903261881	K00140
K00142	2.00507502970784	0.987143912161672	0.579721038614312	0.953280546080707	1.0223238927451	0.0467194539192932	K00142
K00143	0.620982253284827	0.433472710652105	0.402842307303176	0.969086779065286	0.518610867840053	0.030913220934714	K00143
K00145	550.523773345129	549.825120598371	0.00399893966334583	0.000448201546652816	0.00183204253496002	0.999551798453347	K00145
K00146	0.576536157576054	0.427567255014462	0.367639169707933	0.969550136822489	0.431259720269519	0.0304498631775105	K00146
K00147	1870.91612743609	1572.05309944368	0.76864895678595	0.962814150445691	0.251094935957928	0.037185849554309	K00147
K00150	2.44382237000392	8.97743741008173	-1.05633479248519	0.987159948083243	-1.87716426335423	0.0128400519167567	K00150
K00154	0.526993146567698	0.433472710652105	0.257369988670792	0.947050224601664	0.281843028851017	0.052949775398336	K00154
K00156	0.626412550949511	0.70529259260291	-0.112732661465731	0.388330279010776	-0.171108768664499	0.611669720989224	K00156
K00157	0.544875715319377	0.423013055930378	0.331341366189558	0.967391812910415	0.365225001006732	0.0326081870895855	K00157
K00158	0.957595904368602	0.569548761901942	0.374814189616707	0.969579397956533	0.749597618379128	0.0304206020434672	K00158
K00161	8.66696544892277	6.22409963637835	0.192304968710721	0.889149287094718	0.477661797893869	0.110850712905282	K00161
K00162	2.46332885526486	2.02007172558872	0.152530235289231	0.800744905891228	0.286202722112203	0.199255094108772	K00162
K00163	9.01260132326655	0.880447885796637	1.09216593361415	0.987415141445369	3.35563405602997	0.0125848585546305	K00163
K00164	1.3217387087327	0.48968943980245	0.925295508377887	0.973884844340411	1.43249801256167	0.0261151556595892	K00164
K00167	3.31583038372995	2.88753858053419	0.112262608942947	0.634040759852087	0.199529987274769	0.365959240147913	K00167
K00169	37.9284096653838	41.427392016371	-0.126760099244708	0.448129759077847	-0.127306120185822	0.551870240922153	K00169
K00170	14.274169128944	9.43418108605411	0.446446466600163	0.964879550168362	0.597437573306423	0.0351204498316375	K00170
K00171	1.66191872818586	1.01476183876957	0.427778067793427	0.966986421800739	0.711708661176145	0.0330135781992613	K00171
K00172	78.5645947966311	155.940866948783	-1.09797239386	0.987757313298851	-0.989047848021865	0.012242686701149	K00172
K00174	150.810874792791	147.349027294743	0.0344748883688805	0.135567227265642	0.033502926649384	0.864432772734358	K00174
K00175	28.8909191833398	64.3209999072281	-1.19975098126996	0.990551689898932	-1.15467372931031	0.00944831010106828	K00175
K00176	0.547467891761117	0.396359587107783	0.393023902099932	0.969446495943441	0.465964482528543	0.0305535040565593	K00176
K00177	2.34534766957086	5.70778436554364	-0.817187120543886	0.971456313699027	-1.28312903147576	0.0285436863009729	K00177
K00179	65.4273217997026	119.224001519739	-1.21672220887498	0.991581967097224	-0.865709578683365	0.00841803290277621	K00179
K00180	3.06641186027603	4.48264670807895	-0.385225278114812	0.851779181240607	-0.54779931707363	0.148220818759393	K00180
K00184	2.3018665592882	2.68582098823068	-0.133047366421387	0.475369203781281	-0.222558949460114	0.524630796218719	K00184
K00185	0.5515224900913	0.646353725179025	-0.146016794640367	0.526616793081384	-0.228904196471235	0.473383206918616	K00185
K00186	509.168458336596	603.895379254132	-0.744313324630352	0.962197613122946	-0.246155583348083	0.0378023868770543	K00186
K00187	1796.32985706305	3313.38389757974	-2.1068126595806	0.998281825370324	-0.883253073539561	0.00171817462967638	K00187
K00188	4.63895241615928	12.8220961062603	-1.0081864069487	0.983633424298402	-1.46676117439622	0.0163665757015983	K00188
K00189	2.8170848825645	0.594297275850627	0.759887138478247	0.96160342884359	2.24494636168617	0.0383965711564099	K00189
K00192	0.531374953657986	0.422538763955192	0.295029874806843	0.96048668474657	0.330646526885361	0.0395133152534296	K00192
K00193	128.447419093816	137.970637179108	-0.170539845952879	0.594343696743599	-0.103183363932234	0.405656303256401	K00193
K00194	2.21468025062173	3.10894350938181	-0.337028331318898	0.812303345074761	-0.489325981115465	0.187696654925239	K00194
K00196	10.8374995168089	8.80679064385167	0.218463973870823	0.920641354208684	0.299343653645626	0.0793586457913158	K00196
K00197	179.908594575972	190.38123393444	-0.134371680892311	0.480994490242649	-0.0816271692608513	0.519005509757351	K00197
K00198	514.471126384913	708.788486338105	-1.30704390265166	0.992437522007354	-0.462265057586079	0.00756247799264587	K00198
K00205	0.541700946821274	0.423240985381666	0.321759532603997	0.965872267982181	0.356017271993191	0.0341277320178186	K00205
K00207	0.888073475203413	1.96829450463729	-0.687488408155412	0.956342293586946	-1.14819515030447	0.0436577064130541	K00207
K00208	90.0600870490898	157.892666518833	-1.22616236950155	0.991958922168931	-0.809984388100979	0.008041077831069	K00208
K00209	43.6922310177569	17.0800148028267	0.709199849300856	0.958422017420719	1.35506754941705	0.041577982579281	K00209
K00211	0.571418065440254	0.429158250975117	0.361998800505371	0.969496544161905	0.413036912113987	0.0305034558380953	K00211
K00214	0.567349876401721	0.433472710652105	0.343309822433452	0.968721815963097	0.38829752742379	0.0312781840369025	K00214
K00215	417.604301025826	542.758044888667	-1.07665173426823	0.987364508994513	-0.378172634255393	0.0126354910054867	K00215
K00216	0.671312220422399	0.433472710652105	0.414035179073668	0.968335216076899	0.631042733965667	0.031664783923101	K00216
K00219	1.24114077377755	1.24020610092045	0.000674278295666551	0.000465304517513476	0.00108686775985332	0.999534695482487	K00219
K00220	1.26972359823237	0.938677101079349	0.306545227360132	0.96299259525407	0.435813605387409	0.0370074047459298	K00220
K00222	0.570108103113958	0.437861615675111	0.317811571269531	0.965166333028963	0.380760522911382	0.0348336669710373	K00222
K00223	0.851349338818589	0.405072789862346	0.790038905165069	0.96484452336508	1.07157006485513	0.0351554766349202	K00223
K00226	2.92368553143283	0.452026344211556	1.36816164458258	0.992430096838768	2.69330938401949	0.00756990316123241	K00226
K00227	4.21509034846415	1.22401589703002	0.83961961861078	0.968238834511017	1.78394125968359	0.0317611654889832	K00227
K00228	1.15975387217008	0.409362575456838	0.973570570788608	0.978990355754248	1.50236754289675	0.0210096442457517	K00228
K00230	1.20682266574121	0.579786055658206	0.460667791446635	0.963471840198988	1.05762115668983	0.0365281598010124	K00230
K00231	5.61029687809936	0.557789636448954	1.16602641598414	0.987705782819401	3.33028408051761	0.0122942171805992	K00231
K00232	0.886011839679851	0.563723003627868	0.372951306259701	0.969574842826377	0.652339537303851	0.0304251571736232	K00232
K00233	73.6385117468499	128.794990733664	-0.885123009232115	0.975375147157004	-0.806544108467009	0.0246248528429956	K00233
K00234	12.9979451091259	17.83340912248	-0.339061283947627	0.814262080145228	-0.456298961483758	0.185737919854772	K00234
K00235	1.47900886195918	0.490628270033408	1.06075244117424	0.984912703461902	1.59192842724911	0.0150872965380984	K00235
K00236	1.73308661559226	0.615317795790832	0.854746808631654	0.969139687090334	1.49394013593271	0.0308603129096662	K00236
K00237	0.802208215891531	0.54845508289582	0.35026459712192	0.969165372250382	0.548603269387463	0.030834627749618	K00237
K00239	1649.36245348858	1264.71961084343	0.941124518914311	0.975089939737902	0.383090897232437	0.0249100602620976	K00239
K00240	39.0502372346126	67.9026357568343	-0.78861011914446	0.968995651428381	-0.798136263300512	0.0310043485716187	K00240
K00241	16.261679995559	14.4901711993143	0.128920255317301	0.713064913896115	0.166401669828656	0.286935086103885	K00241
K00243	77.3855496240294	57.180022816039	0.354880872409876	0.969345466317114	0.436552998227227	0.0306545336828855	K00243
K00244	8.22053341752069	6.13452493241043	0.278080181210817	0.955660130492464	0.422280387599584	0.0443398695075355	K00244
K00245	31.0811066399885	13.5676422487039	1.02069991253578	0.982423337602762	1.19586783712267	0.017576662397238	K00245
K00246	0.576255275137102	0.440203556882117	0.324194278400627	0.966288740563066	0.38853724989896	0.0337112594369344	K00246
K00247	0.914187348873684	0.91913244853015	-0.00506508073651948	0.00814324266933586	-0.00778291715770431	0.991856757330664	K00247
K00248	1522.66539990481	661.857491677649	2.71296662622508	0.999647489192927	1.20200642908738	0.000352510807072992	K00248
K00249	4.62136299870196	4.85691172870373	-0.0533901622342325	0.209538357490766	-0.0717208518025444	0.790461642509234	K00249
K00251	0.540020065076628	0.418506809849618	0.324290423219223	0.966305057327043	0.367761915113238	0.0336949426729575	K00251
K00253	0.541082417652004	0.427923779541375	0.306826887737371	0.963049978212627	0.338494510905138	0.0369500217873728	K00253
K00254	24.1473433199462	33.1447728584565	-0.44798983805396	0.883852476282587	-0.456916892970398	0.116147523717413	K00254
K00255	1.84603712366486	3.34696529868729	-0.580706241975497	0.930841697808042	-0.858422027487993	0.0691583021919584	K00255
K00259	197.075249703346	115.651479869702	0.789229652115011	0.96480912620758	0.768962875763176	0.0351908737924203	K00259
K00260	15.452259602915	0.591873394574243	1.60780692588248	0.996711881031901	4.70638540304882	0.00328811896809855	K00260
K00261	0.715979057288447	0.668301398775438	0.0636634431116669	0.351809937386628	0.0994184948281876	0.648190062613372	K00261
K00262	1169.83349557299	1356.22588702312	-0.843069452072618	0.972793921311058	-0.213294284295211	0.0272060786889422	K00262
K00264	125.743053575866	70.9033229316548	0.962062888967185	0.977476230178112	0.826553556392892	0.0225237698218878	K00264
K00265	242.31665503622	126.013621585156	1.56977332539857	0.997002195744942	0.943313876365014	0.00299780425505813	K00265
K00266	146.023920118481	108.851682129989	0.492652836357735	0.959964661580486	0.423841013486314	0.0400353384195142	K00266
K00274	0.541868635275758	0.433472710652105	0.295770045618296	0.960659968307321	0.322001971515062	0.0393400316926789	K00274
K00275	1.14546016715362	0.564082191282377	0.622413367334228	0.95246315398528	1.02194999521572	0.0475368460147196	K00275
K00276	0.78978229898033	0.458374202827949	0.420397359579444	0.967758924273448	0.784929181808588	0.0322410757265518	K00276
K00278	595.144706868647	691.016566456852	-0.580431408207056	0.930767224120589	-0.215479802102321	0.0692327758794106	K00278
K00281	85.7350665536356	152.690376696954	-1.03064913699833	0.985398456024551	-0.832651831454289	0.0146015439754487	K00281
K00282	12.1404004095888	36.9340545857064	-1.27013544570167	0.992028454541144	-1.6051356441991	0.00797154545885559	K00282
K00283	183.027616737104	205.311345612954	-0.206082354608627	0.656788840260824	-0.165752002912001	0.343211159739176	K00283
