	T1_LoCHO_PROT_mean	T2_LoCHO_FAT_mean	theta	prob	log2FC	P	id
K00354	11.476389463383	2.74431656637482	1.05565039205422	0.93551647581364	2.06415001735991	0.0644835241863604	K00354
K00355	0.699483370393324	0.823279061475319	-0.124987769021076	0.135636617650414	-0.235091775389354	0.864363382349586	K00355
K00362	1.02311019287073	0.452361947980662	0.594005651169428	0.893873166188157	1.17741205504405	0.106126833811843	K00362
K00364	604.777716048985	157.592461065185	1.87565843323069	0.992550948194083	1.94020646169867	0.00744905180591715	K00364
K00366	86.7721398319206	87.540805203676	-0.010893763599822	0.00711283115623862	-0.0127237470258673	0.992887168843761	K00366
K00367	0.580234966839263	0.447982244154679	0.283991729610678	0.935589512701663	0.37319568765804	0.0644104872983373	K00367
K00370	194.620846002482	404.11015921998	-1.09737281774842	0.952869058654002	-1.05408237426545	0.0471309413459983	K00370
K00371	1.49918724993265	0.83935295717752	0.387567863689483	0.948883059009333	0.836831075992875	0.051116940990667	K00371
K00372	0.687733085836328	0.432004943506653	0.466929534597126	0.920443410211122	0.670800931728192	0.0795565897888779	K00372
K00373	0.653651056759003	0.458508692749076	0.375941528260094	0.950671447537917	0.511571591193965	0.0493285524620828	K00373
K00374	0.666759187068105	0.442827123591837	0.411935644701169	0.94199196302527	0.590422207061118	0.0580080369747304	K00374
K00375	204.512296577736	209.034355232583	-0.0478099797675137	0.0470893830736099	-0.0315524819736646	0.95291061692639	K00375
K00381	6.53922403491033	7.60138945150759	-0.130412258605773	0.143325064625264	-0.217143700554345	0.856674935374736	K00381
K00382	137.503140122795	84.9215085257855	0.667722337275396	0.900881987191037	0.695262661177747	0.0991180128089627	K00382
K00383	1324.41643289509	81.4016227909336	2.83436971189422	0.999999854131719	4.02415545040532	1.45868280565509e-07	K00383
K00384	1806.47766607506	1345.52651357559	1.12998653109783	0.944147599843212	0.4250085989511	0.0558524001567881	K00384
K00385	11.8930504824615	10.4686321848456	0.121424240681004	0.390491700203017	0.184045849218457	0.609508299796983	K00385
K00390	17.5410597168531	16.3284196586099	0.0657268965011908	0.127494785400334	0.103350741843266	0.872505214599666	K00390
