	Prefeed_HiCHO_mean	T1_LoCHO_PROT_mean	theta	prob	log2FC	P	id
K00099	658.668496761644	468.091369404042	1.19221165680498	0.909012437957106	0.492762384480691	0.0909875620428945	K00099
K00100	879.050259347913	371.082746508901	2.30052586591159	1	1.24420472874673	3.33066907387547e-16	K00100
K00101	0.935313327867076	0.836596354571225	0.100233485804652	0.0237664853118379	0.160918034052754	0.976233514688162	K00101
K00102	0.963037080705327	0.506877102518117	0.620302468081653	0.606346791082721	0.925955354938267	0.393653208917279	K00102
K00104	22.8207619995809	34.5835603672514	-0.483160605603688	0.473946619907118	-0.599739436726595	0.526053380092882	K00104
K00106	16.5437193456896	5.51118568123889	0.518826571177601	0.47937590516282	1.58584897655726	0.52062409483718	K00106
K00107	0.600101685538411	0.529581648393286	0.13517670984114	0.0262850900566416	0.180353852779214	0.973714909943358	K00107
K00108	0.792028519120091	0.529537125519629	0.274886184378843	0.168397439547622	0.58082054514242	0.831602560452378	K00108
K00111	322.816430778804	147.755619863865	0.878752345769579	0.823162740417724	1.12750100693521	0.176837259582276	K00111
K00112	0.586898216021921	0.630555935411452	-0.0715730640693267	0.259207628052804	-0.103514032146791	0.740792371947196	K00112
K00113	1.07728932560126	1.10769626955908	-0.0214752594350315	0.181622789352862	-0.0401565846110962	0.818377210647138	K00113
K00116	0.545588042515883	0.606541740684114	-0.100482412232174	0.267125320919591	-0.152794905814779	0.732874679080409	K00116
K00117	0.603214764713963	0.985921209041784	-0.401746034455955	0.42891256800286	-0.708800615208067	0.57108743199714	K00117
K00118	0.692772107067773	0.59396617430027	0.152664181049554	0.0250867926908243	0.222000070798584	0.974913207309176	K00118
K00121	17.0696677808539	41.5165870922687	-0.829922241548377	0.789210655377591	-1.2822528704251	0.210789344622409	K00121
K00122	0.50140346340519	0.512092706075088	-0.0253797009039201	0.185471082105239	-0.0304330488872511	0.814528917894761	K00122
K00123	95.4056457595509	57.5487691558678	0.817321495409546	0.792955854396653	0.729289569658679	0.207044145603347	K00123
K00124	84.7338000010884	28.3230601875343	1.43423161509301	0.960126429822323	1.58096041913773	0.0398735701776766	K00124
K00125	0.6425489902164	1.19806236043994	-0.479036397522436	0.468633933102126	-0.898824644111458	0.531366066897874	K00125
K00127	0.682580128171861	0.551630437991458	0.16838063864116	0.0423388229786167	0.307296349728408	0.957661177021383	K00127
K00128	3023.51682673545	1376.38886112314	2.33652838941449	1	1.13533948626864	0	K00128
K00129	0.615043284970288	0.694638334977089	-0.109961599630393	0.254009985992202	-0.175574084133	0.745990014007798	K00129
K00130	0.775399888998704	0.545827828990263	0.237063926073958	0.128148308636189	0.506494576378156	0.871851691363811	K00130
K00131	0.808638090341084	1.9823348836635	-0.64032524029816	0.655423864729097	-1.29363463580545	0.344576135270903	K00131
K00133	394.248895505764	870.181279716494	-2.07947493914185	0.994494239724944	-1.14220926710229	0.00550576027505634	K00133
K00134	4643.04315042614	6796.9724688118	-1.10735303701007	0.893781479484631	-0.549821590431519	0.106218520515369	K00134
K00135	90.423985426005	77.2659825303065	0.177951581861697	0.0572427461621668	0.226872119154961	0.942757253837833	K00135
K00137	0.507186118841446	0.512092706075088	-0.0115867962037533	0.177135988927566	-0.013889749447413	0.822864011072434	K00137
K00138	0.854523831632106	1.27785403095573	-0.326817230124289	0.353700111907941	-0.580530414304334	0.646299888092059	K00138
K00140	0.566254666996694	0.633502660066472	-0.104818757440185	0.261910485948798	-0.161899641518608	0.738089514051202	K00140
K00142	1.85080214224088	1.17826791199782	0.342054139572873	0.244248652072373	0.651483060555476	0.755751347927627	K00142
K00143	0.573203130877648	0.505351893038507	0.131982763153045	0.0284867955579158	0.181758156229047	0.971513204442084	K00143
K00145	508.165811236582	551.998217229457	-0.2226339290712	0.177625718221779	-0.119364291656909	0.822374281778221	K00145
K00146	0.532176771298462	0.512092706075088	0.0438707816297169	0.109831374540268	0.0555005299073654	0.890168625459732	K00146
K00147	1726.96558747543	2081.35679401772	-0.679850633041474	0.709133496079572	-0.269284963319202	0.290866503920428	K00147
K00150	2.25579173379786	5.88765379000413	-0.709701439318463	0.738506447946262	-1.38405896259349	0.261493552053738	K00150
K00154	0.486445659220981	0.512092706075088	-0.0615246842666355	0.244433258889622	-0.0741263596576924	0.755566741110378	K00154
K00156	0.578215614900386	0.876041970690299	-0.29345439218883	0.298519742592866	-0.599392420421338	0.701480257407134	K00156
K00158	0.883917322268357	0.844227544309775	0.0330967275239887	0.154568349226665	0.0662795322319677	0.845431650773335	K00158
K00161	8.00011868978852	277.690040328382	-2.20212776782128	0.99328601950993	-5.11731021996057	0.0067139804900701	K00161
K00162	2.27379736659146	4.93010228875989	-0.556002368009209	0.564661790350185	-1.11651388797721	0.435338209649815	K00162
K00163	8.31916092371628	10.253016737947	-0.10083259998151	0.26677843430517	-0.301538525739835	0.73322156569483	K00163
K00164	1.22004254073306	0.87968461144336	0.250694837402369	0.141259663436379	0.471873172971068	0.858740336563621	K00164
K00167	3.06070640080187	1.84172363691757	0.39835302569215	0.312287424440605	0.732808069012584	0.687712575559395	K00167
K00169	35.0101521491246	14.0246188198313	0.948349379666544	0.846621062237943	1.31981177168825	0.153378937762057	K00169
K00170	13.1758973659991	5.96629006266868	0.711953327965257	0.70624139318886	1.142995198424	0.29375860681114	K00170
K00171	1.53404869981589	1.2953710639884	0.132274968608781	0.0282780102417319	0.243978860657985	0.971721989758268	K00171
K00172	72.5197402588365	79.332429447328	-0.126041248874195	0.226634231739403	-0.129536972383425	0.773365768260597	K00172
K00174	139.207304467	70.8524980865082	0.781744251306066	0.773477154325813	0.974344289007541	0.226522845674187	K00174
K00175	26.6680170684809	20.2414050642863	0.309038923001702	0.200835601875073	0.397801116909758	0.799164398124927	K00175
K00176	0.505345052861795	0.524703395261127	-0.0415831984437523	0.209681569869537	-0.0542333196230428	0.790318430130463	K00176
K00177	2.1648937954077	2.39328130660221	-0.0847176317163194	0.271204020696813	-0.144693729943424	0.728795979303187	K00177
K00179	60.393264867309	99.1319235875366	-0.878620367240769	0.805812267741787	-0.714962057911871	0.194187732258213	K00179
K00180	2.83047843891342	4.20378766104781	-0.336301676595263	0.364993967245665	-0.570643864665087	0.635006032754335	K00180
K00184	2.12475817411382	3.5872923528847	-0.43961379177537	0.44310689727875	-0.75559667252039	0.55689310272125	K00184
K00185	0.509087685513563	0.59781162578612	-0.180687447329759	0.180851687459481	-0.231776785517893	0.819148312540519	K00185
K00186	469.992423968379	419.694940983305	0.376067032122714	0.28302774645747	0.163296428454638	0.71697225354253	K00186
K00187	1658.11807456801	1714.36269540669	-0.102115761757819	0.265341893377557	-0.0481256175851042	0.734658106622443	K00187
K00188	4.28202583064043	4.42262714686923	-0.0292861859413824	0.190295558558105	-0.0466101212217813	0.809704441441895	K00188
K00189	2.60033497912768	0.544713052791603	0.747083306531205	0.735131832953432	2.255129141843	0.264868167046568	K00189
K00192	0.490490324796798	0.494362641683915	-0.00944805356129624	0.177217737756304	-0.011345046111395	0.822782262243696	K00192
K00193	118.564519981472	238.315576163147	-1.39113172723518	0.952656723822281	-1.00720089527843	0.0473432761777189	K00193
K00194	2.04428008503328	3.50913187136727	-0.528255767560207	0.534022321100372	-0.779521292286846	0.465977678899628	K00194
K00196	10.0036492525504	7.93696342968247	0.229658816865047	0.121909082774106	0.333867316562308	0.878090917225894	K00196
K00197	166.066210648124	225.417570253211	-0.586250949014457	0.608152080176585	-0.440841412058206	0.391847919823415	K00197
K00198	474.887098351137	1166.05962934493	-2.92154017551767	0.999999999999996	-1.29598509924906	4.21884749357559e-15	K00198
K00205	0.500021823610668	0.512092706075088	-0.0286651690947616	0.189461259385293	-0.0344139472536822	0.810538740614707	K00205
K00207	0.819744032527938	1.30065413307509	-0.394636259643255	0.423888577900339	-0.66599197552688	0.576111422099661	K00207
K00208	83.1307554935453	67.5750371871232	0.305734578841709	0.19675635407814	0.298891922146446	0.80324364592186	K00208
K00209	40.3304981453641	13.563518495881	0.756946821697882	0.747696126930224	1.57213975062183	0.252303873069776	K00209
K00211	0.527452471335231	0.512092706075088	0.0344593736376784	0.149845041916262	0.0426360882416629	0.850154958083738	K00211
K00214	0.523697293660581	0.512092706075088	0.0262145488181667	0.173432974939098	0.0323281389150807	0.826567025060902	K00214
K00215	385.473323190416	416.649122942139	-0.247648988199903	0.206330793671262	-0.112201921783561	0.793669206328738	K00215
K00216	0.619660649732044	0.512092706075088	0.171414444140322	0.0468575484707519	0.275073345456957	0.953142451529248	K00216
K00219	1.14564590795622	2.24891947302816	-0.526394818626015	0.532062292938643	-0.973070793428368	0.467937707061357	K00219
K00220	1.17202953547563	1.07785737269464	0.0721886155162152	0.00427158886183199	0.120842640212903	0.995728411138168	K00220
K00222	0.526243299087887	0.505619566530677	0.0463547445462778	0.0979305655018045	0.0576776635651341	0.902069434498196	K00222
K00223	0.785845495422879	0.587107443474907	0.28489247966894	0.176878578536733	0.420621145419569	0.823121421463267	K00223
K00226	2.69873364569455	9.57663907773663	-0.74213794422825	0.745891410772549	-1.82723683529092	0.254108589227451	K00226
K00227	3.89077622088438	0.805736816402203	1.21269255840184	0.91459439669802	2.2716774226979	0.0854056033019799	K00227
K00228	1.07052101257144	0.616380968382351	0.476817451250507	0.424946695628815	0.796418891296615	0.575053304371185	K00228
K00230	1.11396827648098	0.54847518121569	0.435921904107179	0.374593419919524	1.02220990375886	0.625406580080476	K00230
K00231	5.17863387990354	3.2141515889408	0.221090147019905	0.114912579896586	0.688133593727632	0.885087420103414	K00231
K00232	0.817841021724355	0.565674690712173	0.310154413500997	0.202252963145449	0.531847804484967	0.797747036854551	K00232
K00233	67.9726759713121	34.3445249991864	0.720099830468043	0.712786526821165	0.984874788967328	0.287213473178835	K00233
K00234	11.997867559203	10.1169424273927	0.158869240528993	0.0302872638561548	0.246004670943894	0.969712736143845	K00234
K00235	1.36521213897226	0.636210066212762	0.619186243459761	0.604951488183185	1.10155004381686	0.395048511816815	K00235
K00236	1.59974084425885	0.525584845624455	1.05524879256445	0.879384714312389	1.60584262586565	0.120615285687611	K00236
K00237	0.740485349673732	0.662834352215927	0.0922324548868041	0.0118888858897948	0.15982281845428	0.988111114110205	K00237
K00239	1522.45852001515	1203.32294810093	0.799141712326943	0.782004256169441	0.33937903654879	0.217995743830559	K00239
K00240	36.0456649541771	31.6984857866358	0.142909699073136	0.022941849551208	0.185411838093038	0.977058150448792	K00240
K00241	15.0104867530078	27.0978390404531	-0.625514570142333	0.638213922257021	-0.85220704544066	0.361786077742979	K00241
K00243	71.4314122417209	112.300964796916	-0.508415957931498	0.509773350711758	-0.652739772565753	0.490226649288242	K00243
K00244	7.58803567651379	5.85767405463285	0.213691888970261	0.108491015407974	0.373398543962067	0.891508984592026	K00244
K00245	28.6896888646057	17.7929174244956	0.490578454515376	0.445866783248641	0.689229240173495	0.554133216751359	K00245
K00246	0.531917500292625	0.594921423191039	-0.110749758399458	0.252676657430627	-0.16149662787643	0.747323342569373	K00246
K00247	0.843848673309479	1.02459781752534	-0.148299206519318	0.207058323425296	-0.280001513931845	0.792941676574704	K00247
K00248	1405.50969031345	629.620528956562	1.97402726944438	0.993732487041344	1.15853891423372	0.00626751295865646	K00248
K00249	4.26578976414494	2.08151790213817	0.555349200163333	0.514434953597229	1.03517689896045	0.485565046402771	K00249
K00251	0.498470270931715	0.512092706075088	-0.0323252415701811	0.194592763289437	-0.0388975464117772	0.805407236710563	K00251
K00253	0.499450884820566	0.512092706075088	-0.0300422545078334	0.191323000759594	-0.0360621976636752	0.808676999240406	K00253
K00254	22.2894176446327	18.6464408653153	0.204122308436518	0.0982606510920497	0.257458641105692	0.90173934890795	K00254
K00255	1.70400080421576	1.73260853244271	-0.0146199790300025	0.177691108983605	-0.0240197106916184	0.822308891016395	K00255
K00259	181.912042656457	89.2961411002932	0.917471204261566	0.838906089617731	1.02657131691724	0.161093910382269	K00259
K00260	14.2633441401465	3.04254713231782	0.710071570765649	0.70457103819405	2.22896075419979	0.29542896180595	K00260
K00261	0.660890766378029	0.521958621257354	0.240886747997944	0.131552981800958	0.340476398944424	0.868447018199042	K00261
K00262	1079.82509761099	2745.56068125385	-2.21806270641629	0.991008079558341	-1.34630314365753	0.00899192044165897	K00262
K00264	116.0682316033	78.441434784924	0.654168023546311	0.640371265237199	0.565285324663842	0.359628734762801	K00264
K00265	223.672519779486	309.858434206004	-0.666800022555769	0.689461837879644	-0.470221219381799	0.310538162120356	K00265
K00266	134.788663850188	168.803010776807	-0.224218992242773	0.178559652442399	-0.324641469797827	0.821440347557601	K00266
K00274	0.500176609913519	0.512092706075088	-0.0283042002014962	0.18897706085929	-0.0339674169936477	0.81102293914071	K00274
K00275	1.05732708243264	0.477773061773376	0.724745092952263	0.716093931549794	1.14602432327382	0.283906068450206	K00275
K00276	0.729015497774021	0.517007352985678	0.2550733741301	0.146136736523677	0.495764685413042	0.853863263476323	K00276
K00278	549.353556398491	521.489671790906	0.162192239083751	0.0340439086068525	0.0750962666838575	0.965956091393148	K00278
K00281	79.1385072835675	49.7037594436159	0.649838298376707	0.63545393443465	0.671024876295776	0.36454606556535	K00281
K00282	11.2063033815762	23.0337681992379	-0.735096002789467	0.743473156286084	-1.03943999206996	0.256526843713916	K00282
K00283	168.945251487987	83.8210098284434	0.893432684146556	0.828735442253496	1.01117199405142	0.171264557746504	K00283
K00284	14.8271063983889	8.708264417663	0.528997806449866	0.489066176066565	0.767779955109767	0.510933823933435	K00284
K00285	1.05224333284995	0.759092403537614	0.18265455771908	0.0650835481873735	0.471120949378521	0.934916451812627	K00285
K00286	406.282709274308	297.395034752889	0.916081837157189	0.838421946417435	0.450103406492994	0.161578053582565	K00286
K00287	195.939467469207	40.2291019955691	2.55825957944764	1	2.28409658516693	0	K00287
K00288	3.09075861232515	0.662083261235392	1.19947317269803	0.911050287096472	2.22287642263096	0.088949712903528	K00288
K00290	0.649748854889412	0.529519902906215	0.215133584491023	0.109808105404913	0.295197274725332	0.890191894595087	K00290
K00293	0.691862136995667	0.501585940211459	0.270995267336677	0.164504448224826	0.463987680756372	0.835495551775174	K00293
K00294	10.0389433011452	12.7126893906547	-0.223663412937766	0.178227780579865	-0.3406618479281	0.821772219420135	K00294
K00295	0.54215075137418	0.508059079755869	0.0723228361143602	0.00407285518718004	0.0936977947917188	0.99592714481282	K00295
K00297	78.1837148860213	172.431686603156	-1.5501298520835	0.944033806617433	-1.14108487230542	0.0559661933825666	K00297
K00298	0.510438219736261	0.568338801797607	-0.122202588969525	0.232601758341132	-0.155014858016461	0.767398241658868	K00298
K00306	0.502952321597201	0.538877948847017	-0.0792939381545046	0.267596130119044	-0.0995369088783511	0.732403869880956	K00306
K00311	0.531369741651027	0.512092706075088	0.0434717902911426	0.111715948812962	0.0533110668618035	0.888284051187038	K00311
K00313	349.163209948756	90.1199949899493	1.35896649360016	0.937312020682053	1.95398241698974	0.0626879793179472	K00313
K00315	0.507186118841446	0.512092706075088	-0.0115867962037533	0.177135988927566	-0.013889749447413	0.822864011072434	K00315
K00318	0.501869008470886	0.512092706075088	-0.0242635099038714	0.184269159722068	-0.0290941511807502	0.815730840277932	K00318
K00320	0.497664070346849	0.499516499753813	-0.00440355252024064	0.178563479814959	-0.00536010001267825	0.821436520185041	K00320
K00322	2.30437599771227	2.93472210638231	-0.111068250848764	0.252133619322862	-0.348847762704421	0.747866380677138	K00322
K00324	25.5731230877361	9.98153219274947	1.00321171887471	0.863586879258241	1.35729516343668	0.136413120741759	K00324
K00325	12.2608508307248	7.31675075747138	0.41891830579605	0.347288748683137	0.744784077120131	0.652711251316863	K00325
K00326	3.54569212325658	1.2149630931742	0.699960998231217	0.694777965727645	1.54515478083872	0.305222034272355	K00326
K00327	0.984950729303109	0.552690844491882	0.490189793370476	0.445313523881987	0.833578843672374	0.554686476118013	K00327
K00330	41.3634768261039	17.263487578783	0.645884056237935	0.631325249448713	1.26063350917928	0.368674750551287	K00330
K00331	29.6378916715774	43.2353991616416	-0.434436887677416	0.441125783046268	-0.544770185356625	0.558874216953732	K00331
K00332	0.495220013144349	0.512092706075088	-0.0401921371042465	0.207285214647702	-0.048335391561975	0.792714785352298	K00332
K00333	0.504728190575766	0.587213863781207	-0.168810929956733	0.191821575331187	-0.218379362072075	0.808178424668813	K00333
K00334	0.580080877105737	0.504003566754907	0.152539584129687	0.0250122936464955	0.202820116862272	0.974987706353505	K00334
K00335	0.564712595437181	0.863281573647472	-0.339378722174538	0.368377032055057	-0.612314385378959	0.631622967944943	K00335
K00336	10.8051441962502	25.7427976038399	-0.917585320890394	0.819054484728175	-1.25245052195477	0.180945515271825	K00336
K00337	45.5083513630094	54.1796691495484	-0.189276648616697	0.174927767876023	-0.251620261137219	0.825072232123977	K00337
K00338	9.04405758012918	6.84267620037055	0.29407175122146	0.184442755912365	0.402409497444634	0.815557244087635	K00338
K00339	0.471113848339409	0.489276264436379	-0.0401780190031452	0.207261019523107	-0.0545735565655026	0.792738980476893	K00339
K00340	0.502383107590657	0.784415462148651	-0.334788686006816	0.363287839567759	-0.642830018693426	0.636712160432241	K00340
K00341	9.43982802688832	6.84419306812805	0.2607332795109	0.152788677769811	0.463880119618304	0.847211322230189	K00341
K00342	7.9922976658471	8.62128244814114	-0.0519429373644036	0.228033784516699	-0.109292175589306	0.771966215483301	K00342
K00343	1041.65383792689	1121.20875304605	-0.21190203871431	0.173122050201885	-0.106178991047096	0.826877949798115	K00343
K00344	0.95734667622407	0.765648488906078	0.188874333888983	0.0755540029209691	0.322359251511804	0.924445997079031	K00344
K00346	464.651693053862	482.707080894653	-0.113196245445336	0.248422948119606	-0.054998325408306	0.751577051880394	K00346
K00347	197.62931591022	193.449311267122	0.050212816033686	0.0792353506366525	0.030841376696668	0.920764649363347	K00347
K00348	14.1627664846546	8.71017678606563	0.439330604665327	0.37888985291475	0.701329195963832	0.62111014708525	K00348
K00349	58.3562968272758	61.0116125324214	-0.0677625479341944	0.254030926839619	-0.0641955258557615	0.745969073160381	K00349
K00350	49.7100534034327	38.8557801356395	0.304991028187798	0.195863347735779	0.35540842511912	0.804136652264221	K00350
K00351	104.120952522386	75.6938552221845	0.517163992178576	0.477673379309676	0.460012321986268	0.522326620690324	K00351
K00354	6.24326828755134	10.2350492813494	-0.395826935345639	0.424837305915655	-0.713144680743974	0.575162694084345	K00354
K00355	0.675763642734278	0.615850846459324	0.0904284321264022	0.00932760805663557	0.13393774762264	0.990672391943364	K00355
K00362	0.71173197662782	0.921886488066581	-0.182921779653587	0.179055293171313	-0.373255067779254	0.820944706828687	K00362
K00364	44.8366709781214	534.641040817276	-3.03505411050408	1	-3.5758195175085	0	K00364
K00366	347.999878109468	76.5354623172216	2.70704404451567	1	2.18488652751457	0	K00366
K00367	0.499956274554518	0.509473301079648	-0.0223194506017746	0.182381377760974	-0.027204619613981	0.817618622239026	K00367
K00370	1105.47382490075	170.357913435016	3.90912921264919	0.999999999999994	2.69802399591706	6.43929354282591e-15	K00370
K00371	0.608096991374666	1.30666246294278	-0.609260593421152	0.625339548298679	-1.10351315549902	0.374660451701321	K00371
K00372	0.505558030352108	0.610972437326263	-0.199761621097558	0.171686067435056	-0.273230596485053	0.828313932564944	K00372
K00373	0.563984446912047	0.578932073946663	-0.0284270757683744	0.18914182325838	-0.0377387091075624	0.81085817674162	K00373
K00374	0.593524083350542	0.585960796371984	0.0128334559494615	0.186055151317181	0.0185024265471063	0.813944848682819	K00374
K00375	299.670539142214	180.385556811533	1.25550428810711	0.92601801183231	0.732293429394298	0.0739819881676899	K00375
K00380	0.495334331978023	0.512092706075088	-0.0399065322967917	0.20679618463267	-0.0480023917301792	0.79320381536733	K00380
K00381	21.3441144715358	5.77385478837174	1.24778986502892	0.926689950153169	1.88623157946822	0.0733100498468306	K00381
K00382	135.355802986915	120.809584256406	0.20638501239636	0.100949752012081	0.164021826877579	0.899050247987919	K00382
