	Prefeed_HiCHO_mean	T1_LoCHO_FAT_mean	theta	prob	log2FC
K00091	0.688050446731284	15.3250475019014	-2.35629575099312	1	-4.47723339066987
K02117	489.203967091152	1014.88085164026	-2.64153548599115	1	-1.05280235479729
K03310	485.208756852337	1079.76583976512	-2.31058899457061	1	-1.1540409875169
K04069	168.096965519063	581.311418661326	-2.5500599412889	1	-1.79001756628501
K07714	262.239725473432	815.579553766799	-2.55107209584623	1	-1.63693935879512
K20525	0.743542921025691	12.7850874197911	-2.27268334742459	1	-4.10390219074029
K10441	598.134751584338	1289.2150292643	-2.70891742007091	0.999999999999998	-1.10795046646728
K10671	358.671924666322	961.82894738497	-2.71069907960837	0.999999999999998	-1.42311552488931
K10672	261.050244542932	735.035654144306	-2.7398924765446	0.999999999999997	-1.4934867218491
K02990	369.42371383001	1004.02734127534	-2.22237474710625	0.99999999989635	-1.44245017368624
K07548	34.5901809493375	171.446081910139	-2.20621938542995	0.999999985916485	-2.30932046854774
K01012	349.080220786563	661.395402719391	-2.20600037577852	0.999999984910335	-0.921954402813291
K02965	361.82540559138	771.122336063743	-2.19971249824268	0.999999918948777	-1.09166604676844
K02890	397.032734041101	782.836507978643	-2.1746551637713	0.999981905690241	-0.979453080624747
K02356	629.594220688903	1012.9166266876	-2.16083729277375	0.999845775492024	-0.686021227678658
K24085	195.403846897877	522.737283496957	-1.89833128161317	0.999385251844349	-1.41962719135679
K00639	376.805212493317	807.476197341673	-1.88522843424943	0.998769982240191	-1.09960081044096
K04108	114.262428056872	323.753310840001	-1.81096720627122	0.99844750159008	-1.50254385411113
K02118	483.76313301264	800.554122588992	-1.88116119454904	0.998389732462423	-0.726698113958556
K02913	176.06787318457	361.658017426687	-1.83676030642598	0.998378318604635	-1.03849444745432
K02892	122.195278441797	274.022036800769	-1.83713434241242	0.998349390959157	-1.16510337782322
K24846	3.66076093133087	51.8777316678008	-1.80884088988899	0.998317046439538	-3.82489993415225
K21523	22.0324916763444	219.186940524882	-1.88001730789236	0.99827441654323	-3.31445727780924
K03317	36.5386374408623	146.002516849949	-1.80037993331855	0.997664019700248	-1.99849849840909
K00926	356.285398917985	580.561984115707	-1.79293378827799	0.996935994383807	-0.704416744693024
K01844	90.0085597108996	253.761376577247	-1.85719874298475	0.996855062989306	-1.49533839062717
K02804	204.955480096812	428.664655446861	-1.92369786946961	0.996810859084513	-1.06453890272582
K02601	981.125647528354	1745.52439519298	-2.11764179379693	0.996292311067627	-0.831150708278682
K23509	203.984497166165	493.338014857335	-2.11231018550145	0.996010109277641	-1.27411694906451
K25674	201.706403543322	433.331883366185	-2.09804229104524	0.995951336092741	-1.10321550433795
K11180	418.230641117178	1564.54781651263	-2.09968409267854	0.995940578451118	-1.90337508357369
K07666	1.7209163628681	18.9251936827882	-1.78103625691988	0.995704348225883	-3.45905917629189
K02963	485.915152882896	1237.56768404215	-1.76339393402324	0.994759612326189	-1.34873110246763
K02243	126.091668514611	475.270696492983	-1.74999523390999	0.994507045204292	-1.91427649993063
K02864	877.593098593644	1490.60181624476	-1.74545003967053	0.994333114932794	-0.764270837123989
K02123	339.883569707279	589.472082271043	-1.74458916793696	0.994290978498016	-0.794382865650846
K02867	1043.52169372404	1781.99552878671	-2.06736293761053	0.994055649833328	-0.772033124061793
K02906	1523.78048392636	2609.18508894643	-1.94084127935123	0.993636391491664	-0.775944205988981
K02779	18.2328694400995	60.4815787054758	-1.5678232297252	0.992247326971666	-1.72995417091978
K03628	601.575348184267	908.974425544372	-1.57000482019146	0.992206701364291	-0.595494255671443
K03305	190.916177606856	598.701483912906	-2.05271495282044	0.992177082517086	-1.64889748890175
K07498	32.665889481139	122.328793025424	-1.57099918485077	0.992176600853009	-1.90490718734762
K18119	25.2975627574376	151.056635108296	-1.72261500287602	0.992155430548119	-2.57801925212873
K27684	118.427839449858	261.495311916126	-1.57358029173229	0.992075177255923	-1.14277681940747
K01465	225.991334890775	399.151479570525	-1.55995463478512	0.992047040141713	-0.820668901924548
K00956	63.9998747420656	153.902298046916	-1.57742681360553	0.991885644042099	-1.26587378729685
K03584	163.453941365328	328.33076989816	-1.60651079118816	0.991658283537307	-1.00626579484842
K02935	297.26249161016	564.783085028487	-1.71926499378103	0.99164202903525	-0.925959444861934
K08217	530.508371934708	779.829606420969	-1.6033010638115	0.991601269731425	-0.555783409602533
K05846	157.467661042031	364.832917799025	-1.60143225773289	0.991558999082447	-1.21218033113712
K15555	257.592595695401	528.051264902392	-1.60031278437181	0.991532943309672	-1.03558687295352
K00613	80.998435915372	219.867373137049	-1.59979530612465	0.991521159525296	-1.44066757882883
