	Prefeed_HiCHO_mean	T1_LoCHO_FAT_mean	theta	prob	log2FC
K00040	7182.22579175129	2821.65329195569	3.21344371545091	1	1.34789027954346
K01208	1987.56169572808	607.863011980654	2.9772832517949	1	1.70918150403141
K02761	3809.37242645345	1470.2175345099	3.26726083192304	1	1.37352370795727
K03687	1342.13405137851	480.46626493242	3.74906287993615	1	1.48202173062072
K03695	12799.4098085196	7373.14051316856	3.54016806328591	1	0.795726131469512
K04079	5903.78462016543	2242.10006280511	4.50830357320384	1	1.39678942476015
K10877	92.4693469575266	3.98677124633748	2.91709294241152	0.999999999999999	4.53568246637977
K03293	792.762760837041	85.6922726927761	3.1540420257755	0.999999999999997	3.2096521749152
K05516	408.987466374613	127.20199849285	2.93144689815209	0.999999999999997	1.68493529449914
K07284	6525.17949746349	1498.13186555673	3.07592194993012	0.999999999999992	2.12285297311492
K21575	3081.55577397865	1311.30798359515	2.61607816779756	0.999999999999951	1.2326523356031
K04771	4615.88043089923	2333.37485035115	2.87761121040943	0.999999999999939	0.984187762111255
K24213	105.540845755593	7.08899468400616	2.59607986928754	0.999999999995437	3.89607659139133
K13993	1377.79223256643	249.205987702895	2.85142761663092	0.999999999402932	2.466947712136
K18707	1417.36143551995	826.559134771162	2.5793878758176	0.999999998826266	0.77801775741837
K14652	2407.47370682591	1130.66326975464	2.57655953806917	0.999999997267906	1.09035070697011
K23304	222.349679453121	20.5810331552433	2.64799578645329	0.99999999696102	3.43344301328386
K02770	1492.07349279784	483.333001218091	2.84473230709115	0.999999995586357	1.62622918978922
K05989	546.277962977088	129.993415868281	2.56784759304583	0.999999968889745	2.0711966724566
K03553	1237.9149955151	677.080231910776	2.66073700420716	0.999999903914994	0.870513547804497
K26114	369.824406697885	62.5177608614193	2.66310774080958	0.999999826874965	2.56450242632117
K01804	1695.68797198868	752.874190213201	2.66853674698279	0.999999394439014	1.17139001303998
K21739	370.450518680352	53.4057282577277	2.67211179845479	0.999998672911702	2.79421445597742
K05919	4607.68430462218	1556.28857282248	2.67232833817743	0.999998614337307	1.56593227893543
K14441	12669.3133135093	5838.34230863192	2.82031895843575	0.999998175037225	1.11770762614164
K08884	193.514014312029	27.4223490751183	2.37586333425887	0.999998034718563	2.81901398351447
K03502	1974.31839340268	867.723777435133	2.36931229715576	0.999996894534301	1.18604690072677
K01621	993.607635849765	377.721689004303	2.54717816695287	0.9999964153143	1.39535263411133
K07486	2521.93316809904	1163.19902874831	2.54590924238447	0.999995421540733	1.11643207462521
K00973	2089.79070665975	1189.61126674128	2.8145940424401	0.999994349175646	0.812868246828442
K04043	15928.1340632819	7937.07892478308	2.81147326243142	0.999989975848156	1.00489721249274
K03686	2611.72359543587	1154.25999853338	2.35252353841198	0.999949900620819	1.17803399182979
K03596	3704.33308448021	2031.01538652979	2.80142998768287	0.999949357275551	0.867012658786353
K02392	41.4828463666696	5.22534912602965	2.05263320637752	0.999876746264857	2.98891555117426
K03654	2018.24127767269	1098.93391559017	2.04831308836248	0.999872215562699	0.876994024346017
K01686	2394.85656078842	1315.59059767884	2.04639055429953	0.999859285176836	0.864228646158672
K00700	3181.9784097392	2076.30207608999	2.27424777889112	0.999853600231635	0.615907693648472
K00343	1100.68075219474	557.597513577365	2.05744015303039	0.999837601629174	0.981100048859772
K01631	59.0836927928034	6.11879011279224	2.04367444440995	0.999828985103197	3.27144168117663
K00874	610.424208886769	341.112300906365	2.05850637636738	0.99982197701994	0.839565398171607
K05540	819.566575169758	390.711309511812	2.34012173081332	0.999771244792627	1.06875813101983
K05349	3235.17929411893	1846.72344954605	2.40961002440319	0.999766028142493	0.808877832720631
K20861	167.558950818894	33.6138813094961	2.28235756190097	0.999712445349416	2.31753971410915
K01676	4728.62327719377	2450.01550041198	2.28243086536118	0.999710656494495	0.948629332180893
K07098	548.466218464396	198.984923993961	2.063941604526	0.999699865585927	1.46274363408006
