	T1_LoCHO_FAT_mean	T2_LoCHO_PROT_mean	theta	prob	log2FC	P	id
K01899	0.546436045603612	0.542781438331175	0.00645232246681904	0.201251630142594	0.00968126871208707	0.798748369857406	K01899
K01900	0.905462129031822	0.866203862927561	0.0275641937639559	0.0633645479051996	0.063947695423238	0.9366354520948	K01900
K01902	2.13744944429851	2.8253667755597	-0.178841550254217	0.435293937552854	-0.402547866159076	0.564706062447146	K01902
K01903	14.5688802879769	15.3108192451586	-0.0398107246233316	0.502875354521655	-0.0716614787659645	0.497124645478345	K01903
K01904	1.49948927876341	0.730320215148948	0.530228238029561	0.722186642742086	1.03787013727123	0.277813357257914	K01904
K01905	624.388193736639	253.437713876594	1.51793882619206	0.963274631022607	1.30081203150653	0.0367253689773928	K01905
K01906	0.600047964348623	0.723237543798433	-0.134916026197465	0.573656112456806	-0.269391745077371	0.426343887543194	K01906
K01910	24.5536147159599	38.3820726620109	-0.471597979292293	0.410445151449399	-0.644497190509245	0.589554848550601	K01910
K01911	6.00769190876948	74.4152256161361	-1.95070362745241	0.972325351467192	-3.63071509757151	0.0276746485328081	K01911
K01912	104.546253165846	87.0818082013815	0.274205234431179	0.50959590201503	0.26369808844805	0.49040409798497	K01912
K01914	362.650115700647	456.419252633318	-0.640714412853278	0.59908879733319	-0.331781339346646	0.40091120266681	K01914
K01915	1059.95960800218	1229.32818290003	-0.379402443928848	0.328278417182112	-0.213860821800004	0.671721582817888	K01915
K01916	97.9978469446415	486.977064693138	-1.85297096289385	0.96066715319865	-2.31303186881011	0.0393328468013497	K01916
K01918	83.2899762941469	51.0840807495497	0.656358990107749	0.765097548415042	0.705269105445007	0.234902451584958	K01918
K01919	43.8966463969867	314.05414430643	-2.16817497494517	0.987326659779526	-2.83883067699358	0.0126733402204738	K01919
K01921	788.166751549415	1653.73028742977	-2.08274590314257	0.993302784095417	-1.0691511631421	0.0066972159045835	K01921
K01922	0.50218755041856	0.524720368861749	-0.0452632858103532	0.522832545374854	-0.0633225307052291	0.477167454625146	K01922
K01923	785.164960466338	985.753859430127	-0.900267895636261	0.784608586830822	-0.328231662662081	0.215391413169178	K01923
K01924	2497.36289388535	2940.17659721612	-0.897523121813267	0.783875801733106	-0.235497335219092	0.216124198266894	K01924
K01925	644.947908742512	621.1095088324	0.081620859992284	0.0277953216205366	0.0543349866217812	0.972204678379463	K01925
K01926	193.069807277537	139.701683755634	0.678749937868455	0.780057404675885	0.466773160849572	0.219942595324115	K01926
K01928	891.140052479157	2082.42099250239	-2.0932663854943	0.992491478353614	-1.22453767036877	0.00750852164638594	K01928
K01929	871.231133563029	828.195809179793	0.184045060534715	0.383074369992622	0.0730836074503854	0.616925630007378	K01929
K01930	0.707824400088711	0.818114809512549	-0.128501354204974	0.583037056506457	-0.208911821738798	0.416962943493543	K01930
K01932	6.62221323121183	2.5880874673591	0.739603513878088	0.814916433479699	1.35542708970603	0.185083566520301	K01932
K01933	201.616970868446	142.961462089429	0.747637947915465	0.818701184838585	0.495990786848905	0.181298815161415	K01933
K01934	238.166205924502	180.458850267115	0.524152856935161	0.71763511004259	0.400298820397945	0.28236488995741	K01934
K01935	32.7711862726262	20.2199000746344	0.48332904896413	0.680984899045306	0.69665202987726	0.319015100954694	K01935
K01937	1346.92893994833	1675.87322128391	-0.717786470919453	0.61439655437566	-0.315239273810983	0.38560344562434	K01937
K01938	2434.18239452338	2973.88922929853	-0.904724628604257	0.785826347153433	-0.288913637263504	0.214173652846567	K01938
K01939	858.248821902069	1026.76079420198	-0.560887027763524	0.529580418297843	-0.258632237317975	0.470419581702157	K01939
K01940	265.068910240601	329.799348135998	-0.404537746243936	0.351072245458946	-0.315221079854728	0.648927754541054	K01940
K01942	0.516421318513279	0.518616545050823	-0.00423183680470867	0.28435824067572	-0.00611967407104459	0.71564175932428	K01942
K01945	831.35428497738	555.335763464212	1.64537507591675	0.978013281929967	0.58210311026877	0.0219867180700329	K01945
K01947	1.12231187413926	1.3197007895024	-0.102450664504852	0.598242046250172	-0.233737234545819	0.401757953749828	K01947
K01948	43.3589926104635	37.4541587561504	0.139243972644144	0.259316386587862	0.211205319429517	0.740683613412138	K01948
K01950	431.99601101463	320.498815544968	0.845952716429876	0.832871837512274	0.430698965682165	0.167128162487726	K01950
K01951	2005.5979879722	2305.94770886439	-0.554646687860578	0.524026629011867	-0.201327343926086	0.475973370988133	K01951
K01952	949.164075045449	1097.350246312	-0.539459461080383	0.507478167363455	-0.20929466878929	0.492521832636545	K01952
K01953	312.943666635559	330.721691952858	-0.13260264995767	0.577401553722371	-0.0797146953719169	0.422598446277629	K01953
K01955	1383.6884003026	1476.68482973792	-0.287700181487856	0.246807300054807	-0.0938428513152517	0.753192699945193	K01955
K01956	254.232493311209	326.465827563454	-0.391251043886023	0.340195565032468	-0.360783555059188	0.659804434967532	K01956
K01958	205.754870631474	213.897526190597	-0.0836987524419087	0.594932399619609	-0.0559932147178794	0.405067600380391	K01958
K01959	23.4650649397121	15.1168031770194	0.390558449656409	0.584111476011725	0.634361374875093	0.415888523988275	K01959
K01960	931.902801509704	1052.25932392598	-0.490663634809785	0.432761939438385	-0.175238900104476	0.567238060561615	K01960
K01961	190.021295717395	179.471995122938	0.102048489450147	0.0994601400692788	0.0824023677457764	0.900539859930721	K01961
K01962	44.9736990705786	27.8440673174875	0.50101306122902	0.698607166822118	0.69171158201799	0.301392833177882	K01962
K01963	19.0137900142967	51.1427153992661	-0.771089159399594	0.631749519725215	-1.42748262913697	0.368250480274785	K01963
K01965	1.34573841256576	0.908128246897776	0.314398858299693	0.544698352898532	0.567430047093751	0.455301647101468	K01965
K01966	540.789722154794	629.209338491028	-0.591224826132588	0.554132566113287	-0.218472349758674	0.445867433886713	K01966
K01968	0.646339853719302	0.465484281629274	0.295625435491829	0.529187268316365	0.473560499838263	0.470812731683635	K01968
K01969	0.491955994972501	0.514488524788579	-0.0461816793186604	0.525855378501658	-0.0646096258977256	0.474144621498342	K01969
K01970	0.484600050956143	0.524720368861749	-0.0816949364774723	0.593564935981551	-0.114754237846493	0.406435064018449	K01970
K01972	1748.75523102912	1757.53262200076	-0.0161537497751433	0.372438559878025	-0.00722309485665166	0.627561440121975	K01972
K01975	64.3202105115748	36.9757174869198	0.535434016118015	0.725618387915874	0.79869398623085	0.274381612084126	K01975
K01988	0.596557862165583	0.691851930577664	-0.127551761561099	0.584163557167823	-0.21380123024233	0.415836442832177	K01988
K01989	874.433605400584	436.256765003487	1.53028722366325	0.96680808043271	1.00317134309081	0.0331919195672897	K01989
K01990	405.020245102809	521.135704006483	-0.630956860915576	0.589786054173164	-0.363665076457449	0.410213945826836	K01990
K01991	21.0097961869826	11.8460925196841	0.458566601564328	0.653321901002681	0.826650907756263	0.346678098997319	K01991
K01992	15.9456901451804	11.9766394959676	0.271670330291002	0.506762836357563	0.412943378539222	0.493237163642437	K01992
K01993	761.350349754041	900.737201551971	-0.481140768566938	0.420887656263107	-0.242545757830074	0.579112343736893	K01993
K01994	1.73870760427712	2.36985477173432	-0.200589301655149	0.354015662251691	-0.446783314023202	0.645984337748309	K01994
K01995	173.703867482424	129.349440094068	0.514341073724061	0.709708376199559	0.425356066584646	0.290291623800441	K01995
K01996	160.573380578412	93.508595507037	0.871545130680189	0.841424631543996	0.780061854812611	0.158575368456004	K01996
K01997	165.28402738994	103.595039883435	0.698361484338841	0.786457761572784	0.673992384509958	0.213542238427216	K01997
K01998	22.3027502620936	14.3479002762703	0.401976102933484	0.58878846114435	0.636382003827186	0.41121153885565	K01998
K01999	165.288465829223	74.6902232635524	0.980539048023006	0.888273378696059	1.14599473806677	0.111726621303941	K01999
K02000	30.5466235455078	50.312239410446	-0.328781392175118	0.275658201814947	-0.719896484430563	0.724341798185053	K02000
K02001	4.26635094789966	3.79350305765883	0.0752358215428134	0.0149873507519446	0.169471945362614	0.985012649248055	K02001
K02002	0.565823384730141	0.517722968933524	0.0832714726390102	0.031899508199535	0.128171477425813	0.968100491800465	K02002
K02003	1569.04235930546	1556.17320535356	0.0276106399777867	0.063142327680759	0.0118816568933025	0.936857672319241	K02003
K02004	98.8225105522375	84.9971691331577	0.225766224997776	0.444780058467069	0.217424914948365	0.555219941532931	K02004
K02006	77.1650890690894	35.7640343295382	0.904056728979365	0.846180271836995	1.10943880524102	0.153819728163005	K02006
