	T1_LoCHO_FAT_mean	T2_LoCHO_PROT_mean	theta	prob	log2FC	P	id
K00001	0.80604367997741	0.81035490893267	-0.0034908904935113	0.278620367489747	-0.00769587826359948	0.721379632510253	K00001
K00002	3.54263737721912	7.95210398267533	-0.603094858696737	0.562309381446361	-1.16651282248563	0.437690618553639	K00002
K00003	128.366781194529	141.309979116157	-0.189743814325072	0.391822429318014	-0.138591440830904	0.608177570681986	K00003
K00004	3.7877597812502	1.90618843650209	0.335217492588027	0.560495219191742	0.990654094258889	0.439504780808258	K00004
K00005	32.5395192883361	19.5975570710775	0.533042306342097	0.724103022651419	0.731519111263657	0.275896977348581	K00005
K00006	0.820860176971257	0.521917278586732	0.368994172948844	0.580455434125365	0.653315333696044	0.419544565874635	K00006
K00008	48.4274874776277	41.9276403670229	0.145263908538802	0.280530290956993	0.207924515283044	0.719469709043007	K00008
K00009	1.85046254103581	0.958345664041932	0.401909131349392	0.58875007509808	0.949267913295253	0.41124992490192	K00009
K00010	94.480575472637	38.3295663689789	1.10171025919528	0.893305837294671	1.30156007539012	0.106694162705329	K00010
K00011	8.11993877098902	3.51132031033149	0.51968971387998	0.714069175227484	1.20945524067658	0.285930824772516	K00011
K00012	252.239412482429	241.687302486724	0.102747357695171	0.10253742826474	0.0616520345038548	0.89746257173526	K00012
K00013	780.085489366867	1082.16777502811	-0.923194086237396	0.791329208615386	-0.472220043932308	0.208670791384614	K00013
K00014	29.9291145043549	23.8449898746032	0.238081483078427	0.461084850313046	0.327863425157066	0.538915149686954	K00014
K00015	75.878540397576	55.3967825068636	0.414675079576925	0.5989671342888	0.453889741551362	0.4010328657112	K00015
K00016	1577.59987050012	1847.60338539604	-0.414111918134235	0.356489325607863	-0.227923756374929	0.643510674392137	K00016
K00018	39.0273777202386	39.4675531884755	-0.0126298992159691	0.347480328636518	-0.0161805511373817	0.652519671363482	K00018
K00019	3.38811638448205	1.67054817317336	0.511924107737074	0.70773167907842	1.02016184733574	0.29226832092158	K00019
K00020	0.735954899112284	0.820674576772976	-0.0836783699055726	0.594920020082971	-0.157192903973738	0.405079979917029	K00020
K00021	0.741180619074375	0.848988046843185	-0.0840581102558539	0.595150991454642	-0.195919084558528	0.404849008545358	K00021
K00022	16.2073214111092	8.60676124125351	0.455770223567668	0.65012617734516	0.913103322982573	0.34987382265484	K00022
K00023	0.491955994972501	0.515928896867504	-0.0486943582701825	0.53371707966336	-0.0686429796922295	0.46628292033664	K00023
K00024	602.390687661034	398.143784939693	1.12631614005068	0.885981384506768	0.597409930408063	0.114018615493232	K00024
K00025	10.0036461731931	6.78577202431146	0.293455111542512	0.527406395652367	0.559941068718038	0.472593604347633	K00025
K00026	13.9873216152698	14.6191758670082	-0.0281266912762012	0.44739328497891	-0.0637422517507336	0.55260671502109	K00026
K00027	353.881720622702	273.325035949858	0.664447020637	0.771301178323013	0.372649629347951	0.228698821676987	K00027
K00029	484.745276832554	625.310423592988	-0.736421088291402	0.605574052348557	-0.367345725063236	0.394425947651443	K00029
K00030	42.3530889620431	60.5335156871339	-0.399475002396336	0.347296028446073	-0.515266948542308	0.652703971553927	K00030
K00031	376.196947621074	254.297342252196	0.95239309899683	0.875216297813663	0.564971759188297	0.124783702186337	K00031
K00033	131.00520203981	1712.92117564603	-2.59316210192069	0.999999999999974	-3.70876275824091	2.56461518688411e-14	K00033
K00034	0.853312395403604	0.738909739736466	0.104779683089227	0.111613578211547	0.207675859900412	0.888386421788453	K00034
