	T2_LoCHO_FAT_mean	T2_LoCHO_PROT_mean	theta	prob	log2FC
A0A031WDE4	468.710926329458	125.419567699871	3.63666229872275	1	1.90193597453891
A0A0H2UPF7	0.450226397730381	46.8972783959029	-3.43655264573146	1	-6.70270974303446
A0A0H2ZM56	15.632052340727	281.567820244458	-3.43319934786752	1	-4.17090335290287
A0A0H2ZMF9	54.5380838321606	2100.03979972395	-2.9016775958684	1	-5.26700884693634
A0A0H2ZPC8	12.5793570145215	580.029478663202	-3.584651299104	1	-5.52699613694263
A0A0H2ZQ75	50.5176713677041	873.127079478185	-2.91080624375374	1	-4.1113316023477
A0AM81	4.48600764931835	98.3160007156807	-2.91743608517276	1	-4.45392224560895
A0Q0A4	386.966053853358	5856.61768081593	-3.01209039860966	1	-3.9197888003006
A2RC40	0.695563756293241	677.132389788037	-4.71279496932661	1	-9.9270394549287
A2RC51	0.933256524002264	167.78059555628	-3.41575974903988	1	-7.49008646825812
A2RCB2	0.462767751959861	43.3300024528674	-3.60003403665753	1	-6.548934174526
A2RCW4	13.8907481412702	1231.31291545194	-3.43683429507641	1	-6.46992932904084
A2RDX5	0.503922277567879	151.603106439178	-4.69288091948169	1	-8.23288236329454
A2RF72	0.461648149733748	49.1917849208509	-3.1013955216818	1	-6.73547988948742
A2RG75	1.14154179797281	672.165300455181	-4.42465656609881	1	-9.20168857199451
A2RI76	0.456464523369021	49.4460868583752	-3.41212838067865	1	-6.75920980337415
A2RNT9	2.49884234480376	59.3613141905826	-3.0108551195517	1	-4.57019124399368
A3CLJ1	0.458975962621463	54.3889892282895	-3.59805558863335	1	-6.88875220546338
A3CQ86	0.46300173384353	126.950345124459	-4.69789993738553	1	-8.09903100564902
A3DE77	368.627969107628	128.194691960429	2.9991138347604	1	1.52382901064797
A4IJL4	849.506511741262	248.547215226555	2.99083421942739	1	1.77310506705142
A5N6A9	260.60772866813	110.484899569341	3.05977113902369	1	1.23803066561733
A5VII1	52.1283157772508	1022.7076932374	-3.13289831954717	1	-4.29418279928217
A5VIS1	26.3945432444999	414.652843911351	-2.88296556409473	1	-3.97359238153103
A5VJK7	25.1038814756303	404.429480219839	-2.90082962156773	1	-4.00990581287917
A5VKS5	6.10999925012926	156.783126884848	-2.98750134896815	1	-4.68145429069891
A5VLK5	29.5681033941069	642.594016260934	-2.89615537028294	1	-4.44179393489032
A5VLK9	8.1828457677755	239.420851102688	-2.85266979439446	1	-4.87080233155783
A5VLU9	11.193171977646	226.153855080748	-2.92984148122042	1	-4.33661375117561
A5VME2	4.68893381498561	148.830097925465	-2.93541282764744	1	-4.98826258674442
B1A612	14.4306179720871	320.206606126545	-2.93522805263741	1	-4.47179808438302
B1I8M7	0.489084138146058	46.3700559478438	-3.59778033102707	1	-6.5669669808624
B1IAZ8	0.456511510678143	52.9883976454981	-3.57834046549755	1	-6.85888145371306
B5XM83	0.445129467458344	18.3815652909043	-2.86385487070049	1	-5.3678908050138
B8I1Z8	141.224709940797	53.0147478819973	2.90567769598395	1	1.41352688150414
B9DVI3	0.445129467458344	50.5713461683992	-3.60794983814718	1	-6.82795136212913
B9DVI5	0.49177152597947	259.620119364185	-4.68050544932998	1	-9.04419827056456
C0M9R7	0.456511510678143	38.9781578710972	-3.31151897284842	1	-6.41587086202759
C0MFY0	163.956017799407	54.8163220999951	2.89891295847691	1	1.58063141608023
E6ENP7	8.55416107162821	156.363191910075	-2.94182406294894	1	-4.19213075730488
G2SYC0	215.278397291383	46.6470149902906	2.91624705317822	1	2.20634688651932
O07608	9.30409019804519	577.045242292163	-3.56507056422685	1	-5.9546755422192
O33813	4.30828144478255	97.6513268728617	-3.02346908531976	1	-4.50245524315244
O34512	60.3295350294389	232.308782226235	-2.94740363069576	1	-1.94510732656631
O68579	0.896768266246562	40.7619571361584	-2.88199988667253	1	-5.50634428550687
P06715	0.965438408118948	51.2100526977328	-2.97926128776827	1	-5.72909901068372
P0A039	6.66022477793601	292.207616327974	-3.57712049652468	1	-5.4552791038702
P0A283	337.014826659428	89.274334159896	2.92985078787174	1	1.91649468902829
P0A2U6	0.577670075622158	47.2579872236374	-3.58182887696053	1	-6.35416861187813
P0A2X3	14.481988555797	343.305244083514	-3.35429716443935	1	-4.56716027405951
P0A4H7	19.813589729363	340.541703062101	-2.86636310560665	1	-4.1032692934101
P0A4M9	177.301802393371	57.0706579572311	3.60487841916338	1	1.63538610149565
