	T1_LoCHO_FAT_mean	T2_LoCHO_FAT_mean	theta	prob	log2FC	P	id
K00108	0.590236825322327	0.49130256040207	0.178567366910522	0.6628742633963	0.26468217676224	0.3371257366037	K00108
K00111	656.22340224301	386.717785521064	1.01424522096412	0.902534665495696	0.762905927300978	0.0974653345043041	K00111
K00112	1.03709749029931	0.591419175300457	0.463435481199507	0.660085218129687	0.810298593081969	0.339914781870313	K00112
K00113	3.23720231410834	3.76917106724717	-0.0937195463735943	0.00345077983219955	-0.219499742624751	0.9965492201678	K00113
K00116	0.495454661235262	0.487862135107316	0.0163978815612685	0.532569431115215	0.0222795288853176	0.467430568884785	K00116
K00117	0.679509249593899	0.632056560399603	0.0614232316653613	0.667645062602839	0.104439523720594	0.332354937397161	K00117
K00118	0.873980105298421	0.666640916313311	0.22882808773437	0.659505149211243	0.390690571320345	0.340494850788757	K00118
K00121	82.6720467771616	13.1372548602166	1.04926890084182	0.90285571491542	2.65373576127344	0.0971442850845795	K00121
K00123	153.215742287574	123.546182295813	0.393520012380511	0.663121924432122	0.310514105268373	0.336878075567878	K00123
K00124	100.580427646945	48.9116665252842	0.891958315084071	0.840123942641299	1.04009906624283	0.159876057358701	K00124
K00125	0.840993058725747	0.570724917094347	0.300923423018018	0.662367717380065	0.559298342464255	0.337632282619935	K00125
K00127	0.543788892933619	0.48832155673368	0.112735112581785	0.709532486200857	0.155215217645025	0.290467513799143	K00127
K00128	3333.23450476496	1719.01861011253	1.23564434750824	0.919757514545186	0.95533765615511	0.0802424854548139	K00128
K00129	0.633694879446508	0.816209480064737	-0.215104828724018	0.337871144726296	-0.365151109305392	0.662128855273704	K00129
K00130	0.823735428940698	0.489730459440345	0.430733827554693	0.656289652479734	0.750193111324874	0.343710347520266	K00130
K00131	0.805124315561725	0.694500035035587	0.109467913698621	0.709501617485044	0.213236793380314	0.290498382514956	K00131
K00133	561.699525327132	484.848978698733	0.368553088823608	0.660181047505522	0.212263138736815	0.339818952494478	K00133
