	T1_LoCHO_PROT_mean	T2_LoCHO_PROT_mean	theta	prob	log2FC	P	id
K03361	0.528750060561725	0.500163348860406	0.0561846126842965	0.871176074945719	0.0801865803799397	0.128823925054281	K03361
K03364	0.531549826865579	0.572993317585092	-0.0663873275225281	0.659668793669458	-0.108313379291994	0.340331206330542	K03364
K03366	633.640603316961	907.562650776589	-0.59961330452372	0.796974079469106	-0.51833245310091	0.203025920530894	K03366
K03367	888.225360812441	909.488894679964	-0.0356507602918571	0.632914868043926	-0.0341302578972685	0.367085131956074	K03367
K03378	0.542740384698706	1.43246304788818	-0.603702326937211	0.795184919861966	-1.40016375630907	0.204815080138034	K03378
K03382	5.07031397431283	6.14407390461946	-0.172495374486635	0.764703725070199	-0.277120482271193	0.235296274929801	K03382
K03385	5.15599547077358	5.82278287246428	-0.0985857884426799	0.67129872833924	-0.17545782629721	0.32870127166076	K03385
K03386	14.5681557290946	11.1791399532087	0.173718489778049	0.836476430245066	0.38200904814273	0.163523569754934	K03386
K03387	749.535062677649	970.96954595758	-0.343506842133772	0.800328433389019	-0.373430078920661	0.199671566610981	K03387
K03388	150.347066179289	148.337584613495	0.0212607947877438	0.800401514565527	0.0194125330732546	0.199598485434473	K03388
K03389	1.7199303290294	1.88921687698013	-0.0669937280190079	0.660222217831338	-0.135438203323331	0.339777782168662	K03389
K03390	0.595395420968046	0.506873735808904	0.144442253025436	0.856291421914941	0.232221715108417	0.143708578085059	K03390
K03392	0.560068489862327	0.71178638453745	-0.176233017380609	0.767242512907822	-0.345841073622204	0.232757487092178	K03392
K03394	6.1962232122045	6.58525437184846	-0.0520887446423806	0.643669869218662	-0.0878500526627056	0.356330130781338	K03394
K03399	1.87562000802778	1.98621175103934	-0.0421832201098375	0.63442651233186	-0.0826518634250724	0.36557348766814	K03399
K03402	28.0473667039346	19.2078315353516	0.294762103293407	0.818952187073478	0.546170670814745	0.181047812926522	K03402
K03403	0.511487494780011	0.745098766124229	-0.270704166780685	0.802743919637068	-0.542732705495102	0.197256080362932	K03403
K03405	7.60463674449569	11.5508471024603	-0.178874404697782	0.768891517049917	-0.603047417616166	0.231108482950083	K03405
K03406	25.8155914846256	53.6975344714279	-0.717993835806553	0.820840911939231	-1.05661319483652	0.179159088060769	K03406
K03407	36.9079252397522	25.3881678321271	0.313328765796418	0.817275973407681	0.539774354587428	0.182724026592319	K03407
K03408	0.909810128316447	1.12588982180619	-0.137111947003965	0.720529948458743	-0.307428253557964	0.279470051541257	K03408
K03410	1.38061322598544	1.06864214602455	0.172131170254116	0.837511341821072	0.369530388539758	0.162488658178928	K03410
K03411	1.28529140068155	1.86031328949698	-0.242741258613428	0.792093076259875	-0.533450117851274	0.207906923740125	K03411
K03412	22.2900723268836	19.8724627800315	0.107549612809395	0.878435859513585	0.165630622038858	0.121564140486415	K03412
K03413	12.5966801070934	13.0914775065942	-0.0314097176903009	0.63482637014046	-0.0555843720967611	0.36517362985954	K03413
K03414	1.51812841138816	1.54257586322787	-0.00991886933821923	0.683274974837069	-0.0230476155042093	0.316725025162931	K03414
K03415	3.42804891218745	6.46752482055228	-0.447947755633847	0.810939533070047	-0.915825991280188	0.189060466929953	K03415
K03417	0.528750060561725	0.521265047673753	0.0143105060665823	0.775989089890444	0.0205687971655959	0.224010910109556	K03417
K03420	0.664020339770814	1.01325762416548	-0.331029711164984	0.80279384648762	-0.609701691944808	0.19720615351238	K03420
K03424	171.13293709357	175.927837214453	-0.0624811491853588	0.655761778676876	-0.0398663249691985	0.344238221323124	K03424
K03425	0.62538490444458	0.499092197011809	0.193965931282915	0.825631310486835	0.325438047477789	0.174368689513165	K03425
K03426	707.790953100949	618.260927053091	0.29021207425708	0.819289513699818	0.195107488704621	0.180710486300182	K03426
K03427	172.126859215268	172.179941445753	-0.000621531052169996	0.718070490415827	-0.000444844372167443	0.281929509584173	K03427
K03429	150.071211254056	159.158256748067	-0.102598371838166	0.672509139541628	-0.0848147567859305	0.327490860458372	K03429
K03430	1.98821353293777	1.87273114870644	0.044361448185661	0.857194533826956	0.0863289102031056	0.142805466173044	K03430
K03431	1468.45409958847	1735.2625854733	-0.402119733067785	0.795817008043794	-0.2408558214183	0.204182991956206	K03431
K03434	0.528750060561725	0.492946651203252	0.0705734113911826	0.879078308117068	0.101154403057027	0.120921691882932	K03434
K03435	1.04855857393536	1.02952872056075	0.010963424767468	0.763422001054747	0.0264233775181801	0.236577998945253	K03435
K03436	30.6477797403639	26.8757126186263	0.104020051771712	0.879446344313368	0.189479553785746	0.120553655686632	K03436
K03437	256.990304476808	425.595816454062	-0.862879468803719	0.790392836164801	-0.727770037813625	0.209607163835199	K03437
K03438	1325.0101281979	1179.54961512137	0.43850401404007	0.819817446211742	0.167767283883464	0.180182553788258	K03438
K03439	1166.27697158079	1038.986590792	0.347244263662348	0.814032234131175	0.166733410674663	0.185967765868825	K03439
K03441	2.57648148382435	3.50748969661781	-0.141406448488145	0.728351174971335	-0.445036641443666	0.271648825028665	K03441
K03442	619.82199761458	581.402452597973	0.166991778367566	0.840917543601434	0.0923168000104714	0.159082456398566	K03442
K03444	0.524858878173736	0.489759496366147	0.0690563118748641	0.878571935044556	0.0998561027894059	0.121428064955444	K03444
K03445	0.517238085578486	0.487386351148513	0.0595295019544315	0.873730778809893	0.0857626582818086	0.126269221190107	K03445
K03446	5.37221005593161	3.52324141724167	0.202943388880441	0.822819045206844	0.60861238229571	0.177180954793156	K03446
K03448	0.533788949016546	0.663431074729856	-0.167914601565087	0.761227022493787	-0.313677150907796	0.238772977506213	K03448
K03449	0.527194890039666	0.463163832445068	0.129061352084597	0.867265076846951	0.186813786252708	0.132734923153049	K03449
K03451	185.060723906721	130.756001970469	0.325222848951072	0.816011573461539	0.501121568740925	0.183988426538461	K03451
K03453	76.9093824752642	68.799911710935	0.150136032665099	0.852302132664294	0.160752895356231	0.147697867335706	K03453
K03455	0.522236742378469	0.5523406837077	-0.0519267438469378	0.643481811807076	-0.0808544326100678	0.356518188192924	K03455
K03456	0.533788949016546	0.650533517580584	-0.16952792008249	0.76250037488135	-0.285353953343432	0.23749962511865	K03456
K03457	9.85349927303355	7.48118104807772	0.134936656932128	0.863129854364271	0.397370114624212	0.136870145635729	K03457
K03459	0.54868922446592	0.494978393271389	0.103861944078829	0.879485537767983	0.14862369321292	0.120514462232017	K03459
K03462	25.4845310603692	154.469448815653	-1.56016404981403	0.778602445781558	-2.59962781645549	0.221397554218442	K03462
K03465	57.4774729364744	48.4269519914926	0.210552385667827	0.821338007967971	0.24718643134471	0.178661992032029	K03465
K03466	3402.43014345878	2640.50311712541	0.883244130122426	0.834951087727813	0.365752697014178	0.165048912272187	K03466
K03468	0.716224732231491	0.534938846656902	0.245469704130078	0.820415977590909	0.421038363397317	0.179584022409091	K03468
K03469	79.2224945503026	91.1462088539434	-0.195120538876443	0.776667556913187	-0.202272520485629	0.223332443086813	K03469
K03470	67.4093706432951	77.6569270481305	-0.205408935139582	0.779937707053408	-0.204165463870913	0.220062292946592	K03470
K03471	181.925549145283	86.9865440418476	0.82671265657712	0.869576833790059	1.06448401283453	0.130423166209941	K03471
K03472	0.56833707196112	0.494978393271389	0.132955413810646	0.864546156608266	0.199381273523647	0.135453843391734	K03472
K03473	95.4450111780599	115.767239954535	-0.266603786999561	0.801308206864785	-0.278485357963339	0.198691793135215	K03473
K03474	62.0617672620958	77.3603465804737	-0.229689969603386	0.787380419998129	-0.317889478785922	0.212619580001871	K03474
K03475	39.9455241320135	65.1267395441225	-0.421322530220321	0.802244098683392	-0.7052161432469	0.197755901316608	K03475
K03476	14.8976147090852	10.6380224699302	0.29214921683532	0.819150296146154	0.485851366624733	0.180849703853846	K03476
K03477	0.528750060561725	0.517272044198269	0.0218510913910347	0.802345160914378	0.0316626998175859	0.197654839085622	K03477
K03478	0.508933068460881	0.472293091304641	0.073577626523037	0.87990938521986	0.107793503062726	0.12009061478014	K03478
K03480	4.70047497905637	3.63587727675665	0.186554520832955	0.828935410009209	0.370503042799118	0.171064589990791	K03480
K03481	1.59465525898371	1.11310882351057	0.232884090539014	0.820255113351931	0.518649923038011	0.179744886648069	K03481
K03482	2.46845516413227	1.46939489561221	0.362533671281444	0.81379976173906	0.748386272770857	0.18620023826094	K03482
K03483	5.63956725546243	6.95918693345509	-0.160918980220651	0.754960383064068	-0.303334297104503	0.245039616935932	K03483
K03484	49.5745673469438	40.3298612975847	0.230972118869943	0.820234413214055	0.297751737612338	0.179765586785945	K03484
K03485	0.590033336552573	0.590351454051672	-0.000475967952253772	0.718634737128114	-0.000777621929957889	0.281365262871886	K03485
K03486	46.6595971598743	30.407985405835	0.367654483124906	0.813827806354926	0.617723613831104	0.186172193645074	K03486
K03487	0.528750060561725	0.55978013428764	-0.0538246284916514	0.645710567254341	-0.0822743653768226	0.354289432745659	K03487
K03488	189.782561781619	131.975941077027	0.424024013376492	0.816377991040049	0.524072482623507	0.183622008959951	K03488
K03489	9.1978151545355	9.60060604466879	-0.0242529837948499	0.644052984111898	-0.0618342751547265	0.355947015888102	K03489
K03490	10.933118165358	9.11597199494831	0.158573886338776	0.846565299484062	0.262236523968522	0.153434700515938	K03490
K03491	136.28338167766	133.168688564957	0.0309223412467392	0.829171121274926	0.0333547443934615	0.170828878725074	K03491
K03492	163.014914127998	207.12762759446	-0.355801838886088	0.796782604475112	-0.345516037685243	0.203217395524888	K03492
K03495	2057.70096605018	1472.95065560747	0.78164299064113	0.869618722721078	0.482324238454539	0.130381277278922	K03495
K03496	537.784314118511	558.891372677476	-0.147184689873579	0.737850313189919	-0.0555402291587228	0.262149686810081	K03496
K03497	151.030288583478	182.104891436666	-0.384292876088034	0.792157602276246	-0.269931768520929	0.207842397723754	K03497
K03498	499.98563692308	495.869149410473	0.0279298293350043	0.820992905280025	0.0119271806039752	0.179007094719975	K03498
K03499	293.201053399093	212.166435837291	0.679564503965349	0.82446025675059	0.466693842922075	0.17553974324941	K03499
K03500	54.7097255854797	59.9050008963001	-0.11795933134904	0.686073869334002	-0.130879125439586	0.313926130665998	K03500
K03501	272.739579851431	224.317199128524	0.386121015767357	0.813098837255004	0.2819838379531	0.186901162744996	K03501
K03502	2331.31015609378	1728.07683078539	0.772379920126318	0.864732427433923	0.431973590953949	0.135267572566077	K03502
K03503	4.66652117809769	6.38352742164171	-0.192357661020593	0.775609879114204	-0.452006408484685	0.224390120885796	K03503
K03504	0.533788949016546	0.494978393271389	0.0762791785560949	0.880484164583188	0.108903887564867	0.119515835416812	K03504
K03507	0.600132891005092	0.526297112787827	0.115106925112624	0.875465386853842	0.189404520288769	0.124534613146158	K03507
K03509	0.558682333941652	0.506586570049205	0.0947627413112126	0.881076028535751	0.141219370904354	0.118923971464249	K03509
K03512	0.849425227621633	1.45402089761267	-0.299909979335786	0.806330319777391	-0.775489142286196	0.193669680222609	K03512
K03514	0.527194890039666	0.502449890990352	0.0487110363302796	0.863354898487083	0.0693566623509245	0.136645101512917	K03514
K03515	0.577046598918568	0.536063521664305	0.0649159289569648	0.87685062144527	0.106283862053171	0.12314937855473	K03515
K03517	290.651513583621	309.484760122489	-0.153124289765461	0.746165208574459	-0.090577947429622	0.253834791425541	K03517
K03518	0.51834555999048	0.472428637389294	0.0909484316519507	0.88136840972307	0.133817785208583	0.11863159027693	K03518
K03520	0.590169777843639	0.714017433185508	-0.145757267524636	0.735630641650468	-0.274829255673727	0.264369358349532	K03520
K03521	146.455287135747	131.728424428221	0.153462437276859	0.85001956844076	0.152893591756794	0.14998043155924	K03521
K03522	106.253342205065	95.1424095856561	0.148023407981554	0.853768705432076	0.159347753313934	0.146231294567924	K03522
K03523	48.9065827576305	34.6612976029169	0.382271387159777	0.813357639080263	0.49670299780123	0.186642360919737	K03523
K03524	44.9915519028687	43.7597407539445	0.0340639185997732	0.837000465551011	0.0400499397622937	0.162999534448989	K03524
K03525	483.564116772721	524.276217927446	-0.237477357990246	0.790169101457379	-0.1166199118825	0.209830898542621	K03525
K03526	1262.57178693118	1146.23507713697	0.353314952624761	0.813820404357978	0.139462467062175	0.186179595642022	K03526
K03527	1420.97935804595	1292.20203683057	0.407524447006805	0.813096959236892	0.137053943123951	0.186903040763108	K03527
K03528	0.501281138150822	0.529819181921793	-0.0512300543945112	0.642682639449759	-0.0798801264909183	0.357317360550241	K03528
K03529	475.811429090107	294.564099749052	0.834732036949824	0.867209784474641	0.691808314617343	0.132790215525359	K03529
K03530	89.8626292358005	119.541776127456	-0.433165740182002	0.806296858567522	-0.411721704780778	0.193703141432478	K03530
K03531	1407.73807807577	932.354462449673	1.24105166001316	0.909725002722076	0.594428484999716	0.0902749972779242	K03531
K03532	0.855982380829375	1.220537911886	-0.245836620692638	0.793241634283785	-0.511864102026848	0.206758365716215	K03532
K03533	0.6531260436213	0.62414149760023	0.0373396576629082	0.844329519694056	0.0654883012956587	0.155670480305944	K03533
K03534	26.9173142959675	26.1846439879038	0.0295363852750692	0.825470464063658	0.0398134809509368	0.174529535936342	K03534
K03535	0.564320934159224	0.491500154888933	0.134771819334067	0.863248744526633	0.199323997861304	0.136751255473367	K03535
K03536	211.889326550479	284.974884143398	-0.573807184940782	0.803856602937274	-0.427523857988173	0.196143397062726	K03536
K03537	0.516882208920878	0.489759496366147	0.0531749840194522	0.868408432927785	0.0777620791801894	0.131591567072215	K03537
K03543	68.3629327853022	99.0751186724009	-0.410000094417968	0.798319379182464	-0.535308499971938	0.201680620817536	K03543
K03544	1752.48034348172	1777.39331716336	-0.0501204089735031	0.641437672995714	-0.0203647064082137	0.358562327004286	K03544
K03545	5239.8527881371	5455.65283594666	-0.110861003248432	0.677762560239405	-0.0582255627694837	0.322237439760595	K03545
K03546	116.638717881413	109.935270357003	0.10249501538279	0.879812005853837	0.0853924483465715	0.120187994146163	K03546
K03547	306.65441343569	282.226877500923	0.152547854052403	0.850643805144774	0.11975832708336	0.149356194855226	K03547
K03548	0.989941476907788	1.03019949896462	-0.0289584597746553	0.637138614782703	-0.0575085995512794	0.362861385217297	K03548
K03549	167.19567640406	219.782559467416	-0.425289237555233	0.803628292715759	-0.394539367280658	0.196371707284241	K03549
K03550	104.479264972498	92.3789925704973	0.135649409557266	0.86261789250463	0.17757993422935	0.13738210749537	K03550
K03551	464.00385328797	481.651127482222	-0.123619954834803	0.695077826113045	-0.0538517567850045	0.304922173886955	K03551
K03553	1084.55258823245	1207.16411823833	-0.274222470997063	0.803824162532406	-0.154521820231335	0.196175837467594	K03553
K03554	0.577345038039038	0.995932994506861	-0.326434255426086	0.803487679469352	-0.786614909550899	0.196512320530648	K03554
K03555	1372.51867269425	1928.72624575102	-0.727579866152165	0.822599802290451	-0.490822611844882	0.177400197709549	K03555
K03556	0.80734555966764	0.444830841583486	0.506630133892078	0.819773707559607	0.859929489031133	0.180226292440393	K03556
K03558	0.528750060561725	0.504128903576185	0.0481291503157611	0.862606324314394	0.0687932517096275	0.137393675685606	K03558
K03559	1.88980335560886	2.29574624635582	-0.154687663707221	0.748108457248684	-0.280727064784932	0.251891542751316	K03559
K03560	0.580517536487126	0.63929068633247	-0.0842005833685478	0.669230562571967	-0.139132426517255	0.330769437428033	K03560
K03561	99.3947973822054	123.622336402024	-0.234461531000315	0.7890785924504	-0.314697192699554	0.2109214075496	K03561
K03562	63.8187633149508	80.6832086669409	-0.194229651269977	0.776336537275221	-0.338287806979769	0.223663462724779	K03562
K03563	1.32417803676481	0.507114679839352	0.693617870180849	0.823617406912608	1.38471316372754	0.176382593087392	K03563
K03564	153.804247334203	147.481998833222	0.0763484707907476	0.88049651821378	0.0605564695364282	0.11950348178622	K03564
K03565	39.0906704535042	60.9641175940021	-0.450119404560833	0.811582371938969	-0.641136018729582	0.188417628061031	K03565
K03566	3.51567942201728	4.37587453784265	-0.154709495547932	0.748134874555404	-0.315767850711269	0.251865125444596	K03566
K03567	0.844425398097436	0.608374534607983	0.256328056354193	0.820398365882785	0.473010205937237	0.179601634117215	K03567
K03568	185.728618988011	192.908950647824	-0.0484544429606512	0.639655123290111	-0.0547239457534626	0.360344876709889	K03568
K03569	779.079663411552	1132.42532671787	-0.759511787541491	0.806351640949367	-0.539573159454827	0.193648359050633	K03569
K03570	86.0338403750948	98.9802208579026	-0.207152251425512	0.780429751578704	-0.202236023174016	0.219570248421296	K03570
K03572	1118.83846356243	1010.28176342924	0.328051092220313	0.815705576792548	0.14724404611172	0.184294423207452	K03572
K03573	0.509136544347828	0.481867320794167	0.0528970190830116	0.868132006328529	0.0794166578743773	0.131867993671471	K03573
K03574	115.637466031713	105.695872887901	0.139433913957529	0.85988487176422	0.129689855607379	0.14011512823578	K03574
K03575	335.898242932023	149.795545403465	1.17487231477926	0.885987236731787	1.16502952712721	0.114012763268213	K03575
K03576	8.7434229874257	13.9777587843763	-0.286577949887062	0.806138818095289	-0.676862955092932	0.193861181904711	K03576
K03577	10.926426198914	12.7725556889254	-0.127446955627338	0.702020388324117	-0.2252256225977	0.297979611675883	K03577
K03578	25.4154770674842	33.5517028509156	-0.240472595167606	0.791260511448302	-0.400678677938878	0.208739488551698	K03578
K03579	539.662301172812	373.711255596798	0.7728890685203	0.865046212939757	0.530132893366691	0.134953787060243	K03579
K03580	4.40903647619737	6.12113309750304	-0.249190793166894	0.794508060272904	-0.473335325851503	0.205491939727096	K03580
K03581	325.559761995307	323.051042573033	0.0224279476916127	0.804225655082918	0.0111602677373564	0.195774344917082	K03581
K03582	42.2585413513329	71.383621957514	-0.411647413902954	0.798875865386611	-0.756350134365365	0.201124134613389	K03582
K03583	2.407841140623	2.25783925389207	0.0441797338001129	0.856911441502851	0.0927974346213497	0.143088558497149	K03583
K03584	248.864424304246	245.377597261791	0.0281574905388517	0.821639019425553	0.0203564704053289	0.178360980574447	K03584
K03585	38.2256443605484	50.2425368407313	-0.306838190881392	0.805848227704973	-0.394368489514006	0.194151772295027	K03585
K03586	0.588620916021854	0.494978393271389	0.157620442294055	0.847207087675016	0.249973257590331	0.152792912324984	K03586
K03587	30.5481215636207	46.6960088244379	-0.409913749665014	0.798290446135248	-0.612215576044016	0.201709553864752	K03587
K03588	172.933614615884	182.031666819573	-0.101862431223572	0.672232823261061	-0.0739711227044777	0.327767176738939	K03588
K03589	12.0159918473831	13.7318991287907	-0.0992565390545147	0.671455248476144	-0.192575425633325	0.328544751523856	K03589
K03590	797.539905667248	363.785533203097	1.20270259717934	0.909115576757674	1.13246853537045	0.0908844232423256	K03590
K03591	1.5445589646128	1.8726649903965	-0.145437013640524	0.735121945561222	-0.27789788444711	0.264878054438778	K03591
K03592	64.2970751632356	81.9662096802158	-0.258049233955396	0.797976892533465	-0.35027617397791	0.202023107466535	K03592
K03593	245.796211456928	249.637852701843	-0.0390871597749002	0.633091371988307	-0.022374028178038	0.366908628011693	K03593
K03594	1.30410025170797	0.62125128773194	0.505462501387251	0.819649946141901	1.06980593769414	0.180350053858099	K03594
K03595	1879.74589682758	1298.24173173129	0.857365171103947	0.854523149618461	0.533978615052391	0.145476850381539	K03595
K03596	3806.26358883823	3058.21497411566	0.716755626950992	0.83232674397825	0.315685650584416	0.16767325602175	K03596
K03598	7.08886981092747	3.59304516034923	0.418087769894127	0.81493791953471	0.98034856634626	0.18506208046529	K03598
K03599	3.1360849784189	2.33056349096476	0.197841501199707	0.824263535065021	0.428285836259044	0.175736464934979	K03599
K03600	1.16350930661507	0.839457253697186	0.255826216514317	0.82040210289709	0.470953982384608	0.17959789710291	K03600
K03601	694.300086291595	702.085688303153	-0.0252876438135059	0.642249922729879	-0.0160877688814141	0.357750077270121	K03601
K03602	11.1148146228144	8.32609659258073	0.265492575318478	0.82029785772119	0.416771686079722	0.17970214227881	K03602
K03603	0.54468034655311	0.496703619823383	0.091739991104404	0.881325699484528	0.133024551293556	0.118674300515472	K03603
K03604	206.551883096873	253.218348518178	-0.300974589830017	0.806275587401701	-0.293877734991971	0.193724412598299	K03604
K03605	0.652089010062758	0.558931462718625	0.131106932249297	0.865849794300092	0.22239751778353	0.134150205699908	K03605
K03606	561.489451814678	618.224516951315	-0.276760042128486	0.804493194572571	-0.138871948041242	0.195506805427429	K03606
K03607	1.13896151770458	1.35184439136822	-0.112388410160195	0.679243685795939	-0.247210091597901	0.320756314204061	K03607
K03608	6.72349982630868	9.09914409276604	-0.225379577925667	0.78589553895056	-0.436518441388659	0.21410446104944	K03608
K03609	185.643928710219	182.67029473885	0.0284190981359056	0.822377236385634	0.0232960875683068	0.177622763614366	K03609
K03610	9.94335620239171	12.8392619447822	-0.221647020838744	0.784667556722823	-0.368757477557001	0.215332443277177	K03610
K03611	0.637300827644477	0.910948354906793	-0.263424840668437	0.80010167522965	-0.515394730191861	0.19989832477035	K03611
K03612	23.8155028965834	19.1907869138134	0.223866173676554	0.820274120311786	0.31148714335713	0.179725879688214	K03612
K03613	401.332248203671	344.150862523858	0.259379184661048	0.8203716980952	0.221755959789362	0.1796283019048	K03613
K03614	423.040717075024	385.47888496538	0.292266836185828	0.819141585084077	0.13414469032078	0.180858414915923	K03614
K03615	1184.3777160817	1057.75518424084	0.483629529011118	0.817857990624898	0.163123495147922	0.182142009375102	K03615
K03616	115.863276720479	121.828930477749	-0.0869475060285498	0.669703639930009	-0.0724333964492549	0.330296360069991	K03616
K03617	257.134285244375	214.480411486079	0.332631061524221	0.815222738155111	0.261676093829391	0.184777261844889	K03617
K03618	1.03901424101592	0.585245056024223	0.397530499750322	0.812572619361042	0.828102681310258	0.187427380638958	K03618
K03620	0.528750060561725	0.486336163824082	0.0836548137645441	0.881350149891519	0.120632049501392	0.118649850108481	K03620
K03621	772.047692222858	1170.4320091288	-0.695421748971281	0.805316659027754	-0.600279254209964	0.194683340972246	K03621
K03624	660.202382799758	653.878426715915	0.0229751029265714	0.8059867142632	0.0138859200268171	0.1940132857368	K03624
K03625	86.6614888361356	105.231035102775	-0.305652053721853	0.805950009308207	-0.280097324724255	0.194049990691793	K03625
K03626	0.528750060561725	0.489414465937196	0.0776621880390266	0.880719243502536	0.111529178765378	0.119280756497464	K03626
K03627	0.542159666432432	0.453596286925969	0.177292561299589	0.83420655472774	0.257308958302577	0.16579344527226	K03627
K03628	672.083117657732	795.847104425342	-0.538238227115533	0.802905837349767	-0.243851626901606	0.197094162650233	K03628
K03629	439.791073526967	593.138491636353	-0.738041498670312	0.819716847093137	-0.431550676313061	0.180283152906863	K03629
K03630	163.822150516312	204.755093339006	-0.452393586201791	0.812242684379966	-0.321768901696355	0.187757315620034	K03630
K03631	222.982926440489	289.194451330265	-0.574314866664674	0.803847063827569	-0.375106623296182	0.196152936172431	K03631
K03632	0.768872906326454	0.582968506745187	0.215072864664562	0.820786781764244	0.399327194377116	0.179213218235756	K03632
K03633	0.515351478603038	0.485514762792754	0.0591179904442277	0.873441217094795	0.0860415473165216	0.126558782905205	K03633
K03634	0.703633740865494	0.668306599255494	0.042554925597186	0.854240886845477	0.0743145447496205	0.145759113154523	K03634
K03635	2.375100187466	3.50487932463391	-0.223504440569463	0.785270898334989	-0.561376401034166	0.214729101665011	K03635
K03637	18.9683965637823	19.0226048591754	-0.00313932067991211	0.708287196408655	-0.00411708505089978	0.291712803591345	K03637
K03638	3.28295465698485	1.81734372411966	0.403110236563483	0.812715281411354	0.853163513899417	0.187284718588646	K03638
K03639	92.2664514842065	82.0033436180666	0.174387515665163	0.836045993590276	0.170123436893389	0.163954006409724	K03639
K03640	64.0678416796006	55.2862025415974	0.177873548356103	0.833845927849655	0.212680909436881	0.166154072150345	K03640
K03641	122.772081204539	95.7426863128742	0.361709700656707	0.813793091449999	0.358748333826035	0.186206908550001	K03641
K03642	585.104736174709	889.958938448046	-0.914693818896327	0.761141663790902	-0.605043877326265	0.238858336209098	K03642
K03643	0.559656727939485	0.611749863572611	-0.081548569843626	0.668595702641825	-0.128399670160911	0.331404297358175	K03643
K03644	48.8405771042476	66.4169364515755	-0.353972040849579	0.797356081349105	-0.443470931177736	0.202643918650895	K03644
K03647	135.085039982041	76.3047199625795	0.770594525710519	0.863605271749716	0.824023706608101	0.136394728250284	K03647
K03648	289.323422396463	413.438068978376	-0.927507640994976	0.741437239573887	-0.514988114383272	0.258562760426113	K03648
K03650	1392.3232677035	1542.65271322454	-0.285872804739985	0.806071398883203	-0.147919101437023	0.193928601116797	K03650
K03651	3.2746967037985	5.44975515151002	-0.36694934420977	0.793571960999704	-0.734830120284871	0.206428039000296	K03651
K03652	5.82273621152769	17.0555121224496	-0.681644408522891	0.7936650501405	-1.55046890842572	0.2063349498595	K03652
K03653	0.920780512212551	1.23222958965965	-0.200049322684223	0.778339513101235	-0.420341879670971	0.221660486898765	K03653
K03654	1233.33336052651	1039.57242457466	0.597733395954037	0.837476118999017	0.246572530949498	0.162523881000983	K03654
K03655	632.727004666461	629.455820611362	0.0134329624383816	0.772738072985887	0.00747804753158397	0.227261927014113	K03655
K03656	4.90249963354863	6.91097705999708	-0.290237691004436	0.806386854019241	-0.495372167768857	0.193613145980759	K03656
K03657	1739.61281362991	1724.63307767124	0.02480680088127	0.811738114313249	0.0124767849367775	0.188261885686751	K03657
K03658	21.5514102432189	20.5127130724816	0.0399197226298021	0.849494373525718	0.071263957362231	0.150505626474282	K03658
K03660	17.6397344726121	17.3776318387736	0.0155340577537324	0.780470836209761	0.0215973542084666	0.219529163790239	K03660
K03664	1463.5019717646	1377.41523847539	0.204676281048073	0.822415314268578	0.087461146576879	0.177584685731422	K03664
K03665	413.400553542914	481.900629276537	-0.510216830241334	0.811639779452736	-0.221195364450515	0.188360220547264	K03665
K03666	0.818583923368175	0.578234837082795	0.294160441893187	0.818998889516959	0.501474803254738	0.181001110483041	K03666
K03667	93.3929119034404	116.557988005225	-0.26187170583201	0.799494515959521	-0.319662914068749	0.200505484040479	K03667
K03669	1.09457480270883	0.753315213153694	0.253203696684518	0.820418161928942	0.539044981090572	0.179581838071058	K03669
K03670	0.985959276946997	0.642755246106161	0.333540279523494	0.815130051428535	0.617258579989731	0.184869948571465	K03670
K03671	358.625451787674	275.001171111575	0.657818053583447	0.834667255537009	0.383040118000067	0.165332744462991	K03671
K03672	4.65666759514819	8.78456243839721	-0.356282819120432	0.7966316634876	-0.915672524395865	0.2033683365124	K03672
K03673	1.34976445322341	1.83562297102653	-0.231681460603095	0.788084220115426	-0.443562100703221	0.211915779884574	K03673
K03675	0.707139760409313	0.749042165697397	-0.0449219539372898	0.636355062721099	-0.0830515542148764	0.363644937278901	K03675
K03676	2.37821217996833	2.1703407269819	0.0671544434583863	0.877846970008755	0.13195588298097	0.122153029991245	K03676
K03679	0.533788949016546	0.494978393271389	0.0762791785560949	0.880484164583188	0.108903887564867	0.119515835416812	K03679
K03680	0.528750060561725	0.492946651203252	0.0705734113911826	0.879078308117068	0.101154403057027	0.120921691882932	K03680
K03681	0.516882208920878	0.489759496366147	0.0531749840194522	0.868408432927785	0.0777620791801894	0.131591567072215	K03681
K03683	2.02930985958117	1.26200412490977	0.231096029373978	0.820235775717693	0.68527254421459	0.179764224282307	K03683
K03684	10.9214899780634	13.6282362377819	-0.172156134248894	0.764459623912823	-0.319429169889987	0.235540376087177	K03684
K03685	173.859868516514	214.84073889051	-0.383724583720442	0.792113036739281	-0.305342629728278	0.207886963260719	K03685
K03686	2291.11724837942	1994.77356105749	0.457036252044805	0.821048995700289	0.199826304128802	0.178951004299711	K03686
K03687	524.475808733956	516.385383471549	0.038341662971545	0.846398595321467	0.0224280654563629	0.153601404678533	K03687
K03688	13.0940486285103	10.8578213755815	0.142313927027035	0.857811199998072	0.270176586831229	0.142188800001928	K03688
K03694	303.589237091865	285.440133793259	0.124204744110813	0.870453455581546	0.0889324483384549	0.129546544418454	K03694
K03695	6391.32941799107	5594.86814498553	0.536329909051561	0.820199835797453	0.192011916388223	0.179800164202547	K03695
