	Prefeed_HiCHO_mean	T1_LoCHO_FAT_mean	theta	prob	log2FC
A3DIZ1	108.211374146656	278.92491144754	-3.30577048863709	1	-1.36602464118202
A3DJK1	156.25788436654	388.286231807073	-3.42486492995551	1	-1.31319156555861
A9KJI7	91.2697196096904	215.554700820638	-2.86300995899544	1	-1.23984582080689
A9KJJ1	139.796069478297	354.374499162821	-3.01950162240227	1	-1.34195099278589
A9KMU8	96.0929860382893	211.047064549947	-3.19925393126406	1	-1.13506172739234
C4ZBG1	33.9878492666764	96.2264994181185	-2.83529769395711	1	-1.50141517475694
H6LC31	116.430801769054	215.934387798571	-2.87376183334506	1	-0.891120238775573
P0A4G0	12.0244816615864	85.4310653708522	-3.426069062154	1	-2.82878606848307
P18766	69.0754669923183	214.456411335964	-3.22129836698721	1	-1.63443913139077
P37419	35.4080397318971	144.622470322797	-2.82864968456859	1	-2.0301428442858
P54935	234.053178702916	568.162774112497	-2.8734856600588	1	-1.27946795100508
P80077	64.2054983666114	209.245863832769	-3.16385830224195	1	-1.70443034944167
Q13FD9	145.361837539239	359.102666584381	-2.82805966631797	1	-1.30474780393674
Q18B22	9.59903667241944	44.105558161027	-2.85493127606219	1	-2.19999894086103
Q18CE5	46.8325902343276	175.146458324089	-2.83745532069672	1	-1.90297707690368
Q18CF1	128.094534646361	376.683128843493	-3.41150244414177	1	-1.55614249611039
Q8R7V4	87.1941456840761	458.904078930403	-2.92734459283459	1	-2.3958894509304
Q8RHI3	25.5593199055391	135.113131424523	-2.87561575695377	1	-2.40224654065489
Q8XPD7	78.0892666552162	167.071382747792	-2.83536046613634	1	-1.09726846969019
Q9KJF1	31.0373526553145	142.086626975818	-2.82852405966362	1	-2.19469336365496
Q9R4G8	149.539772290165	473.58893925101	-3.42878066594204	1	-1.66310614566516
A9KMF6	103.622673323809	309.794660799928	-3.45515345689547	1	-1.57997257126175
A9KJL3	364.300388962384	665.595218848487	-3.00822134116316	0.999999999999999	-0.869516534802811
O31952	6.09914334157336	78.8805590554195	-2.93257574860609	0.999999999999999	-3.69299124914333
P31306	42.5898337059306	116.428419054913	-3.34531824224429	0.999999999999999	-1.45086224724623
A0A031WDE4	87.6253057035673	299.483356004585	-3.81351890685099	0.999999999999999	-1.77305634900366
O32047	28.8481630637173	79.8874909978232	-2.96658638435004	0.999999999999999	-1.4694901629826
C4Z2R9	134.469016838071	256.652276273049	-3.3343958684388	0.999999999999999	-0.932541257966143
C4ZBD5	55.8518110141191	155.831279056074	-2.94832064901096	0.999999999999999	-1.48030887932523
O32044	128.415054796761	232.370270622225	-2.96571979372072	0.999999999999999	-0.855611155230878
A6KYK7	66.9341168231045	151.129550190594	-2.66826290764699	0.999999999999999	-1.1749721206489
Q3A9R9	23.7910101274725	96.0696146048156	-2.66866981205916	0.999999999999999	-2.01366367254553
P50972	147.762185880666	424.951849331727	-2.95841504293904	0.999999999999999	-1.52402226714339
Q180E9	16.5532307553471	56.0293028722787	-2.88636948737813	0.999999999999999	-1.75906872173338
Q8RHI2	14.3674447054196	90.7098416148143	-2.93079636045758	0.999999999999999	-2.65845558842342
A6TWF3	27.5487364100048	73.0583710056846	-2.82524153435782	0.999999999999998	-1.40706343846712
A9KMF5	32.3198522548029	94.0649842884614	-3.01571308511147	0.999999999999997	-1.54123717628522
P51247	14.4686628022556	92.7959164917683	-2.67269808475682	0.999999999999995	-2.68112972681913
O54031	204.99679905588	327.189554136691	-3.11251621378772	0.999999999999995	-0.674525306697816
P0A4M9	30.6652415215149	118.486258905736	-3.38973076762677	0.999999999999994	-1.95004353762445
A9KRZ4	502.156584068073	1057.95510064346	-3.37519526205775	0.999999999999994	-1.0750691959125
Q9R4G7	192.016535927509	520.386463925053	-3.07875077483177	0.999999999999993	-1.43835287860217
Q47878	146.346409556332	331.309991427165	-3.02379034605878	0.999999999999992	-1.17879436062653
C0H3Y4	35.4856215248362	112.264329846573	-2.66304921121213	0.999999999999992	-1.66159312756782
Q8A525	96.2536680392999	205.881968714002	-2.66304958556629	0.999999999999992	-1.0969040581224
A9KNK6	86.3743823760028	244.452935758509	-3.38857479725201	0.99999999999999	-1.50088133690883
